facility_type,facility_number,facility_name,licensee,facility_administrator,facility_telephone_number,facility_address,facility_city,facility_state,facility_zip,county_name,regional_office,facility_capacity,facility_status,license_first_date,closed_date,file_date
child_care_centers,390312134,HANSEL & GRETEL DAY CARE CENTER,"CALIFORNIA KIDS DAY CARE, INC.",JEAN TEICHEIRA,(209) 823-6525,1014 WEST CENTER STREET,MANTECA,CA,95337,SAN JOAQUIN,53,12,LICENSED,6/1/1989,,5252025
child_care_centers,103808268,HANSEL & GRETEL III WISHON,"HANSEL & GRETEL, INC",MAYVE VANG,(559) 227-5436,2045 N. WISHON,FRESNO,CA,93704,FRESNO,4,13,LICENSED,2/24/2006,,5252025
child_care_centers,343620237,HANSEN'S EARLY LEARNING CENTER,"HENSLEY, RHONDA","HANSON HENSLY, RHONDA",(916) 684-1600,5275 TEGAN ROAD,ELK GROVE,CA,95758,SACRAMENTO,53,4,LICENSED,10/24/2014,,5252025
child_care_centers,90318778,HAPPY KIDS DAY CARE & PRESCHOOL - CAMBRIDGE,"S & B, INC.","FRYETTE, LORI",(530) 676-2223,2635 CAMBRIDGE RD,CAMERON PARK,CA,95682,EL DORADO,3,8,LICENSED,6/15/1992,,5252025
child_care_centers,90318306,HAPPY KIDS PRESCHOOL - INFANT PROGRAM,"S & B, INC","ROBERTS, CINDY",(530) 677-0551,3900 PONDEROSA RD,SHINGLE SPRINGS,CA,95682,EL DORADO,3,4,LICENSED,3/3/1992,,5252025
child_care_centers,343621078,HAPPY TIME PRESCHOOL,"LUCAS, MICHELLE",GISELLE DELAYNE-WALLACE,(916) 422-6777,4518 47TH AVENUE,SACRAMENTO,CA,95824,SACRAMENTO,3,12,LICENSED,5/6/2016,,5252025
child_care_centers,197493959,HAPPY TOTS MONTESSORI INFANT CENTER,FARHEEN KHAN,KARLA LOPEZ,(310) 818-9937,25405 NORMANDIE AVE,HARBOR CITY,CA,90710,LOS ANGELES,30,12,LICENSED,10/26/2018,,5252025
child_care_centers,197416385,HAPPY TOTS MONTESSORI SCHOOL & INFANT CENTER,KHAN FAMILY DAYCARE INC.,RAMANDEEP KAUR,(310) 891-6080,1518 PACIFIC COAST HWY,HARBOR CITY,CA,90710,LOS ANGELES,30,8,LICENSED,6/15/2009,,5252025
child_care_centers,344500595,HAPPY TRAILS LEARNING CENTER,HAPPY TRAILS LEARNING CENTER LLC,DEBORAH OCHOA,(916) 583-4422,600 A STREET,GALT,CA,95632,SACRAMENTO,53,6,LICENSED,8/3/2022,,5252025
child_care_centers,197405592,HARBOR-UCLA CHILDREN'S DEVELOPMENT CENTER,"KNOWLEDGE UNIVERSE EDUCATION,LLC.",AMBER BRAVO,(310) 222-4274,975 W. CARSON ST.,TORRANCE,CA,90503,LOS ANGELES,30,12,LICENSED,3/18/1999,,5252025
child_care_centers,153808140,HARVEY L. HALL CHILD DEVELOPMENT CENTER,COMMUNITY ACTION PARTNERSHIP OF KERN,"PEREZ-VELASQUEZ, ZENAIDA",(661) 835-5405,315 STINE ROAD,BAKERSFIELD,CA,93309,KERN,57,12,LICENSED,9/1/2004,,5252025
child_care_centers,483009363,HEAD START - KIDDER - INFANT/TODDLER,"CHILD START, INC.","CHAND, VERONICA",(707) 758-9159,1657 KIDDER AVENUE,FAIRFIELD,CA,94533,SOLANO,1,8,LICENSED,2/8/2017,,5252025
child_care_centers,283010477,HEAD START - NEW BEGINNINGS,CHILD START INC,JULIA RIOS,(707) 252-8931,1600 LINCOLN AVENUE #11,NAPA,CA,94558,NAPA,1,10,LICENSED,8/11/2023,,5252025
child_care_centers,367750053,"HEARTFELT DAYCARE, LLC",RASHON REYES,SAMANTHA BROWN,(909) 559-1592,15451 BEAR VALLEY ROAD,HESPERIA,CA,92345,SAN BERNARDINO,12,8,LICENSED,8/16/2022,,5252025
child_care_centers,364842903,HEARTWOOD CHILD DEVELOPMENT CENTER,"HEARTWOOD CHILD DEVELOPMENT CENTER, LLC","TOPETE, FANNY",(909) 626-0955,4883 KINGSLEY STREET,MONTCLAIR,CA,91763,SAN BERNARDINO,9,8,LICENSED,2/9/2015,,5252025
child_care_centers,455401999,HEATHER RIDGE INFANT CENTER,"HEATHER RIDGE CHILD CARE CENTER, INC.","WALWORTH, KRISTEN",(530) 241-7226,820 SAINT MARKS ST.,REDDING,CA,96003,SHASTA,13,12,LICENSED,3/16/1999,,5252025
child_care_centers,93604119,HEAVENLY SKI RESORT,"HEAVENLY VALLEY, NEVADA LIMITED PARTNERSHIP","SIMPSON, CASSIDY",(530) 542-6915,3860 SADDLE ROAD,SOUTH LAKE TAHOE,CA,96150,EL DORADO,3,12,LICENSED,12/23/1998,,5252025
child_care_centers,197493663,HI FI INFANT CENTER,"KIDS STORY, INC",LANA JOO,(213) 503-0251,25537 NARBONNE AVE,LOMITA,CA,90717,LOS ANGELES,30,10,LICENSED,2/23/2018,,5252025
child_care_centers,414002820,HIGHLANDS RECREATION DIST. (INFANT),HIGHLANDS RECREATION DISTRICT,JULIE FERNANDEZ,(650) 341-4251,1851 LEXINGTON AVENUE,SAN MATEO,CA,94402,SAN MATEO,5,8,LICENSED,12/21/2011,,5252025
child_care_centers,191602008,HILL AN' DALE - OLD FIREHOUSE (INFANT CARE),"HILL AN' DALE FAMILY LEARNING CENTER, INC.",AGATHA PEREZ,(310) 450-7596,2801 25TH STREET,SANTA MONICA,CA,90405,LOS ANGELES,30,10,LICENSED,10/22/1987,,5252025
child_care_centers,197494355,HILL POINT MONTESSORI - INFANTS,HILL POINT MONTESSORI PREPARATORY SCHOOL,SHERYL MISKO,(310) 635-4009,6601 VALLEY CIRCLE BLVD,WEST HILLS,CA,91307,LOS ANGELES,58,13,LICENSED,2/13/2020,,5252025
child_care_centers,376701114,HILL TOTS COMMUNITY PRESCHOOL INFANTS,"HILLTOP PENTECOSTAL TABERNACLE OF CHULA VISTA, CA",PERLA ZAZUETA,(619) 422-4193,346 L STREET,CHULA VISTA,CA,91911,SAN DIEGO,20,12,LICENSED,4/20/2015,4/1/2025,5252025
child_care_centers,304370106,HILLSIDE MONTESSORI,"NADESAN, AJANTHA & LABUS, JULIE","NADESAN, AJANTHA",(949) 858-8818,19900 EL TORO ROAD,SILVERADO CANYON,CA,92676,ORANGE,6,10,LICENSED,8/24/2005,,5252025
child_care_centers,197494724,HONEYBEE BILINGUAL CHILDREN'S CENTER,SANDRA VALENZUELA,PATRICIA SANCHEZ,(310) 363-5919,11203 S. WESTERN AVENUE,LOS ANGELES,CA,90047,LOS ANGELES,30,9,LICENSED,3/11/2021,,5252025
child_care_centers,197495002,HONEYBEE BILINGUAL PRESCHOOL,SANDRA VALENZUELA,SANDRA VALENZUELA,(310) 750-5168,4042-46 W SLAUSON AVENUE,LOS ANGELES,CA,90043,LOS ANGELES,58,12,LICENSED,5/10/2022,,5252025
child_care_centers,376701447,HSHMC CHILD CARE CENTER,HSHMC INC,KIM DAVIS MANCUSO,(619) 255-9546,3910 UNIVERSITY AVENUE STE 100,SAN DIEGO,CA,92105,SAN DIEGO,20,8,LICENSED,11/7/2019,,5252025
child_care_centers,434417104,HUGHES EARLY LEARNING PROGRAM,SANTA CLARA UNIFIED SCHOOL DISTRICT,JENNIFER TA,(408) 423-1516,4949 CALLE DE ESCUELA # 27,SANTA CLARA,CA,95054,SANTA CLARA,7,12,LICENSED,6/15/2023,,5252025
child_care_centers,197493098,HUMBLE HEARTS ACADEMY,HUMBLE HEARTS ACADEMY,AMANDA FRY,(424) 209-2537,13325 HAWTHORNE BLVD.,HAWTHORNE,CA,90250,LOS ANGELES,30,7,LICENSED,3/24/2017,,5252025
child_care_centers,343622007,ICONIC KIDS CHILDCARE & LEARNING CENTER,"CHETLAPALLI, JANAKI","THOMPSON, IONA",(916) 294-7615,6035 MAIN AVENUE,ORANGEVALE,CA,95662,SACRAMENTO,3,8,LICENSED,8/1/2017,,5252025
child_care_centers,414001616,"IHSD, INC-BADEN INFANT CENTER","INSTITUTE FOR HUMAN & SOCIAL DEVELOPMENT, INC, THE",LYN VALENCIA,(650) 737-5748,825 SOUTHWOOD DRIVE,SOUTH SAN FRANCISCO,CA,94080,SAN MATEO,5,9,LICENSED,10/27/2003,,5252025
child_care_centers,414000987,"IHSD, INC-MOONRIDGE INFANT CENTER","INSTITUTE FOR HUMAN & SOCIAL DEVELOPMENT, INC, THE",MARIA ARCELIA RUIZ,(650) 712-9684,2001 MIRAMONTES POINT ROAD,HALF MOON BAY,CA,94019,SAN MATEO,5,9,LICENSED,7/20/2000,,5252025
child_care_centers,103810009,"IMAGINARIUM LEARNING CENTER, THE",THREE CUGINI LLC,"JOHNSON, STEPHANIE/SHAWNA",(714) 797-7763,1570 MARION ST,KINGSBURG,CA,93631,FRESNO,57,8,LICENSED,9/14/2017,,5252025
child_care_centers,414004208,IMAGINATION STATION (INF),BUILDING KIDZ OF DALY CITY & SAN BRUNO,"AGUIRRE, RAELI",(650) 746-8356,280 - 92ND STREET,DALY CITY,CA,94015,SAN MATEO,5,11,LICENSED,6/20/2016,,5252025
child_care_centers,197493551,IN GOOD HANDS LEARNING CENTER- INFANTS,"WILLIS, JAMESETTA","WILLIS, JAMESETTA",(310) 629-7460,615 N. WILMINGTON AVENUE,COMPTON,CA,90220,LOS ANGELES,54,9,LICENSED,5/23/2018,,5252025
child_care_centers,414004894,INTELLIGENT LEARNING,INTELLIGENT LEARNING LIMITED,"YU, XIAOTIAN",(650) 431-8919,374 CATHERINE DRIVE,SOUTH SAN FRANCISCO,CA,94080,SAN MATEO,5,8,LICENSED,9/29/2022,,5252025
child_care_centers,33616425,IONE-AMADOR TUOLUMNE COMMUNITY ACTION AGENCY,AMADOR TUOLUMNE COMMUNITY ACTION AGENCY,SANDY BUCHANAN,(209) 274-0395,108 WEST MARLETTE STREET,IONE,CA,95640,AMADOR,53,12,LICENSED,7/16/2010,,5252025
child_care_centers,426215611,ISLA VISTA CHILDREN'S CTR AKA WEST CAMPUS INFANT,"ISLA VISTA YOUTH PROJECTS, INC",SERINEH VARTANI,(805) 968-0488,701-H WEST CAMPUS POINT LANE,GOLETA,CA,93117,SANTA BARBARA,17,12,LICENSED,9/28/2018,,5252025
child_care_centers,13421427,ISLAND HIGH CAL SAFE INFANT CENTER,ALAMEDA UNIFIED SCHOOL DISTRICT,"HANSEN, DELINDA",(510) 501-6629,500 PACIFIC AVE,ALAMEDA,CA,94501,ALAMEDA,2,12,LICENSED,8/22/2014,,5252025
child_care_centers,103808829,JOYFUL BEGININGS ENRICHMENT CENTER,FIRST CHURCH OF THE NAZARENE,"DAVIS, AMELITA",(559) 896-1495,2114 GOLDRIDGE,SELMA,CA,93662,FRESNO,57,8,LICENSED,2/25/2014,,5252025
child_care_centers,93623159,JUBILEE KIDS ACADEMY,JUBILEE KIDS ACADEMY,"OYLER,KYLIE/SHAMAS,HOLLY",(530) 541-5411,2249 HELEN AVENUE,SOUTH LAKE TAHOE,CA,96150,EL DORADO,3,8,LICENSED,10/29/2019,,5252025
child_care_centers,197415599,JUNIORVERSITY,"CREWS, GWENDOLYN","CREWS, GWENDOLYN",(310) 638-3500,2400 S. CENTRAL AVENUE,COMPTON,CA,90220,LOS ANGELES,54,12,LICENSED,9/3/2008,,5252025
child_care_centers,197419527,JUS KIDS ACADEMY,JUS KIDS ACADEMY,"VITELA, MARIANA",(323) 777-0704,11211 WESTERN AVE,LOS ANGELES,CA,90047,LOS ANGELES,30,11,LICENSED,12/2/2014,,5252025
child_care_centers,367750020,JUST 4 TODDLERS PRESCHOOL,"ALL 4 KIDS, INC.","MEZA, LINDA",(760) 244-4600,15400 RANCHERO ROAD,HESPERIA,CA,92345,SAN BERNARDINO,12,8,LICENSED,12/30/2019,,5252025
child_care_centers,384004714,KAI MING-NORTH BEACH CHILDREN'S CENTER (INF),"KAI MING, INC.","LEE, NESANNA",(415) 982-4777,1170 COLUMBUS AVENUE,SAN FRANCISCO,CA,94133,SAN FRANCISCO,5,8,LICENSED,9/16/2024,,5252025
child_care_centers,93623842,KID'S TOWN MONTESSORI,KID'S TOWN PRESCHOOL INC.,MARIA MORALES AGUILAR,(530) 748-3906,163 PLACERVILLE DRIVE,PLACERVILLE,CA,95667,EL DORADO,3,8,LICENSED,3/3/2021,,5252025
child_care_centers,73408918,"KID TIME, INC.","KID TIME, INC.","CASWELL, ANGELA",(925) 930-6550,2551 PLEASANT HILL ROAD,PLEASANT HILL,CA,94523,CONTRA COSTA,2,12,LICENSED,2/24/2022,,5252025
child_care_centers,434413137,KIDANGO CHYNOWETH INFANT,"KIDANGO, INC.",ESHRAQ HADI,(408) 353-0458,5312 TERNER WAY,SAN JOSE,CA,95136,SANTA CLARA,7,12,LICENSED,9/12/2014,1/26/2025,5252025
child_care_centers,434414074,KIDANGO EDEN PALMS INFANT,"KIDANGO, INC.",MICHELLE PALACPAC,(408) 200-2910,5398 MONTEREY RD,SAN JOSE,CA,95111,SANTA CLARA,7,9,LICENSED,9/12/2014,2/4/2025,5252025
child_care_centers,434400492,KIDANGO VALLEY MEDICAL CENTER,"KIDANGO, INC.","GRAY, STACIE",(408) 429-2683,730 EMPEY WAY,SAN JOSE,CA,95128,SANTA CLARA,7,13,LICENSED,12/14/1998,,5252025
child_care_centers,364844285,KIDCARE CHILD DEVELOPMENT CENTER,JULIANA IKEJI,CARMEN RODRIGUEZ,(760) 955-6466,15025 GRAVILLA RD,VICTORVILLE,CA,92392,SAN BERNARDINO,12,8,LICENSED,7/10/2018,,5252025
child_care_centers,198008924,KIDDIE ACADEMY CHILD CARE LEARNING CENTER,"KIDZ PLAYHOUSE, INC.",CARMEN MILLNER,(909) 621-5112,663 E. FOOTHILL BLVD.,CLAREMONT,CA,91711,LOS ANGELES,33,10,LICENSED,5/30/2003,,5252025
child_care_centers,376700354,KIDDIE ACADEMY CHILDCARE LEARNING CENTER-INFANT,"MARANGELY'S KIDS, INC.","AVILA, EVELYN",(760) 439-5552,3766 MISSION AVENUE #110,OCEANSIDE,CA,92058,SAN DIEGO,10,13,LICENSED,6/18/2007,,5252025
child_care_centers,503608480,KIDDIE KINGDOM DAYCARE CENTER,"CASTILLO, DAISY","CASTILLO, DAISY",(209) 537-8944,3900 MORGAN ROAD #G,CERES,CA,95307,STANISLAUS,4,12,LICENSED,10/25/2002,,5252025
child_care_centers,197495233,KIDDIE KOLLEGE INC.,KIDDIE KOLLEGE INC.,"BROWN, AVA",(323) 636-6416,2639 W. MANCHESTER BLVD.,INGLEWOOD,CA,90305,LOS ANGELES,30,13,LICENSED,4/14/2023,,5252025
child_care_centers,343624981,KIDDY CLUB,"REID, MARLETT",MARLETT REID,(916) 617-7248,2900 29TH AVENUE,SACRAMENTO,CA,95820,SACRAMENTO,3,5,LICENSED,6/30/2023,,5252025
child_care_centers,313623888,"KIDS' PLACE, THE","KIDS' PLACE INC., THE",LAUREN GAROFALO,(530) 878-7875,1115 COMBIE ROAD,MEADOW VISTA,CA,95722,PLACER,3,5,LICENSED,4/28/2021,,5252025
child_care_centers,304270975,KIDS ADVENTURE LEARNING CENTER,"SUNLAND EDUCATIONAL SCHOOLS, INC.",MEHAN PHAN,(714) 525-7377,1834 W. VALENCIA DRIVE,FULLERTON,CA,92833,ORANGE,6,8,LICENSED,2/28/2003,,5252025
child_care_centers,434410624,KIDS CHILD DEVELOPMENT CENTER,KIDS CDC INC.,"SOLOMON, SHANI",(408) 732-5611,649 EAST HOMESTEAD,SUNNYVALE,CA,94087,SANTA CLARA,7,12,LICENSED,11/12/2008,,5252025
child_care_centers,364819494,KIDS DISCOVERY WORLD,"FERNANDO, MALKANTHI",MALKANTHI FERNANDO,(760) 241-2416,15858 BEAR VALLEY ROAD,VICTORVILLE,CA,92395,SAN BERNARDINO,12,12,LICENSED,11/15/2007,,5252025
child_care_centers,198018316,KIDS HARVARD INFANT CENTER,"HARVARD LEARNING CENTER, LLC","HAN, KI JA",(323) 684-8800,909 S. HARVARD BLVD.,LOS ANGELES,CA,90006,LOS ANGELES,33,8,LICENSED,8/27/2015,,5252025
child_care_centers,376300127,KIDS HUB CHILDCARE,KIDS HUB CHILDCARE LLC,IRMA J GUERRERO ESPINOZA,(760) 407-6737,1701 N SANTA FE AVE,VISTA,CA,92084,SAN DIEGO,10,13,LICENSED,9/28/2020,,5252025
child_care_centers,197494249,KIDS KINGDOM,TRINA MENDOZA,"MENDOZA, TRINA",(310) 547-4986,731 S AVERILL AVE,SAN PEDRO,CA,90731,LOS ANGELES,30,12,LICENSED,9/23/2019,,5252025
child_care_centers,376700369,KIDS TOWN MONTESSORI SCHOOL-INFANT,MEHRMAH HODAEE,"HODAEE, MEHRMAH",(858) 344-9902,867 SYCAMORE AVENUE,VISTA,CA,92081,SAN DIEGO,10,12,LICENSED,9/4/2007,,5252025
child_care_centers,367750032,KIDS & CARE INC.,KIDS & CARE INC.,CLAUDIA V. GARCIA,(760) 956-5000,15138 MAIN ST,HESPERIA,CA,92345,SAN BERNARDINO,12,12,LICENSED,3/11/2022,,5252025
child_care_centers,367750029,"KIDS & CARE, INC.","KIDS & CARE, INC.",CLAUDIA V. GARCIA,(760) 956-5000,10522 MANHASSET ROAD,APPLE VALLEY,CA,92308,SAN BERNARDINO,12,8,LICENSED,6/21/2021,,5252025
child_care_centers,197494972,KIDTOPIA EARLY LEARNING CENTER,JACQUELINE BONSEIGNEUR-SMITH,JACQUELINE BONSEIGNEUR-SMI,(323) 903-5444,4313 CRENSHAW BLVD,LOS ANGELES,CA,90008,LOS ANGELES,58,6,LICENSED,3/21/2022,,5252025
child_care_centers,364820495,KIDZROCK CHILDREN'S LEARNING CENTER,"LOVE ROCK MINISTRIES INTERNATIONAL, INC","CASTRO, STEPHANIE",(909) 264-2000,2345 S WATERMAN AVENUE,SAN BERNARDINO,CA,92408,SAN BERNARDINO,9,10,LICENSED,8/7/2008,,5252025
child_care_centers,340320568,KINDER WORLD,"KINDER WORLD, INC.","DENNIS, SHELBY",(916) 422-5437,6565 BELLEAU WOOD LANE,SACRAMENTO,CA,95822,SACRAMENTO,3,13,LICENSED,6/18/1993,,5252025
child_care_centers,198014269,KINDERCARE LEARNING CENTER,"KINDERCARE LEARNING CENTERS, LLC",JAYLEEN OLMOS,(626) 332-4001,4514 LARK ELLEN DR.,COVINA,CA,91722,LOS ANGELES,33,12,LICENSED,3/5/2009,,5252025
child_care_centers,343621220,KING'S CHILDREN'S ACADEMY,KING'S CHILDREN'S ACADEMY,"KING, JOSETTE",(916) 993-6510,2635 EDISON AVENUE,SACRAMENTO,CA,95821,SACRAMENTO,3,6,LICENSED,9/27/2016,,5252025
child_care_centers,304371197,KING OF GLORY LUTHERAN CHURCH & PRESCHOOL,KING OF GLORY LUTHERAN CHURCH,"DANIELS, STEPHANIE",(714) 968-5865,10280 SLATER AVENUE,FOUNTAIN VALLEY,CA,92708,ORANGE,6,12,LICENSED,6/25/2018,,5252025
child_care_centers,196216378,"KNOLLS LEARNING STUDIO - INFANT CENTER, THE","MENDOZA, TRESSA",TRESSA MENDOZA,(818) 991-7752,28348 AGOURA ROAD,AGOURA HILLS,CA,91301,LOS ANGELES,17,8,LICENSED,10/6/2022,,5252025
child_care_centers,173010487,KONOCTI USD CHILD DEVELOPMENT CENTER-INFANT,KONOCTI UNIFIED SCHOOL DISTRICT,ANGEL COPPA,(707) 994-6475,4750 GOLF AVENUE,CLEARLAKE,CA,95422,LAKE,1,12,LICENSED,8/4/2023,,5252025
child_care_centers,554500962,KOUNTRY KIDS PRESCHOOL,DENISE ECROYD,"ECROYD, DENISE",(209) 533-1500,229 SOUTH SHEPHERD STREET,SONORA,CA,95370,TUOLUMNE,53,4,LICENSED,1/5/2024,,5252025
child_care_centers,45407584,KREATIVE BEGINNINGS,"BEST, KATHERINE & JONES, DAWN","BEST, KATHERINE",(530) 343-3044,2035 ESPLANADE,CHICO,CA,95926,BUTTE,13,12,LICENSED,10/30/2019,,5252025
child_care_centers,197493393,KREATIVE KIDS INFANT & TODDLER CENTER,"ALFORD, ALYCE","ALFORD, ALYCE",(323) 737-3449,4925 WEST ADAMS,LOS ANGELES,CA,90016,LOS ANGELES,58,7,LICENSED,4/25/2017,,5252025
child_care_centers,343624125,L'ACADEMY LANGUAGE IMMERSION PRESCHOOL,IMMERSION 10 LLC,YVETTE PIMENTEL,(916) 291-7082,1625 22ND STREET,SACRAMENTO,CA,95816,SACRAMENTO,3,12,LICENSED,5/4/2022,,5252025
child_care_centers,434416366,L'ACADEMY LANGUAGE IMMERSION PRESCHOOL SC,IMMERSION 5 LLC,SIQI LI,(408) 916-7536,351 SARATOGA AVENUE,SANTA CLARA,CA,95050,SANTA CLARA,7,12,LICENSED,9/16/2022,,5252025
child_care_centers,414005049,L'ACADEMY PRESCHOOL SAN MATEO,IMMERSION 5 LLC,LENY HERNANDEZ,(650) 315-2655,608 N. EL CAMINO REAL,SAN MATEO,CA,94401,SAN MATEO,5,8,LICENSED,10/2/2023,,5252025
child_care_centers,444416436,L'ACADEMY PRESCHOOL SANTA CRUZ,IMMERSION 5 LLC,LANIE CHOI,(415) 361-1879,3205 SALISBURY DRIVE,SANTA CRUZ,CA,95065,SANTA CRUZ,7,13,LICENSED,7/28/2020,,5252025
child_care_centers,384004510,L'ACADEMY PRESCHOOL SF NOB HILL,IMMERSION 5 LLC,"GARCIA, SARA",(415) 706-2559,1868 VAN NESS AVENUE UNIT 1,SAN FRANCISCO,CA,94109,SAN FRANCISCO,5,8,LICENSED,11/16/2021,,5252025
child_care_centers,444412162,LA CASITA INFANT TODDLER PROGRAM,ENCOMPASS COMMUNITY SERVICES,SANDRA NAMBO,(831) 226-3902,412 EAST LAKE AVENUE,WATSONVILLE,CA,95076,SANTA CRUZ,7,12,LICENSED,1/26/2011,,5252025
child_care_centers,197495287,LA CITY CARE,OMAR MCGEE,OMAR MCGEE,(310) 467-4175,6715 WESTERN AVENUE,LOS ANGELES,CA,90047,LOS ANGELES,30,6,LICENSED,10/26/2023,,5252025
child_care_centers,198020157,LA FIRST MONTESSORI SCHOOL,ESTHER CHOE,ESTHER CHOE,(213) 380-6236,213 S HOBART BLVD,LOS ANGELES,CA,90004,LOS ANGELES,33,12,LICENSED,8/30/2019,,5252025
child_care_centers,304370175,LA HABRA HERITAGE SCHOOL,"WIJEGUNARATNE, DEEPIKA","WIJEGUNARATNE, DEEPIKA",(562) 691-1967,323 NORTH EUCLID STREET,LA HABRA,CA,90631,ORANGE,6,12,LICENSED,6/24/2005,,5252025
child_care_centers,304371140,LA HABRA MONTESSORI PRESCHOOL,S.A.I. CALIFORNIA REALTY & INVESTMENTS,"WEERAKON, MANOJA",(562) 691-6450,230 S IDAHO ST,LA HABRA,CA,90631,ORANGE,6,8,LICENSED,2/24/2017,,5252025
child_care_centers,73407399,LA PETITE ACADEMY,"LA PETITE ACADEMY, INC.","HEARN, LORNA",(925) 779-0110,1350 EAST TREGALLAS RD,ANTIOCH,CA,94509,CONTRA COSTA,2,12,LICENSED,2/7/2013,,5252025
child_care_centers,364809116,LA PETITE ACADEMY,"LA PETITE ACADEMY, INC.",SAMANTHA BROWN,(760) 241-4748,14040 BEAR VALLEY ROAD,VICTORVILLE,CA,92392,SAN BERNARDINO,12,8,LICENSED,4/3/2001,,5252025
child_care_centers,376600674,LA PETITE ACADEMY-INFANT,"LA PETITE ACADEMY, INC.",SUSANNA RODRIGUEZ,(760) 941-5406,4179 AVENIDA DE LA PLATA,OCEANSIDE,CA,92056,SAN DIEGO,10,12,LICENSED,10/26/2000,,5252025
child_care_centers,198007062,"LA PETITE ACADEMY, INC.","LA PETITE ACADEMY, INC.",KAMAL GUPTA,(909) 860-4009,722 S. GRAND AVENUE,DIAMOND BAR,CA,91765,LOS ANGELES,33,10,LICENSED,11/27/2001,,5252025
child_care_centers,73408292,LAMORINDA MONTESSORI LLC,LAMORINDA MONTESSORI LLC,MICHELLE OLIVARES-MANNING,(925) 377-0407,1450 MORAGA RD.,MORAGA,CA,94556,CONTRA COSTA,2,12,LICENSED,7/29/2019,,5252025
child_care_centers,198019033,LBUSD BEACH HEAD START,LONG BEACH UNIFIED SCHOOL DISTRICT,KIMBERLY YOUNG & TINA EAST,(562) 989-4679,3701 E. WILLOW ST.,LONG BEACH,CA,90755,LOS ANGELES,54,8,LICENSED,9/7/2016,,5252025
child_care_centers,198400156,"LEARNING BOX CHILDCARE AND ENRICHMENT CENTER, THE",TELISCIA MARTIN,TELISCIA MARTIN,(310) 627-9593,4601 EAST COMPTON BLVD,RANCHO DOMINGUEZ,CA,90221,LOS ANGELES,54,8,LICENSED,8/27/2020,,5252025
child_care_centers,343624478,LEARNING JUNGLE MORSE,LEARNING JUNGLE MORSE (INF),CARRIE NGUYEN,(916) 971-1041,1940 MORSE AVENUE #2114,SACRAMENTO,CA,95825,SACRAMENTO,3,8,LICENSED,11/21/2022,,5252025
child_care_centers,376701044,LEARNING JUNGLE SCHOOL - SAN MARCOS CAMPUS,"LEARNING JUNGLE SCHOOLS (SAN DIEGO), INC.",VALERIE RODRIQUEZ,(760) 432-8050,1364 EAST MISSION ROAD,SAN MARCOS,CA,92069,SAN DIEGO,51,12,LICENSED,2/28/2014,,5252025
child_care_centers,343624048,LEARNING POINTE CHRISTIAN PRESCHOOL,ENCOUNTER CHURCH,"SILVA, VANESSA",(916) 419-1498,2406 DEL PASO RD,SACRAMENTO,CA,95834,SACRAMENTO,3,10,LICENSED,9/29/2021,,5252025
child_care_centers,15700590,LEVEL UP MONTESSORI - HAYWARD,LEVEL UP GLOBAL LLC,"GANESAN, SUNDARI",(510) 516-4443,31145 MISSION BOULEVARD,HAYWARD,CA,94544,ALAMEDA,52,12,LICENSED,12/2/2022,,5252025
child_care_centers,73408875,LIFEPOINT PRESCHOOL,CALVARY APOSTOLIC CHURCH OF CONCORD,"MULLENS, AMY",(925) 682-6728,3425 CONCORD BLVD,CONCORD,CA,94519,CONTRA COSTA,2,12,LICENSED,1/13/2020,,5252025
child_care_centers,103808953,LIGHTHOUSE FOR CHILDREN CHILD DEVELOPMENT CENTER,FRESNO COUNTY OF SUPERINTENDENT OF SCHOOLS,"DANIEL, BARBARA",(559) 443-4858,2405 TULARE ST,FRESNO,CA,93721,FRESNO,4,12,LICENSED,3/16/2016,,5252025
child_care_centers,153808664,LIL' EXPLORERS,"LIL' EXPLORERS, INC.",BESS. JENNIFER,(661) 665-1200,8800 HARRIS ROAD,BAKERSFIELD,CA,93311,KERN,57,12,LICENSED,4/11/2011,,5252025
child_care_centers,434400134,LILLIPUT INFANT-TODDLER CENTER,"HELER, VICKY","HELER, VICKY",(650) 856-7407,3789 PARK BLVD.,PALO ALTO,CA,94306,SANTA CLARA,52,9,LICENSED,8/2/1995,,5252025
child_care_centers,364844020,LILLY BUG'S CHILDREN'S CENTER,"ROMERO, ANNETTE",TERESA LANGDO,(760) 868-6344,4280 LINDERO STREET,PHELAN,CA,92371,SAN BERNARDINO,12,8,LICENSED,8/16/2016,,5252025
child_care_centers,434415528,LITTLE ACORN CHRISTIAN PRESCHOOL,FIRST PRESBYTERIAN CHURCH OF MOUNTAIN VIEW,DANA TANAKA,(650) 964-8445,1667 MIRAMONTE AVENUE,MOUNTAIN VIEW,CA,94040,SANTA CLARA,52,8,LICENSED,3/27/2019,,5252025
child_care_centers,283009437,LITTLE BACKPACKS PRESCHOOL-INFANT,"KEENER, KATIE","KEENER, KATIE",(707) 963-4705,995 ADAMS STREET,ST. HELENA,CA,94574,NAPA,1,12,LICENSED,6/29/2017,,5252025
child_care_centers,483010013,LITTLE BLESSINGS DAYCARE-INFANT,"BARRON BOTELLO, MARTHA","BARRON BOTELLO, MARTHA",(707) 720-9706,717 KENTUCKY STREET,FAIRFIELD,CA,94533,SOLANO,1,7,LICENSED,7/9/2021,,5252025
