facility_type,facility_number,facility_name,licensee,facility_administrator,facility_telephone_number,facility_address,facility_city,facility_state,facility_zip,county_name,regional_office,facility_capacity,facility_status,license_first_date,closed_date,file_date,address_normalized,full_address,fraud_score,fraud_flags,licensee_normalized,license_year,closed_year,months_operated
child_care_centers,304371516,ORANGE PRESBYTERIAN PRESCHOOL,FIRST PRESBYTERIAN CHURCH OF ORANGE,"FENTON, VIOLET",(714) 538-2341,191 NORTH ORANGE STREET,ORANGE,CA,92866,ORANGE,6,20,CLOSED,2021-10-08,2023-01-31,5252025,191 NORTH ORANGE STREET,"191 NORTH ORANGE STREET, ORANGE",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,FIRST PRESBYTERIAN CHURCH OF ORANGE,2021.0,2023.0,16.0
child_care_centers,304371563,OUR TRIBE OUR VILLAGE CHILDCARE CENTER,OUR TRIBE OUR VILLAGE CHILDCARE CENTER,"MARIN, QUASHANIKA",(562) 999-6783,6441 LINCOLN AVENUE,BUENA PARK,CA,90620,ORANGE,6,8,CLOSED,2023-04-14,2023-10-17,5252025,6441 LINCOLN AVENUE,"6441 LINCOLN AVENUE, BUENA PARK",2,DUPLICATE_ADDRESS; ,OUR TRIBE OUR VILLAGE CHILDCARE CENTER,2023.0,2023.0,6.2
child_care_centers,325407841,PDH CHILD CARE CENTER INF,PLUMAS HOSPITAL DISTRICT,JO DEE READ,(530) 927-7642,204 FAIRGROUNDS RD.,QUINCY,CA,95971,PLUMAS,13,8,CLOSED,2021-02-16,2021-07-30,5252025,204 FAIRGROUNDS RD,"204 FAIRGROUNDS RD, QUINCY",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,PLUMAS HOSPITAL DISTRICT,2021.0,2021.0,5.5
child_care_centers,394500892,PRECIOUS MEMORIES CHILDCARE,PRECIOUS MEMORIES CHILDCARE LLC,"CASTANEDA, ABRICA",(209) 951-5437,6311 PACIFIC AVE,STOCKTON,CA,95207,SAN JOAQUIN,53,20,CLOSED,2023-08-11,2025-03-31,5252025,6311 PACIFIC AVE,"6311 PACIFIC AVE, STOCKTON",2,DUPLICATE_ADDRESS; ,PRECIOUS MEMORIES CHILDCARE LLC,2023.0,2025.0,19.9
child_care_centers,197494468,RAINBOW CHILDREN'S ACADEMY CORP,RAINBOW CHILDREN'S ACADEMY CORP,COLEMAN KELLY,(310) 672-2400,1213 CENTINELA AVE,INGLEWOOD,CA,90302,LOS ANGELES,30,32,CLOSED,2021-08-04,2023-02-02,5252025,1213 CENTINELA AVE,"1213 CENTINELA AVE, INGLEWOOD",1,COVID_ERA_LICENSE; ,RAINBOW CHILDREN'S ACADEMY CORP,2021.0,2023.0,18.2
child_care_centers,336300514,RCOE-BETTY GIBBEL CHILD DEVELOPMENT CENTER,RIVERSIDE COUNTY SUPERINTENDENT OF SCHOOLS,"RAMIREZ, ITZCHELL",(760) 660-0228,1251 EAGLE DRIVE,SAN JACINTO,CA,92583,RIVERSIDE,10,20,CLOSED,2022-09-19,2023-08-25,5252025,1251 EAGLE DRIVE,"1251 EAGLE DRIVE, SAN JACINTO",2,HIGH_VOLUME_LICENSEE; COVID_ERA_LICENSE; ,RIVERSIDE COUNTY SUPERINTENDENT OF SCHOOLS,2022.0,2023.0,11.3
child_care_centers,475407949,SISKIYOU CREDIT UNION CHILDCARE CENTER,SISKIYOU CREDIT UNION CHILDCARE CENTER,EMILY STONE,(530) 643-6282,845 FOURTH ST,YREKA,CA,96097,SISKIYOU,13,5,CLOSED,2022-06-10,2023-04-18,5252025,845 FOURTH ST,"845 FOURTH ST, YREKA",1,COVID_ERA_LICENSE; ,SISKIYOU CREDIT UNION CHILDCARE CENTER,2022.0,2023.0,10.4
child_care_centers,93624711,SMART START PRESCHOOL CAMERON PARK INF.,SMART START PRESCHOOL CAMERON PARK INF.,"TODD, JACKLYN",(916) 303-0851,2558 GREENWOOD LANE SUITE A,CAMERON PARK,CA,95682,EL DORADO,3,10,CLOSED,2023-04-26,2025-04-08,5252025,2558 GREENWOOD LANE SUITE A,"2558 GREENWOOD LANE SUITE A, CAMERON PARK",2,DUPLICATE_ADDRESS; ,SMART START PRESCHOOL CAMERON PARK INF.,2023.0,2025.0,23.8
child_care_centers,376701493,SOUL INFANT & TODDLER CENTER,SAN DIEGO COUNTY SUPERINTENDENT OF SCHOOLS,RUTH ALCANTARA,(858) 290-5935,6785 IMPERIAL AVENUE,SAN DIEGO,CA,92114,SAN DIEGO,20,29,CLOSED,2021-09-16,2023-07-17,5252025,6785 IMPERIAL AVENUE,"6785 IMPERIAL AVENUE, SAN DIEGO",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,SAN DIEGO COUNTY SUPERINTENDENT OF SCHOOLS,2021.0,2023.0,22.3
child_care_centers,566216553,SUNNY SIDE CHRISTIAN PRESCHOOL & DAYCARE,SUNNY SIDE CHRISTIAN PRESCHOOL & DAYCARE W/CHAPEL,MARISA GRUBER,(805) 856-8021,1212 MARICOPA HWY,OJAI,CA,93023,VENTURA,17,40,CLOSED,2023-06-14,2024-10-30,5252025,1212 MARICOPA HWY,"1212 MARICOPA HWY, OJAI",2,DUPLICATE_ADDRESS; ,SUNNY SIDE CHRISTIAN PRESCHOOL & DAYCARE W/CHAPEL,2023.0,2024.0,16.8
child_care_centers,343623797,SUPERIOR CHILDREN'S CENTER,BRIGHT HORIZONS CHILDREN CENTER LLC,KAMINA STAPLES,(816) 213-8016,4301 E. COMMERCE WAY,SACRAMENTO,CA,95834,SACRAMENTO,3,48,CLOSED,2021-05-17,2022-12-22,5252025,4301 E COMMERCE WAY,"4301 E COMMERCE WAY, SACRAMENTO",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,BRIGHT HORIZONS CHILDREN CENTER LLC,2021.0,2022.0,19.5
child_care_centers,376105079,THOMSEN LEARNING CENTER,"THOMSEN, PAMELA",NICOLLE DANIELS,(760) 440-0014,217 EARLHAM STREET,RAMONA,CA,92065,SAN DIEGO,51,12,CLOSED,2022-07-16,2024-06-17,5252025,217 EARLHAM STREET,"217 EARLHAM STREET, RAMONA",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"THOMSEN, PAMELA",2022.0,2024.0,23.4
child_care_centers,434417038,TINKER LEARNING CENTER,TINKER LEARNING ACADEMY LLC,ZARNA JOSHI,(408) 779-7678,17535 DEL MONTE AVENUE,MORGAN HILL,CA,95037,SANTA CLARA,7,24,CLOSED,2022-09-15,2024-06-04,5252025,17535 DEL MONTE AVENUE,"17535 DEL MONTE AVENUE, MORGAN HILL",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,TINKER LEARNING ACADEMY LLC,2022.0,2024.0,20.9
child_care_centers,197494823,VALLEY NURSERY SCHOOL,KEVIN CHONG YI,KEVIN CHONG YI,(818) 782-8630,6948 WOODMAN AVENUE,VALLEY GLEN,CA,91405,LOS ANGELES,58,11,CLOSED,2021-11-19,2023-08-24,5252025,6948 WOODMAN AVENUE,"6948 WOODMAN AVENUE, VALLEY GLEN",4,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; COVID_ERA_LICENSE; ,KEVIN CHONG YI,2021.0,2023.0,21.4
child_care_centers,343624002,VILLAGE EARLY LEARNING CENTER,TWIN RIVERS UNIFIED SCHOOL DISTRICT,TOMIKA RAINEAR,(916) 566-3485,6845 LARCHMONT DRIVE,NORTH HIGHLANDS,CA,95660,SACRAMENTO,3,8,CLOSED,2021-11-30,2023-11-08,5252025,6845 LARCHMONT DRIVE,"6845 LARCHMONT DRIVE, NORTH HIGHLANDS",4,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; COVID_ERA_LICENSE; ,TWIN RIVERS UNIFIED SCHOOL DISTRICT,2021.0,2023.0,23.6
child_care_centers,376300100,VISTA MONTESSORI COUNTRY PRESCHOOL,WAKE PROPERTIES INC,MANDY LEE,(760) 945-9222,777 TAYLOR STREET,VISTA,CA,92084,SAN DIEGO,10,8,CLOSED,2020-03-09,2021-07-28,5252025,777 TAYLOR STREET,"777 TAYLOR STREET, VISTA",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,WAKE PROPERTIES INC,2020.0,2021.0,16.9
child_care_centers,304371493,YMCA OF GREATER WHITTIER-RANCHO PRESCHOOL,YMCA OF GREATER WHITTIER-RANCHO PRESCHOOL,"RIVERS, JAMILA",(562) 551-9082,14540 SAN CRISTOBA DRIVE,LA MIRADA,CA,90638,ORANGE,6,12,CLOSED,2021-04-27,2023-01-31,5252025,14540 SAN CRISTOBA DRIVE,"14540 SAN CRISTOBA DRIVE, LA MIRADA",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,YMCA OF GREATER WHITTIER-RANCHO PRESCHOOL,2021.0,2023.0,21.5
child_care_centers,73408929,YMCA OF THE EAST BAY-EM DOWNER CENTER,YMCA OF THE EAST EM DOWNER CENTER,"QUINN, REGINA RENAE",(510) 412-5647,263 SOUTH 20TH STREET,RICHMOND,CA,94804,CONTRA COSTA,2,36,CLOSED,2022-08-25,2024-07-31,5252025,263 SOUTH 20TH STREET,"263 SOUTH 20TH STREET, RICHMOND",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,YMCA OF THE EAST EM DOWNER CENTER,2022.0,2024.0,23.5
child_care_centers,15700558,YMCA OF THE EAST BAY-JOHN MUIR,YOUNG MEN'S CHRISTIAN ASSOCIATION OF THE EAST BAY,"AMEZCUA, DAISY",(510) 848-9092,24823 SOTO ROAD,HAYWARD,CA,94544,ALAMEDA,52,32,CLOSED,2022-01-04,2022-11-21,5252025,24823 SOTO ROAD,"24823 SOTO ROAD, HAYWARD",4,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; COVID_ERA_LICENSE; ,YOUNG MEN'S CHRISTIAN ASSOCIATION OF THE EAST BAY,2022.0,2022.0,10.7
child_care_centers,73408942,YMCA OF THE EAST BAY - FAIRGROUNDS ELC,YOUNG MEN'S CHRISTIAN ASSOCIATION OF THE EAST BAY,RAMONA CARRILLO,(925) 450-6952,1203 WEST 10TH STREET,ANTIOCH,CA,94509,CONTRA COSTA,2,21,CLOSED,2022-10-14,2024-08-09,5252025,1203 WEST 10TH STREET,"1203 WEST 10TH STREET, ANTIOCH",4,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; COVID_ERA_LICENSE; ,YOUNG MEN'S CHRISTIAN ASSOCIATION OF THE EAST BAY,2022.0,2024.0,22.2
child_care_centers,493010194,YWCA STARS INFANT-GUERNEWOOD,YWCA OF SONOMA COUNTY,MICHELLE SWEENWY,(707) 604-7652,17130 HWY. 116,GUERNEVILLE,CA,95446,SONOMA,1,10,CLOSED,2022-07-01,2023-05-12,5252025,17130 HWY 116,"17130 HWY 116, GUERNEVILLE",4,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; COVID_ERA_LICENSE; ,YWCA OF SONOMA COUNTY,2022.0,2023.0,10.5
child_care_centers,493010383,YWCA STARS INFANT CENTER,YWCA OF SONOMA COUNTY,MICHELLE SWEENEY,(707) 865-0223,20700 FOOTHILL DRIVE,MONTE RIO,CA,95462,SONOMA,1,8,CLOSED,2023-05-12,2024-06-13,5252025,20700 FOOTHILL DRIVE,"20700 FOOTHILL DRIVE, MONTE RIO",3,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; ,YWCA OF SONOMA COUNTY,2023.0,2024.0,13.3
child_care_centers,434417121,ALLSTARS STEM ACADEMY OF EVERGREEN,ALLSTARS UNITED EDUCATION FOUNDATION,MADAN BELLAM,(408) 406-3728,2650 ABORN ROAD,SAN JOSE,CA,95121,SANTA CLARA,7,30,CLOSED,2023-09-12,2024-01-01,5252025,2650 ABORN ROAD,"2650 ABORN ROAD, SAN JOSE",2,DUPLICATE_ADDRESS; ,ALLSTARS UNITED EDUCATION FOUNDATION,2023.0,2024.0,3.7
child_care_centers,15700507,APOLLO AFTER SCHOOL@GOLDEN OAK MONTESSORI-HAYWARD,APOLLO AFTER SCHOOL@GOLDEN OAK MONTESSORI-HAYWARD,EMAL NUMAN,(510) 571-7065,2652 VERGIL COURT,CASTRO VALLEY,CA,94546,ALAMEDA,52,60,CLOSED,2020-01-22,2021-06-30,5252025,2652 VERGIL COURT,"2652 VERGIL COURT, CASTRO VALLEY",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,APOLLO AFTER SCHOOL@GOLDEN OAK MONTESSORI-HAYWARD,2020.0,2021.0,17.5
child_care_centers,394500460,ASPIRE BEN HOLT MIDDLE SCHOOL,YMCA OF SAN JOAQUIN COUNTY,AUTUMN WRIGHT,(209) 955-1477,3201 EAST MORADA LANE,STOCKTON,CA,95212,SAN JOAQUIN,53,90,CLOSED,2021-12-08,2022-12-15,5252025,3201 EAST MORADA LANE,"3201 EAST MORADA LANE, STOCKTON",1,COVID_ERA_LICENSE; ,YMCA OF SAN JOAQUIN COUNTY,2021.0,2022.0,12.4
child_care_centers,376300171,BEFORE AFTER SCHOOL ENRICHMENT,BEFORE AFTER SCHOOL ENRICHMENT,TAWNI RACELES,(760) 859-6005,3701 KELTON DR.,OCEANSIDE,CA,92056,SAN DIEGO,10,75,CLOSED,2020-10-06,2022-08-22,5252025,3701 KELTON DR,"3701 KELTON DR, OCEANSIDE",1,COVID_ERA_LICENSE; ,BEFORE AFTER SCHOOL ENRICHMENT,2020.0,2022.0,22.8
child_care_centers,198400217,"BESA SCHOOL, THE","BESA SCHOOL, THE",BRIDGETTE ROBINSON,(562) 474-1848,15014 STUDEBAKER RD,NORWALK,CA,90650,LOS ANGELES,54,45,CLOSED,2020-09-01,2022-07-29,5252025,15014 STUDEBAKER RD,"15014 STUDEBAKER RD, NORWALK",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"BESA SCHOOL, THE",2020.0,2022.0,23.2
child_care_centers,153810125,BRIGHT FUTURES PRESCHOOL,BRIGHT FUTURES PRESCHOOL LLC,"OKAMOTO, JESSICA",(661) 631-5555,608 KENTUCKY,BAKERSFIELD,CA,93305,KERN,57,11,CLOSED,2020-09-17,2022-08-31,5252025,608 KENTUCKY,"608 KENTUCKY, BAKERSFIELD",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,BRIGHT FUTURES PRESCHOOL LLC,2020.0,2022.0,23.8
child_care_centers,376701513,CAMP ASPEN LEAF,CAALP INC.,AMANDA MASIELLO,(619) 405-1694,"1730 MONROE AVENUE, SUITE C",SAN DIEGO,CA,92116,SAN DIEGO,20,20,CLOSED,2022-02-28,2023-08-25,5252025,1730 MONROE AVENUE SUITE C,"1730 MONROE AVENUE SUITE C, SAN DIEGO",1,COVID_ERA_LICENSE; ,CAALP INC.,2022.0,2023.0,18.1
child_care_centers,364846218,CARING HEARTS CHILD DEVELOPMENT CENTER LLC,CARING HEARTS CHILD DEVELOPMENT CENTER LLC,"MCHINNTS, SOPHIA",(909) 571-5499,1558 W BASELINE ST,SAN BERNARDINO,CA,92411,SAN BERNARDINO,9,13,CLOSED,2022-07-19,2023-11-09,5252025,1558 W BASELINE ST,"1558 W BASELINE ST, SAN BERNARDINO",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,CARING HEARTS CHILD DEVELOPMENT CENTER LLC,2022.0,2023.0,15.9
child_care_centers,45407900,CHICO CHILD DEVELOPMENT CENTER- SCHOOL AGE,"CAPERELLO, SHELLY","CAPERELLO, SHELLY",(530) 894-1778,850 PALMETTO AVE,CHICO,CA,95926,BUTTE,13,6,CLOSED,2021-06-10,2022-06-08,5252025,850 PALMETTO AVE,"850 PALMETTO AVE, CHICO",1,COVID_ERA_LICENSE; ,"CAPERELLO, SHELLY",2021.0,2022.0,12.1
child_care_centers,376300878,CHILDREN'S CHOICE ACADEMY - VISTA,"CHILDREN'S CHOICE ACADEMY, INC",JENNI GRAWVUNDER,(619) 249-4328,739 OLICE AVE,VISTA,CA,92083,SAN DIEGO,10,14,CLOSED,2023-10-26,2024-02-09,5252025,739 OLICE AVE,"739 OLICE AVE, VISTA",1,HIGH_VOLUME_LICENSEE; ,"CHILDREN'S CHOICE ACADEMY, INC",2023.0,2024.0,3.5
child_care_centers,73408957,"CREEK, A MIDDLE SCHOOL YOUTH CENTER, THE","CREEK, A MIDDLE SCHOOL YOUTH CENTER, THE",ALMA REYES,(925) 934-3324,2730 MITCHELL DRIVE,WALNUT CREEK,CA,94598,CONTRA COSTA,2,48,CLOSED,2023-06-16,2024-06-01,5252025,2730 MITCHELL DRIVE,"2730 MITCHELL DRIVE, WALNUT CREEK",0,,"CREEK, A MIDDLE SCHOOL YOUTH CENTER, THE",2023.0,2024.0,11.7
child_care_centers,334845795,DESERT HOT SPRINGS RECREATION,BORREGO COMMUNITY HEALTH FOUNDATION,SAMANTHA PRIOR,(760) 676-5905,11750 CHOLLA DRIVE,DESERT HOT SPRINGS,CA,92240,RIVERSIDE,9,165,CLOSED,2020-05-04,2021-04-08,5252025,11750 CHOLLA DRIVE,"11750 CHOLLA DRIVE, DESERT HOT SPRINGS",1,COVID_ERA_LICENSE; ,BORREGO COMMUNITY HEALTH FOUNDATION,2020.0,2021.0,11.3
child_care_centers,376105114,"EXPLORER'S CENTER, THE",NOVI'S CENTER LLC,KAILYNN PERALTA,(858) 444-7089,10850 MONTONGO STREET,SAN DIEGO,CA,92126,SAN DIEGO,51,48,CLOSED,2022-12-13,2023-06-08,5252025,10850 MONTONGO STREET,"10850 MONTONGO STREET, SAN DIEGO",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,NOVI'S CENTER LLC,2022.0,2023.0,5.9
child_care_centers,197494761,GOOD SPORTS PLUS LTD (DBA) ARC - GOOD SHEPHERD,GOOD SPORTS PLUS LTD,NAJAE WILLIAMS,(310) 641-4400,148 S LINDEN DRIVE,BEVERLY HILLS,CA,90212,LOS ANGELES,58,18,CLOSED,2022-01-31,2022-06-18,5252025,148 S LINDEN DRIVE,"148 S LINDEN DRIVE, BEVERLY HILLS",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,GOOD SPORTS PLUS LTD,2022.0,2022.0,4.6
child_care_centers,197494929,GOOD SPORTS PLUS LTD (DBA) ARC - ST. TIMOTHY'S,GOOD SPORTS PLUS LTD,JAMELIA SILVER,(310) 671-4400,10497 WEST PICO BLVD,LOS ANGELES,CA,90064,LOS ANGELES,30,39,CLOSED,2022-02-01,2022-06-18,5252025,10497 WEST PICO BLVD,"10497 WEST PICO BLVD, LOS ANGELES",1,COVID_ERA_LICENSE; ,GOOD SPORTS PLUS LTD,2022.0,2022.0,4.6
child_care_centers,313623657,GRANITE BAY MONTESSORI,"CHILD DEVELOPMENT SERVICES, INC.",EMILY COMPTON,(916) 791-7849,9330 SIERRA COLLEGE BLVD.,ROSEVILLE,CA,95661,PLACER,3,80,CLOSED,2020-09-17,2021-07-23,5252025,9330 SIERRA COLLEGE BLVD,"9330 SIERRA COLLEGE BLVD, ROSEVILLE",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"CHILD DEVELOPMENT SERVICES, INC.",2020.0,2021.0,10.3
child_care_centers,334846106,HAPPY WORLD PRESCHOOL,MANZAR FAROOQUI,"TAPIA, ARACELI",(562) 219-1045,2641 GREEN RIVER RD STE 101,CORONA,CA,92882,RIVERSIDE,9,12,CLOSED,2022-01-05,2023-03-27,5252025,2641 GREEN RIVER RD STE 101,"2641 GREEN RIVER RD STE 101, CORONA",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,MANZAR FAROOQUI,2022.0,2023.0,14.9
child_care_centers,45408272,HAVENSCOURT HIGHER LEARNING CHILDCARE CENTER,OROVILLE SOUTHSIDE COMMUNITY IMPROVEMENT ASSOCIATI,"HILLS, KEESHA",(530) 693-4305,2959 LOWER WYANDOTTE RD,OROVILLE,CA,95966,BUTTE,13,15,CLOSED,2023-06-15,2024-12-17,5252025,2959 LOWER WYANDOTTE RD,"2959 LOWER WYANDOTTE RD, OROVILLE",2,DUPLICATE_ADDRESS; ,OROVILLE SOUTHSIDE COMMUNITY IMPROVEMENT ASSOCIATI,2023.0,2024.0,18.4
child_care_centers,376701479,HILLTOP ACADEMY,"HILLTOP PENTECOSTAL TABERNACLE OF CHULA VISTA, CA",PERLA ZAZUETA,(619) 422-4193,346 L STREET,CHULA VISTA,CA,91911,SAN DIEGO,20,19,CLOSED,2021-03-04,2023-02-10,5252025,346 L STREET,"346 L STREET, CHULA VISTA",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"HILLTOP PENTECOSTAL TABERNACLE OF CHULA VISTA, CA",2021.0,2023.0,23.6
child_care_centers,103810184,H.O.M.E. L.L.C.,H.O.M.E. L.L.C.,ASHLEY MATOTT,(559) 301-2193,1537 FULTON ST,FRESNO,CA,93721,FRESNO,4,60,CLOSED,2022-05-13,2023-04-07,5252025,1537 FULTON ST,"1537 FULTON ST, FRESNO",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,H.O.M.E. L.L.C.,2022.0,2023.0,11.0
child_care_centers,93624585,JOHN ADAMS ACADEMY,KCE CHAMPIONS LLC,"ERICKSON, CHRISTA",(916) 260-3251,1104 INVESTMENT BLVD,EL DORADO HILLS,CA,95762,EL DORADO,3,120,CLOSED,2023-02-03,2024-07-31,5252025,1104 INVESTMENT BLVD,"1104 INVESTMENT BLVD, EL DORADO HILLS",1,HIGH_VOLUME_LICENSEE; ,KCE CHAMPIONS LLC,2023.0,2024.0,18.1
child_care_centers,334846029,JUST 4 KIDS PRESCHOOL-CORONA,"J4K PRESCHOOL-CORONA, INC","GARCIA,VERONICA",(951) 479-3888,1585 E ONTARIO AVE,CORONA,CA,92881,RIVERSIDE,9,27,CLOSED,2021-06-24,2022-08-01,5252025,1585 E ONTARIO AVE,"1585 E ONTARIO AVE, CORONA",1,COVID_ERA_LICENSE; ,"J4K PRESCHOOL-CORONA, INC",2021.0,2022.0,13.4
child_care_centers,414005018,KCE CHAMPIONS LLC @ ABBOTT MIDDLE SCHOOL,KCE CHAMPIONS LLC,"LAZARO, LUKE",(650) 645-0733,600 36TH AVENUE,SAN MATEO,CA,94403,SAN MATEO,5,60,CLOSED,2023-08-15,2025-05-05,5252025,600 36TH AVENUE,"600 36TH AVENUE, SAN MATEO",1,HIGH_VOLUME_LICENSEE; ,KCE CHAMPIONS LLC,2023.0,2025.0,21.0
child_care_centers,344500217,KCE CHAMPIONS LLC @ ARCHOE SCHOOL,KCE CHAMPION LLC,"RIVERA, VALESKA",(209) 810-6511,11755 IVIE ROAD,HERALD,CA,95638,SACRAMENTO,53,200,CLOSED,2020-06-25,2021-08-27,5252025,11755 IVIE ROAD,"11755 IVIE ROAD, HERALD",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,KCE CHAMPION LLC,2020.0,2021.0,14.3
child_care_centers,414005017,KCE CHAMPIONS LLC @ BAYSIDE ACADEMY,KCE CHAMPIONS LLC,"SAMBATH, ELIZABETH",(650) 645-0776,2025 KEHOE AVENUE,SAN MATEO,CA,94403,SAN MATEO,5,60,CLOSED,2023-08-15,2024-05-01,5252025,2025 KEHOE AVENUE,"2025 KEHOE AVENUE, SAN MATEO",1,HIGH_VOLUME_LICENSEE; ,KCE CHAMPIONS LLC,2023.0,2024.0,8.7
child_care_centers,313625081,KCE CHAMPIONS LLC @ SKYRIDGE ELEMENTARY,KCE CHAMPIONS LLC @ SKYRIDGE ELEMENTARY,"TOROK, BRITTANY",(916) 479-4977,800 PERKINS WAY,AUBURN,CA,95603,PLACER,3,75,CLOSED,2023-08-09,2024-12-12,5252025,800 PERKINS WAY,"800 PERKINS WAY, AUBURN",0,,KCE CHAMPIONS LLC @ SKYRIDGE ELEMENTARY,2023.0,2024.0,16.4
child_care_centers,364845935,KIDDIE ACADEMY,FRANK & LIN EDUCATIONAL,PAMELA FOX,(909) 529-6661,15861 POMONA RINCON RD,CHINO HILLS,CA,91709,SAN BERNARDINO,9,24,CLOSED,2020-12-09,2021-03-23,5252025,15861 POMONA RINCON RD,"15861 POMONA RINCON RD, CHINO HILLS",1,COVID_ERA_LICENSE; ,FRANK & LIN EDUCATIONAL,2020.0,2021.0,3.5
child_care_centers,198020514,KIDDIE ACADEMY OF PASADENA-SCHOOL AGE,KA OF PASADENA,LYNNE FISHER,(626) 606-2800,169 N. HALSTEAD ST,PASADENA,CA,91107,LOS ANGELES,33,24,CLOSED,2020-03-13,2021-08-12,5252025,169 N HALSTEAD ST,"169 N HALSTEAD ST, PASADENA",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,KA OF PASADENA,2020.0,2021.0,17.2
child_care_centers,343623632,KIDS INC PRESCHOOL & DISCOVERY CENTER,"VACCARO, KELLI","LEONARD, KIM",(916) 743-0857,1740 PRAIRIE CITY ROAD,FOLSOM,CA,95630,SACRAMENTO,3,34,CLOSED,2020-08-06,2022-03-23,5252025,1740 PRAIRIE CITY ROAD,"1740 PRAIRIE CITY ROAD, FOLSOM",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"VACCARO, KELLI",2020.0,2022.0,19.8
child_care_centers,93623662,LAKE TAHOE PRESCHOOL,LAKE TAHOE PRESCHOOL,"TOUTOLMIN, STEFANIE",(530) 416-2324,2111 SOUTH AVENUE,SOUTH LAKE TAHOE,CA,96150,EL DORADO,3,40,CLOSED,2020-09-14,2021-05-12,5252025,2111 SOUTH AVENUE,"2111 SOUTH AVENUE, SOUTH LAKE TAHOE",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,LAKE TAHOE PRESCHOOL,2020.0,2021.0,8.0
child_care_centers,493009969,LATTICE EDUCATIONAL SERVICES,LATTICE EDUCATIONAL SERVICES,"ALCOTT, NANCY",(707) 571-1234,3267 AIRWAY DRIVE,SANTA ROSA,CA,95403,SONOMA,1,30,CLOSED,2020-08-20,2022-08-05,5252025,3267 AIRWAY DRIVE,"3267 AIRWAY DRIVE, SANTA ROSA",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,LATTICE EDUCATIONAL SERVICES,2020.0,2022.0,23.8
child_care_centers,15700595,"LEARN AND PLAY MONTESSORI CENTERVILLE, INC.","LEARN AND PLAY MONTESSORI CENTERVILLE, INC.","GOVEA, MAVI",(510) 870-4678,2550 PERALTA BOULEVARD,FREMONT,CA,94536,ALAMEDA,52,34,CLOSED,2023-01-24,2025-01-02,5252025,2550 PERALTA BOULEVARD,"2550 PERALTA BOULEVARD, FREMONT",2,DUPLICATE_ADDRESS; ,"LEARN AND PLAY MONTESSORI CENTERVILLE, INC.",2023.0,2025.0,23.6
child_care_centers,15700600,"LEARN AND PLAY MONTESSORI IRVINGTON, INC.","LEARN AND PLAY MONTESSORI IRVINGTON, INC.","REYES, SHIRLEY",(510) 573-0071,40803 FREMONT BOULEVARD,FREMONT,CA,94538,ALAMEDA,52,33,CLOSED,2023-03-23,2025-01-02,5252025,40803 FREMONT BOULEVARD,"40803 FREMONT BOULEVARD, FREMONT",0,,"LEARN AND PLAY MONTESSORI IRVINGTON, INC.",2023.0,2025.0,21.7
child_care_centers,434417143,"LEARN AND PLAY MONTESSORI SUNNYVALE, INC.","LEARN & PLAY MONTESSORI SV, INC DBC L & P M SCHOOL",SVETLANA TSUKAR,(408) 735-8333,1055 SUNNYVALE-SARATOGA ROAD,SUNNYVALE,CA,94087,SANTA CLARA,7,15,CLOSED,2023-12-28,2025-01-02,5252025,1055 SUNNYVALE-SARATOGA ROAD,"1055 SUNNYVALE-SARATOGA ROAD, SUNNYVALE",2,DUPLICATE_ADDRESS; ,"LEARN & PLAY MONTESSORI SV, INC DBC L & P M SCHOOL",2023.0,2025.0,12.4
