facility_type,facility_number,facility_name,licensee,facility_administrator,facility_telephone_number,facility_address,facility_city,facility_state,facility_zip,county_name,regional_office,facility_capacity,facility_status,license_first_date,closed_date,file_date,address_normalized,full_address,fraud_score,fraud_flags,licensee_normalized
child_care_centers,163808336,KCAO LEE RICHMOND PRESCHOOL,KINGS COMMUNITY ACTION ORGANIZATION,"WASHINGTON, LACRETIA",(559) 585-3760,939 KATIE HAMMOND LANE,HANFORD,CA,93230,KINGS,57,22,LICENSED,12/30/2006,,5252025,939 KATIE HAMMOND LANE,"939 KATIE HAMMOND LANE, HANFORD",1,HIGH_VOLUME_LICENSEE; ,KINGS COMMUNITY ACTION ORGANIZATION
child_care_centers,376701388,KCE CHAMPIONS LLC AT MASON - PRESCHOOL,KCE CHAMPIONS LLC,VERONICA RIVERA,(951) 640-4184,10340 SAN RAMON DRIVE,SAN DIEGO,CA,92126,SAN DIEGO,51,24,LICENSED,8/10/2018,,5252025,10340 SAN RAMON DRIVE,"10340 SAN RAMON DRIVE, SAN DIEGO",3,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; ,KCE CHAMPIONS LLC
child_care_centers,376701264,KCE CHAMPIONS LLC AT SEQUOIA ELEMENTARY PRESCHOOL,KCE CHAMPIONS LLC,STEPHANIE JIMENEZ,(619) 972-1425,4690 LIMERICK AVENUE,SAN DIEGO,CA,92117,SAN DIEGO,51,24,LICENSED,8/26/2016,,5252025,4690 LIMERICK AVENUE,"4690 LIMERICK AVENUE, SAN DIEGO",1,HIGH_VOLUME_LICENSEE; ,KCE CHAMPIONS LLC
child_care_centers,376701549,KCE CHAMPIONS LLC @ CROWN PRESCHOOL,KCE CHAMPIONS LLC,CATHY EDWARDS,(619) 375-7203,199 6TH STREET,CORONADO,CA,92118,SAN DIEGO,20,24,LICENSED,8/14/2023,,5252025,199 6TH STREET,"199 6TH STREET, CORONADO",3,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; ,KCE CHAMPIONS LLC
child_care_centers,343622956,KCE CHAMPIONS LLC @ EDNA BATEY,KCE CHAMPIONS LLC,KIM BRASSY,(916) 479-4977,9421 STONEBROOK DRIVE,ELK GROVE,CA,95624,SACRAMENTO,53,21,LICENSED,3/28/2019,,5252025,9421 STONEBROOK DRIVE,"9421 STONEBROOK DRIVE, ELK GROVE",3,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; ,KCE CHAMPIONS LLC
child_care_centers,367750003,KCE CHAMPIONS LLC @ ENDEAVOR,KCE CHAMPIONS LLC,"MURRAY, KEITH",(442) 285-9660,12403 RIDGECREST,VICTORVILLE,CA,92395,SAN BERNARDINO,12,30,LICENSED,8/14/2018,,5252025,12403 RIDGECREST,"12403 RIDGECREST, VICTORVILLE",1,HIGH_VOLUME_LICENSEE; ,KCE CHAMPIONS LLC
child_care_centers,434416986,KCE CHAMPIONS LLC @ LAKESIDE ELEMENTARY,KCE CHAMPIONS LLC,GRETCHEN JACOBSON,(408) 348-1610,19621 BLACK ROAD,LOS GATOS,CA,95033,SANTA CLARA,7,18,LICENSED,8/10/2021,,5252025,19621 BLACK ROAD,"19621 BLACK ROAD, LOS GATOS",3,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; ,KCE CHAMPIONS LLC
child_care_centers,434415370,KCE CHAMPIONS LLC @ LEDESMA ELEMENTARY - PS,KCE CHAMPIONS LLC,ILSE RICHTER,(408) 807-7157,1001 SCHOOLHOUSE ROAD,SAN JOSE,CA,95138,SANTA CLARA,7,24,LICENSED,3/16/2018,,5252025,1001 SCHOOLHOUSE ROAD,"1001 SCHOOLHOUSE ROAD, SAN JOSE",3,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; ,KCE CHAMPIONS LLC
child_care_centers,414004844,KCE CHAMPIONS LLC @ SACRED HEART SCHOOLS,KCE CHAMPIONS LLC,"SALAH, AMANY",(650) 223-1804,50 EMILIE AVENUE,ATHERTON,CA,94027,SAN MATEO,5,60,LICENSED,11/2/2021,,5252025,50 EMILIE AVENUE,"50 EMILIE AVENUE, ATHERTON",3,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; ,KCE CHAMPIONS LLC
child_care_centers,406215479,KCE CHAMPIONS LLC @ SAN GABRIEL PS,KCE CHAMPIONS LLC,TAMARA PAYNE-ALEX,(805) 952-5083,8500 SAN GABRIEL ROAD,ATASCADERO,CA,93422,SAN LUIS OBISPO,17,23,LICENSED,12/19/2017,,5252025,8500 SAN GABRIEL ROAD,"8500 SAN GABRIEL ROAD, ATASCADERO",3,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; ,KCE CHAMPIONS LLC
child_care_centers,406210355,KCE CHAMPIONS LLC @ SANTA MARGARITA PS,KCE CHAMPIONS LLC,D. K. VACA,(805) 703-3778,22070 H STREET,SANTA MARGARITA,CA,93453,SAN LUIS OBISPO,17,24,LICENSED,3/22/2005,,5252025,22070 H STREET,"22070 H STREET, SANTA MARGARITA",3,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; ,KCE CHAMPIONS LLC
child_care_centers,406215258,KCE CHAMPIONS LLC @ SANTA ROSA PS,KCE CHAMPIONS LLC,TAMARA PAYNE-ALEX,(805) 712-9485,8655 SANTA ROSA ROAD,ATASCADERO,CA,93423,SAN LUIS OBISPO,17,23,LICENSED,8/15/2016,,5252025,8655 SANTA ROSA ROAD,"8655 SANTA ROSA ROAD, ATASCADERO",1,HIGH_VOLUME_LICENSEE; ,KCE CHAMPIONS LLC
child_care_centers,376701529,KCE CHAMPIONS LLC @ SILVER STRAND PRESCHOOL,KCE CHAMPIONS LLC,STEPHANIE JIMENEZ,(619) 375-7203,1350 LEYTE RD,CORONADO,CA,92118,SAN DIEGO,20,21,LICENSED,8/25/2022,,5252025,1350 LEYTE RD,"1350 LEYTE RD, CORONADO",1,HIGH_VOLUME_LICENSEE; ,KCE CHAMPIONS LLC
child_care_centers,376701530,KCE CHAMPIONS LLC @ VILLAGE PRESCHOOL,KCE CHAMPIONS LLC,DANIELLE CAVANAUGH,(619) 375-7203,600 6TH STREET,CORONADO,CA,92118,SAN DIEGO,20,43,LICENSED,8/25/2022,,5252025,600 6TH STREET,"600 6TH STREET, CORONADO",3,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; ,KCE CHAMPIONS LLC
child_care_centers,414004698,KCE CHAMPIONS LLC @ WASHINGTON ELEMENTARY (PS),KCE CHAMPIONS LLC,NATHASIA ARADANAS,(650) 906-2506,801 HOWARD AVENUE,BURLINGAME,CA,94010,SAN MATEO,5,12,LICENSED,10/1/2020,,5252025,801 HOWARD AVENUE,"801 HOWARD AVENUE, BURLINGAME",3,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; ,KCE CHAMPIONS LLC
child_care_centers,334845110,KCE CHAMPIONS LLC @ WOODCREST ELEMENTARY SCHOOL,KCE CHAMPIONS LLC,ANAHI ENRIQUEZ,(951) 780-1215,16940 KRAMERIA AVENUE,RIVERSIDE,CA,92504,RIVERSIDE,9,15,CLOSED,9/24/2018,3/16/2023,5252025,16940 KRAMERIA AVENUE,"16940 KRAMERIA AVENUE, RIVERSIDE",3,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; ,KCE CHAMPIONS LLC
child_care_centers,163808163,KCOE KIT CARSON PRESCHOOL,KINGS COUNTY OFFICE OF EDUCATION,"VILLA, REBECCA",(559) 584-3015,9895 7TH AVENUE,HANFORD,CA,93230,KINGS,57,20,LICENSED,9/1/2004,,5252025,9895 7TH AVENUE,"9895 7TH AVENUE, HANFORD",1,HIGH_VOLUME_LICENSEE; ,KINGS COUNTY OFFICE OF EDUCATION
child_care_centers,103810114,KCUSD EARLY LEARNING CENTER,KINGS CANYON UNIFIED SCHOOL DISTRICT,"TUPPER, MEGAN",(559) 305-7279,740 W NORTH AVE,REEDLEY,CA,93654,FRESNO,57,12,LICENSED,3/17/2021,,5252025,740 W NORTH AVE,"740 W NORTH AVE, REEDLEY",2,DUPLICATE_ADDRESS; ,KINGS CANYON UNIFIED SCHOOL DISTRICT
child_care_centers,304370315,"KELLIE'S ACADEMY FOR KIDS, CHILD DEV. CTR.",KELLIE'S ACADEMY FOR KIDS CHILD DEVELOPMENT CENTER,"FERRIA, DANAE",(714) 377-0533,5702 CLARK DRIVE,HUNTINGTON BEACH,CA,92649,ORANGE,6,84,LICENSED,2/14/2007,,5252025,5702 CLARK DRIVE,"5702 CLARK DRIVE, HUNTINGTON BEACH",2,DUPLICATE_ADDRESS; ,KELLIE'S ACADEMY FOR KIDS CHILD DEVELOPMENT CENTER
child_care_centers,191598476,KELLOGG POLYTECNIC/CHILD DEVELOPMENT CENTER,POMONA UNIFIED SCHOOL DISTRICT CHILD DEVELOPMENT,KYM ALLEN,(909) 397-4575,610 MEDINA ST.,POMONA,CA,91768,LOS ANGELES,33,22,LICENSED,1/14/1992,,5252025,610 MEDINA ST,"610 MEDINA ST, POMONA",1,HIGH_VOLUME_LICENSEE; ,POMONA UNIFIED SCHOOL DISTRICT CHILD DEVELOPMENT
child_care_centers,197494346,KELLY STATE PRESCHOOL,COMPTON UNIFIED SCHOOL DISTRICT,TELMA BAYONA,(310) 898-6008,2320 E ALONDRA BLVD,COMPTON,CA,90221,LOS ANGELES,54,30,LICENSED,8/13/2019,,5252025,2320 E ALONDRA BLVD,"2320 E ALONDRA BLVD, COMPTON",1,HIGH_VOLUME_LICENSEE; ,COMPTON UNIFIED SCHOOL DISTRICT
child_care_centers,173003602,KELSEYVILLE EARLY CONNECTION,LAKE COUNTY OFFICE OF EDUCATION,"BURGOYNE, SAJEANNE",(707) 279-6745,5065 KONOCTI ROAD,KELSEYVILLE,CA,95451,LAKE,1,50,LICENSED,12/21/2000,,5252025,5065 KONOCTI ROAD,"5065 KONOCTI ROAD, KELSEYVILLE",1,HIGH_VOLUME_LICENSEE; ,LAKE COUNTY OFFICE OF EDUCATION
child_care_centers,173000694,KELSEYVILLE MIGRANT HEAD START,E CENTER,ADRIANA MENDOZA,(707) 279-1022,5081 A KONOCTI ROAD,KELSEYVILLE,CA,95451,LAKE,1,20,LICENSED,8/14/1995,,5252025,5081 A KONOCTI ROAD,"5081 A KONOCTI ROAD, KELSEYVILLE",3,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; ,E CENTER
child_care_centers,191570767,KENNEDY HEAD START,ABC/USD/CHILD DEVELOPMENT OFFICE/TOM WOODWARD,KIM GAITAN,(562) 229-7934,17500 SOUTH BELSHIRE,ARTESIA,CA,90701,LOS ANGELES,54,38,LICENSED,4/24/1995,,5252025,17500 SOUTH BELSHIRE,"17500 SOUTH BELSHIRE, ARTESIA",0,,ABC/USD/CHILD DEVELOPMENT OFFICE/TOM WOODWARD
child_care_centers,543810042,KENNEDY PRESCHOOL,LINDSAY UNIFIED SCHOOL DISTRICT,"DORIA, CHERI",(559) 562-8523,1701 E TULARE RD,LINDSAY,CA,93247,TULARE,57,48,LICENSED,8/13/2018,,5252025,1701 E TULARE RD,"1701 E TULARE RD, LINDSAY",1,HIGH_VOLUME_LICENSEE; ,LINDSAY UNIFIED SCHOOL DISTRICT
child_care_centers,393600065,KENNEDY SCHOOL,STOCKTON UNIFIED SCHOOL DISTRICT,"BERMUDEZ, ANTOINETTE",(209) 953-3150,630 PONCE DE LEON,STOCKTON,CA,95210,SAN JOAQUIN,53,43,LICENSED,3/22/1994,,5252025,630 PONCE DE LEON,"630 PONCE DE LEON, STOCKTON",1,HIGH_VOLUME_LICENSEE; ,STOCKTON UNIFIED SCHOOL DISTRICT
child_care_centers,73408904,KENSINGTON L'ACADEMY LANGUAGE IMMERSION PRESCHOOL,IMMERSION 5 LLC,"HENDRIX, RACHEL",(510) 529-4443,1550 OAK VIEW AVENUE,KENSINGTON,CA,94706,CONTRA COSTA,2,65,LICENSED,7/2/2021,4/28/2025,5252025,1550 OAK VIEW AVENUE,"1550 OAK VIEW AVENUE, KENSINGTON",1,HIGH_VOLUME_LICENSEE; ,IMMERSION 5 LLC
child_care_centers,197411900,KENTWOOD ELEMENTARY SCHOOL STATE PRESCHOOL,LAUSD/EARLY CHILDHOOD EDUCATION,JEAN PENNICOOK,(310) 670-8977,"8401 EMERSON AVENUE, ROOM 15",LOS ANGELES,CA,90045,LOS ANGELES,58,24,CLOSED,9/10/2004,7/1/2023,5252025,8401 EMERSON AVENUE ROOM 15,"8401 EMERSON AVENUE ROOM 15, LOS ANGELES",1,HIGH_VOLUME_LICENSEE; ,LAUSD/EARLY CHILDHOOD EDUCATION
child_care_centers,198010873,KEPPEL STATE PRESCHOOL,PARAMOUNT UNIFIED SCHOOL DISTRICT,ELIDA GARCIA,(562) 602-6900,6630 MARK KEPPEL STREET,PARAMOUNT,CA,90723,LOS ANGELES,54,25,LICENSED,8/30/2004,,5252025,6630 MARK KEPPEL STREET,"6630 MARK KEPPEL STREET, PARAMOUNT",1,HIGH_VOLUME_LICENSEE; ,PARAMOUNT UNIFIED SCHOOL DISTRICT
child_care_centers,103801763,KERMAN MIGRANT CENTER,COMMUNITY ACTION PARTNERSHIP OF SAN LUIS OBISPO CO,"HINOJOSA, ANA",(559) 846-5351,14660 W. G STREET,KERMAN,CA,93630,FRESNO,4,40,LICENSED,3/5/2001,,5252025,14660 W G STREET,"14660 W G STREET, KERMAN",1,HIGH_VOLUME_LICENSEE; ,COMMUNITY ACTION PARTNERSHIP OF SAN LUIS OBISPO CO
child_care_centers,153801765,KERN AVENUE STATE PRESCHOOL,KERN COUNTY SUPERINTENDENT OF SCHOOLS,MARICELA CORTEZ,(661) 792-2037,492 W. KERN AVENUE,MCFARLAND,CA,93250,KERN,57,48,LICENSED,1/31/2001,,5252025,492 W KERN AVENUE,"492 W KERN AVENUE, MCFARLAND",1,HIGH_VOLUME_LICENSEE; ,KERN COUNTY SUPERINTENDENT OF SCHOOLS
child_care_centers,197417334,KESTER ELEMENTARY SCHOOL CSPP - ROOM 1,LOS ANGELES UNIFIED SCHOOL DISTRICT,"GOLDBERG, SUSAN",(818) 787-6751,5353 KESTER AVENUE,VAN NUYS,CA,91411,LOS ANGELES,58,22,CLOSED,9/28/2010,7/10/2023,5252025,5353 KESTER AVENUE,"5353 KESTER AVENUE, VAN NUYS",1,HIGH_VOLUME_LICENSEE; ,LOS ANGELES UNIFIED SCHOOL DISTRICT
child_care_centers,73408291,"KID TIME, INC","KID TIME, INC.","FARRELL, STRETTA",(925) 987-6713,2491 SAN MIGUEL DR.,WALNUT CREEK,CA,94596,CONTRA COSTA,2,45,LICENSED,8/14/2019,,5252025,2491 SAN MIGUEL DR,"2491 SAN MIGUEL DR, WALNUT CREEK",1,HIGH_VOLUME_LICENSEE; ,"KID TIME, INC."
child_care_centers,73408923,"KID TIME, INC.","KID TIME, INC.","HODES, CHARLES",(925) 930-6550,1942 LINDA DRIVE,PLEASANT HILL,CA,94523,CONTRA COSTA,2,16,LICENSED,2/25/2022,,5252025,1942 LINDA DRIVE,"1942 LINDA DRIVE, PLEASANT HILL",3,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; ,"KID TIME, INC."
child_care_centers,73408919,"KID TIME, INC.","KID TIME, INC.","CASWELL, ANGELA",(925) 930-6550,2551 PLEASANT HILL ROAD,PLEASANT HILL,CA,94523,CONTRA COSTA,2,29,LICENSED,2/24/2022,,5252025,2551 PLEASANT HILL ROAD,"2551 PLEASANT HILL ROAD, PLEASANT HILL",3,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; ,"KID TIME, INC."
child_care_centers,376701257,KID VENTURES,"GYM VENTURES, INC.",DEBORAH FRICKER,(858) 207-6088,10760 THORNMINT ROAD,SAN DIEGO,CA,92127,SAN DIEGO,51,53,LICENSED,11/22/2016,,5252025,10760 THORNMINT ROAD,"10760 THORNMINT ROAD, SAN DIEGO",2,DUPLICATE_ADDRESS; ,"GYM VENTURES, INC."
child_care_centers,376701292,KID VENTURES LIBERTY STATION PRESCHOOL,"GYM VENTURES, INC.",DEBORAH FICKER,(619) 573-9625,2865 SIMS ROAD,SAN DIEGO,CA,92106,SAN DIEGO,20,84,LICENSED,6/30/2017,,5252025,2865 SIMS ROAD,"2865 SIMS ROAD, SAN DIEGO",2,DUPLICATE_ADDRESS; ,"GYM VENTURES, INC."
child_care_centers,13415231,KIDANGO-DECOTO,"KIDANGO, INC.","GARCIA, CATALINA",(510) 675-7101,600 G STREET,UNION CITY,CA,94587,ALAMEDA,52,48,LICENSED,8/25/2000,,5252025,600 G STREET,"600 G STREET, UNION CITY",3,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; ,"KIDANGO, INC."
child_care_centers,10214911,KIDANGO-DELAINE EASTIN CHILD DEV. CENTER,"KIDANGO, INC.","MAHARAJ, YOLANDA",(510) 490-5570,584 BROWN ROAD,FREMONT,CA,94539,ALAMEDA,52,34,LICENSED,7/9/1993,,5252025,584 BROWN ROAD,"584 BROWN ROAD, FREMONT",1,HIGH_VOLUME_LICENSEE; ,"KIDANGO, INC."
child_care_centers,13411214,KIDANGO-GLEN BERRY CHILD DEVELOPMENT CENTER,"KIDANGO, INC.",EBONY JOHNSON,(510) 907-1542,625 BERRY AVENUE,HAYWARD,CA,94541,ALAMEDA,52,32,LICENSED,10/31/1995,,5252025,625 BERRY AVENUE,"625 BERRY AVENUE, HAYWARD",1,HIGH_VOLUME_LICENSEE; ,"KIDANGO, INC."
child_care_centers,13416125,KIDANGO-GUY EMANUELE,"KIDANGO, INC.","SAGGI, RENU",(510) 675-7103,100 DECOTO ROAD,UNION CITY,CA,94587,ALAMEDA,52,36,CLOSED,1/7/2002,7/17/2023,5252025,100 DECOTO ROAD,"100 DECOTO ROAD, UNION CITY",1,HIGH_VOLUME_LICENSEE; ,"KIDANGO, INC."
child_care_centers,13415366,KIDANGO-HILLVIEW CREST CHILD DEVELOPMENT CENTER,"KIDANGO, INC.","SHAHID, FARAH",(510) 907-1543,31410 WHEELON AVENUE,HAYWARD,CA,94544,ALAMEDA,52,24,LICENSED,2/7/2001,,5252025,31410 WHEELON AVENUE,"31410 WHEELON AVENUE, HAYWARD",1,HIGH_VOLUME_LICENSEE; ,"KIDANGO, INC."
child_care_centers,13415911,KIDANGO-KITAYAMA CHILD DEVELOPMENT CENTER,"KIDANGO, INC.","AGUINALDO, GINA",(510) 675-7104,1959 SUNSPRITE DRIVE,UNION CITY,CA,94587,ALAMEDA,52,22,LICENSED,11/14/2001,11/16/2023,5252025,1959 SUNSPRITE DRIVE,"1959 SUNSPRITE DRIVE, UNION CITY",1,HIGH_VOLUME_LICENSEE; ,"KIDANGO, INC."
child_care_centers,13419486,KIDANGO - AMADOR,KIDANGO,APRIL VAN ZEE,(510) 259-2929,24100 AMADOR STREET,HAYWARD,CA,94544,ALAMEDA,52,75,LICENSED,1/14/2010,5/8/2025,5252025,24100 AMADOR STREET,"24100 AMADOR STREET, HAYWARD",3,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; ,KIDANGO
child_care_centers,73406696,KIDANGO - BALDWIN,"KIDANGO, INC.","VASSEGHI, MINOO",(925) 798-5021,2750 PARKSIDE CIR,CONCORD,CA,94519,CONTRA COSTA,2,65,LICENSED,12/9/2011,,5252025,2750 PARKSIDE CIR,"2750 PARKSIDE CIR, CONCORD",1,HIGH_VOLUME_LICENSEE; ,"KIDANGO, INC."
child_care_centers,13416835,KIDANGO - CARLSON CENTER,KIDANGO INC.,"AL BAKER, AALYA",(510) 608-4841,1301 MOWRY AVENUE,FREMONT,CA,94538,ALAMEDA,52,32,LICENSED,4/26/2004,,5252025,1301 MOWRY AVENUE,"1301 MOWRY AVENUE, FREMONT",1,HIGH_VOLUME_LICENSEE; ,KIDANGO INC.
child_care_centers,13420560,KIDANGO - CORVALIS,"KIDANGO, INC.","ZHOU, YAN",(510) 901-1558,14790 CORVALIS ST.,SAN LEANDRO,CA,94579,ALAMEDA,52,24,LICENSED,8/13/2010,,5252025,14790 CORVALIS ST,"14790 CORVALIS ST, SAN LEANDRO",1,HIGH_VOLUME_LICENSEE; ,"KIDANGO, INC."
child_care_centers,13422442,KIDANGO - COX ACADEMY,"KIDANGO, INC.","TALAVERA, LILIA",(510) 456-0859,9860 SUNNYSIDE ST.,OAKLAND,CA,94603,ALAMEDA,2,24,LICENSED,1/6/2017,,5252025,9860 SUNNYSIDE ST,"9860 SUNNYSIDE ST, OAKLAND",1,HIGH_VOLUME_LICENSEE; ,"KIDANGO, INC."
child_care_centers,13421406,KIDANGO - COYOTE HILLS,"KIDANGO, INC.","AVILES, THALIA",(510) 240-5771,36270 CHERRY ST,NEWARK,CA,94560,ALAMEDA,52,40,LICENSED,4/10/2014,12/13/2024,5252025,36270 CHERRY ST,"36270 CHERRY ST, NEWARK",1,HIGH_VOLUME_LICENSEE; ,"KIDANGO, INC."
child_care_centers,13420562,KIDANGO - DEL REY,KIDANGO,NORA GOODALE,(510) 901-1557,1510 VIA SONYA,SAN LORENZO,CA,94580,ALAMEDA,52,24,LICENSED,8/18/2010,,5252025,1510 VIA SONYA,"1510 VIA SONYA, SAN LORENZO",3,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; ,KIDANGO
child_care_centers,13422029,KIDANGO - EDEN YOUTH CENTER,"KIDANGO, INC.",NEELAM SAINI,(510) 782-6084,680 WEST TENNYSON RD,HAYWARD,CA,94544,ALAMEDA,52,40,LICENSED,7/1/2015,,5252025,680 WEST TENNYSON RD,"680 WEST TENNYSON RD, HAYWARD",3,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; ,"KIDANGO, INC."
child_care_centers,13421333,KIDANGO - EMERALD VISTA,"KIDANGO, INC.","HERNANDEZ SANCHEZ, MARY",(925) 336-3150,6860 SOUTH MARIPOSA LANE,DUBLIN,CA,94568,ALAMEDA,52,60,LICENSED,2/14/2013,,5252025,6860 SOUTH MARIPOSA LANE,"6860 SOUTH MARIPOSA LANE, DUBLIN",1,HIGH_VOLUME_LICENSEE; ,"KIDANGO, INC."
child_care_centers,13420559,KIDANGO - GRANT,KIDANGO,"CLAY, ADRIENNE",(510) 901-1552,879 GRANT AVE,SAN LORENZO,CA,94580,ALAMEDA,52,24,LICENSED,8/18/2010,,5252025,879 GRANT AVE,"879 GRANT AVE, SAN LORENZO",1,HIGH_VOLUME_LICENSEE; ,KIDANGO
child_care_centers,13420558,KIDANGO - HESPERIAN,KIDANGO,"DE LOS REYES, LASHUNDA",(510) 901-1553,620 DREW ST.,SAN LORENZO,CA,94580,ALAMEDA,52,24,LICENSED,8/18/2010,,5252025,620 DREW ST,"620 DREW ST, SAN LORENZO",1,HIGH_VOLUME_LICENSEE; ,KIDANGO
child_care_centers,73406697,KIDANGO - HOLBROOK,"KIDANGO, INC.","WRIGHT CARR, AIMEE",(925) 494-2700,3333 RONALD WAY,CONCORD,CA,94519,CONTRA COSTA,2,65,LICENSED,11/2/2011,,5252025,3333 RONALD WAY,"3333 RONALD WAY, CONCORD",3,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; ,"KIDANGO, INC."
child_care_centers,13421391,KIDANGO - PIONEER,"KIDANGO, INC.","HEGAB, MAI",(510) 675-7110,32737 BEL AIRE ST,UNION CITY,CA,94587,ALAMEDA,52,22,LICENSED,10/28/2013,,5252025,32737 BEL AIRE ST,"32737 BEL AIRE ST, UNION CITY",1,HIGH_VOLUME_LICENSEE; ,"KIDANGO, INC."
child_care_centers,13421997,KIDANGO - SCHILLING,"KIDANGO, INC.","GURAYA, GURPINDER",(510) 509-1673,36901 SPRUCE ST,NEWARK,CA,94560,ALAMEDA,52,40,LICENSED,1/21/2015,,5252025,36901 SPRUCE ST,"36901 SPRUCE ST, NEWARK",1,HIGH_VOLUME_LICENSEE; ,"KIDANGO, INC."
child_care_centers,13416238,KIDANGO - SEARLES CHILD DEVELOPMENT CENTER,"KIDANGO, INC.","SAGGI, RENU",(510) 675-7113,33629 - 15TH STREET,UNION CITY,CA,94587,ALAMEDA,52,22,LICENSED,5/1/2002,,5252025,33629 - 15TH STREET,"33629 - 15TH STREET, UNION CITY",1,HIGH_VOLUME_LICENSEE; ,"KIDANGO, INC."
child_care_centers,13416126,KIDANGO - SHARON JONES CENTER,"KIDANGO, INC.","TON, MAI",(510) 608-4845,4700 CALAVERAS AVENUE,FREMONT,CA,94538,ALAMEDA,52,45,LICENSED,5/20/2002,,5252025,4700 CALAVERAS AVENUE,"4700 CALAVERAS AVENUE, FREMONT",3,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; ,"KIDANGO, INC."
child_care_centers,13420561,KIDANGO - SUNSET,KIDANGO,ANDREA CABRAL,(510) 901-1544,20450 ROYAL AVE,HAYWARD,CA,94541,ALAMEDA,52,24,LICENSED,8/18/2010,,5252025,20450 ROYAL AVE,"20450 ROYAL AVE, HAYWARD",1,HIGH_VOLUME_LICENSEE; ,KIDANGO
child_care_centers,13416836,KIDANGO - WASHINGTON HOSPITAL CENTER,"KIDANGO, INC.",GUADALUPE LARA-CEJA,(510) 996-5738,2500 MOWRY AVENUE,FREMONT,CA,94538,ALAMEDA,52,42,LICENSED,7/17/2003,,5252025,2500 MOWRY AVENUE,"2500 MOWRY AVENUE, FREMONT",3,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; ,"KIDANGO, INC."
child_care_centers,434416145,KIDANGO ANDREW HILL,KIDANGO INC.,ANGELICA GALVAN,(408) 928-5211,3200 SENTER ROAD,SAN JOSE,CA,95111,SANTA CLARA,7,27,LICENSED,7/1/2019,,5252025,3200 SENTER ROAD,"3200 SENTER ROAD, SAN JOSE",1,HIGH_VOLUME_LICENSEE; ,KIDANGO INC.
child_care_centers,434406751,KIDANGO ARBUCKLE,"KIDANGO, INC.",VANESSA PAIZ,(408) 905-8985,1910 CINDERELLA LANE,SAN JOSE,CA,95116,SANTA CLARA,7,40,CLOSED,12/18/2003,8/2/2024,5252025,1910 CINDERELLA LANE,"1910 CINDERELLA LANE, SAN JOSE",3,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; ,"KIDANGO, INC."
child_care_centers,13422448,KIDANGO CASTLEMONT PRESCHOOL,KIDANGO,"JACKSON, BRANDI",(510) 456-0876,8601 MACARTHUR BLVD. BLD. 300,OAKLAND,CA,94605,ALAMEDA,2,45,LICENSED,2/7/2017,,5252025,8601 MACARTHUR BLVD BLD 300,"8601 MACARTHUR BLVD BLD 300, OAKLAND",3,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; ,KIDANGO
child_care_centers,434411623,KIDANGO CESAR CHAVEZ,KIDANGO INC.,NAI SAETERN,(408) 353-0338,1990 KAMMERER,SAN JOSE,CA,95116,SANTA CLARA,7,60,LICENSED,6/16/2010,2/5/2025,5252025,1990 KAMMERER,"1990 KAMMERER, SAN JOSE",1,HIGH_VOLUME_LICENSEE; ,KIDANGO INC.
child_care_centers,434417059,KIDANGO CESAR CHAVEZ EARLY LEARNING CENTER,KIDANGO INC.,JOSEFINA GARCIA MARQUEZ,(408) 901-8296,2000 KAMMERER AVENUE,SAN JOSE,CA,95116,SANTA CLARA,7,96,LICENSED,3/22/2023,,5252025,2000 KAMMERER AVENUE,"2000 KAMMERER AVENUE, SAN JOSE",3,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; ,KIDANGO INC.
child_care_centers,434413105,KIDANGO CURETON,KIDANGO INC.,JAZMIN MARTINEZ,(408) 353-0473,3720 EAST HILLS DRIVE,SAN JOSE,CA,95127,SANTA CLARA,7,32,LICENSED,8/28/2012,,5252025,3720 EAST HILLS DRIVE,"3720 EAST HILLS DRIVE, SAN JOSE",1,HIGH_VOLUME_LICENSEE; ,KIDANGO INC.
