LoanNumber,DateApproved,SBAOfficeCode,ProcessingMethod,BorrowerName,BorrowerAddress,BorrowerCity,BorrowerState,BorrowerZip,LoanStatusDate,LoanStatus,Term,SBAGuarantyPercentage,InitialApprovalAmount,CurrentApprovalAmount,UndisbursedAmount,FranchiseName,ServicingLenderLocationID,ServicingLenderName,ServicingLenderAddress,ServicingLenderCity,ServicingLenderState,ServicingLenderZip,RuralUrbanIndicator,HubzoneIndicator,LMIIndicator,BusinessAgeDescription,ProjectCity,ProjectCountyName,ProjectState,ProjectZip,CD,JobsReported,NAICSCode,Race,Ethnicity,UTILITIES_PROCEED,PAYROLL_PROCEED,MORTGAGE_INTEREST_PROCEED,RENT_PROCEED,REFINANCE_EIDL_PROCEED,HEALTH_CARE_PROCEED,DEBT_INTEREST_PROCEED,BusinessType,OriginatingLenderLocationID,OriginatingLender,OriginatingLenderCity,OriginatingLenderState,Gender,Veteran,NonProfit,ForgivenessAmount,ForgivenessDate
3516167110,04/11/2020,920.0,PPP,"M.A.W., INC.",8052 Redford Lane,La Palma,CA,90623-1961,06/15/2021,Paid in Full,24,100,86022.0,86022.0,0.0,,5479.0,Farmers & Merchants Bank of Long Beach,302 Pine Ave,LONG BEACH,CA,90802-2326,U,N,N,Existing or more than 2 years old,La Palma,ORANGE,CA,90623-1961,CA-45,6.0,624410.0,Unanswered,Unknown/NotStated,,86022.0,,,,,,Corporation,5479.0,Farmers & Merchants Bank of Long Beach,LONG BEACH,CA,Unanswered,Unanswered,,86917.57,05/06/2021
9893108701,04/09/2021,912.0,PPS,NELLY'S CHILDCARE AND PRE-SCHOOL,202 Railway Ave Blg B,Campbell,CA,95008,10/19/2021,Paid in Full,60,100,85873.0,85873.0,0.0,,122043.0,WebBank,"215 S State St, Ste 1000",SALT LAKE CITY,UT,84111-2336,U,N,N,Existing or more than 2 years old,Campbell,SANTA CLARA,CA,95008,CA-18,11.0,624410.0,Unanswered,Unknown/NotStated,,85870.0,,,,,,Subchapter S Corporation,122043.0,WebBank,SALT LAKE CITY,UT,Unanswered,Unanswered,,86233.19,09/13/2021
3018618303,01/21/2021,920.0,PPS,SERENDIB INVESTMENTS LLC,8662 Pinyon St,Buena Park,CA,90620-4055,09/28/2021,Paid in Full,60,100,85607.5,85607.5,0.0,,5150.0,Community West Bank,"7100 N Financial Dr, Ste 101",FRESNO,CA,93720-2900,U,Y,Y,Existing or more than 2 years old,Buena Park,ORANGE,CA,90620-4055,CA-45,8.0,624410.0,Unanswered,Not Hispanic or Latino,1.0,85605.5,,,,,,Limited  Liability Company(LLC),112922.0,Community West Bank,Goleta,CA,Male Owned,Non-Veteran,,86046.09,08/04/2021
2401287302,04/29/2020,912.0,PPP,SCRIBBLES MONTESSORI INC.,4209 Baine Ave,Fremont,CA,94536,01/19/2022,Paid in Full,24,100,85500.0,85500.0,0.0,,49274.0,"Citibank, N.A.",5800 S. Corporate Place,Sioux Falls,SD,57108,U,N,N,Existing or more than 2 years old,Fremont,ALAMEDA,CA,94536-0001,CA-14,10.0,624410.0,Unanswered,Unknown/NotStated,,85500.0,,,,,,Cooperative,49274.0,"Citibank, N.A.",Sioux Falls,SD,Unanswered,Unanswered,,73862.89,12/14/2021
3578847206,04/27/2020,912.0,PPP,CLAYTON CHILDREN'S CENTER LLC,6760 Marsh Creek Road,Clayton,CA,94517,01/12/2021,Paid in Full,24,100,85387.71,85387.71,0.0,,93042.0,Travis CU,One Travis Way,VACAVILLE,CA,95687-3276,U,N,N,Existing or more than 2 years old,Clayton,CONTRA COSTA,CA,94517-0001,CA-10,10.0,624410.0,Unanswered,Unknown/NotStated,,85387.71,,,,,,Limited  Liability Company(LLC),93042.0,Travis CU,VACAVILLE,CA,Unanswered,Unanswered,,85448.84,12/23/2020
3262668407,02/04/2021,912.0,PPS,BETTY'S CHILDREN'S ACADEMY,11200 Golf Links Rd Ste D,Oakland,CA,94605-5705,11/18/2021,Paid in Full,60,100,85385.0,85385.0,0.0,,48270.0,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240-2031,U,N,N,Existing or more than 2 years old,Oakland,ALAMEDA,CA,94605-5705,CA-12,12.0,624410.0,Unanswered,Unknown/NotStated,1.0,85381.0,,,,,,Subchapter S Corporation,48270.0,"JPMorgan Chase Bank, National Association",COLUMBUS,OH,Unanswered,Unanswered,,85947.5,10/06/2021
2985417100,04/11/2020,954.0,PPP,"TOOTRIS, LLC",6170 CORNERSTONE CT STE 330,SAN DIEGO,CA,92121-3767,07/21/2021,Paid in Full,24,100,85300.0,85300.0,0.0,,4924.0,City National Bank,555 S Flower St,LOS ANGELES,CA,90071-2300,U,N,N,New Business or 2 years or less,SAN DIEGO,SAN DIEGO,CA,92121-3767,CA-51,10.0,624410.0,Unanswered,Unknown/NotStated,,85300.0,,,,,,Limited  Liability Company(LLC),4924.0,City National Bank,LOS ANGELES,CA,Unanswered,Unanswered,,86307.24,06/29/2021
9607838109,07/28/2020,914.0,PPP,"HARRIS FAMILY CHILDCARE, LLC",1208 FIELD AVE,INGLEWOOD,CA,90302-1516,04/16/2021,Paid in Full,60,100,85287.0,85287.0,0.0,,9551.0,"Bank of America, National Association","100 N Tryon St, Ste 170",CHARLOTTE,NC,28202-4024,U,N,N,Existing or more than 2 years old,INGLEWOOD,LOS ANGELES,CA,90302-1516,CA-43,4.0,624410.0,Unanswered,Unknown/NotStated,,85287.0,,,,,,Limited  Liability Company(LLC),9551.0,"Bank of America, National Association",CHARLOTTE,NC,Unanswered,Unanswered,,85805.73,03/10/2021
7353848308,01/28/2021,912.0,PPS,LITTLE HEARTS LEARNING CENTER,800 Henley Ct,San Ramon,CA,94583-6013,09/15/2021,Paid in Full,60,100,85267.0,85267.0,0.0,Safari Kid,455644.0,Live Oak Banking Company,1741 Tiburon Dr,WILMINGTON,NC,28403-6244,U,N,N,Existing or more than 2 years old,San Ramon,CONTRA COSTA,CA,94583-6013,CA-10,20.0,624410.0,Asian,Not Hispanic or Latino,1.0,85264.0,,,,,,Corporation,455644.0,Live Oak Banking Company,WILMINGTON,NC,Female Owned,Non-Veteran,,85727.21,08/24/2021
5797818508,03/01/2021,912.0,PPS,KANA MANIX AND DIANA MANIX,3519 Chamberlain Dr,San Jose,CA,95121-1324,12/01/2021,Paid in Full,60,100,85250.0,85250.0,0.0,,188162.0,Mortgage Capital Development Corporation,1611 Telegraph Ave Suite 504,Oakland,CA,94612,U,N,N,Existing or more than 2 years old,San Jose,SANTA CLARA,CA,95121-1324,CA-19,7.0,624410.0,Asian,Not Hispanic or Latino,,85249.0,,,,,,Limited  Liability Company(LLC),188162.0,Mortgage Capital Development Corporation,Oakland,CA,Male Owned,Non-Veteran,,85742.82,10/06/2021
6439977007,04/06/2020,912.0,PPP,LITTLE HEARTS LEARNING CENTER,800 Henley Court,San Ramon,CA,94583,07/08/2022,Paid in Full,60,100,85200.0,85200.0,0.0,,455644.0,Live Oak Banking Company,1741 Tiburon Dr,WILMINGTON,NC,28403-6244,U,N,N,Existing or more than 2 years old,San Ramon,CONTRA COSTA,CA,94583-0001,CA-10,20.0,624410.0,Asian,Not Hispanic or Latino,,85200.0,,,,,,Corporation,455644.0,Live Oak Banking Company,WILMINGTON,NC,Male Owned,Non-Veteran,,77773.53,03/08/2021
6725427203,04/28/2020,914.0,PPP,"BLUE SKY KIDS, SUNNY DAYS AND SANDCASTLES CHILD CARE CENTER",27303 LUTHER DRIVE,CANYON COUNTRY,CA,91351,05/18/2021,Paid in Full,24,100,85200.0,85200.0,0.0,,49274.0,"Citibank, N.A.",5800 S. Corporate Place,Sioux Falls,SD,57108,U,N,N,Existing or more than 2 years old,CANYON COUNTRY,LOS ANGELES,CA,91351-1001,CA-27,32.0,624410.0,Unanswered,Unknown/NotStated,,85200.0,,,,,,Non-Profit Organization,49274.0,"Citibank, N.A.",Sioux Falls,SD,Unanswered,Unanswered,Y,85969.17,04/05/2021
2576378401,02/03/2021,914.0,PPS,SMALL WONDERS LLC,712 E Chapel St,Santa Maria,CA,93454-4524,08/18/2021,Paid in Full,60,100,85000.0,85000.0,0.0,,6042.0,Mechanics Bank,1111 Civic Dr,WALNUT CREEK,CA,94596-3895,U,Y,Y,Existing or more than 2 years old,Santa Maria,SANTA BARBARA,CA,93454-4524,CA-24,18.0,624410.0,White,Not Hispanic or Latino,1.0,84998.0,,,,,,Corporation,6042.0,Mechanics Bank,WALNUT CREEK,CA,Female Owned,Veteran,,85306.94,06/15/2021
5702557700,05/01/2020,914.0,PPP,NU BUILDING BLOCKS LLC,2313 W JEFFERSON BLVD,LOS ANGELES,CA,90018-3743,04/16/2021,Paid in Full,24,100,85000.0,85000.0,0.0,,9551.0,"Bank of America, National Association","100 N Tryon St, Ste 170",CHARLOTTE,NC,28202-4024,U,Y,Y,New Business or 2 years or less,LOS ANGELES,LOS ANGELES,CA,90018-3743,CA-37,14.0,624410.0,Unanswered,Unknown/NotStated,,85000.0,,,,,,Limited  Liability Company(LLC),9551.0,"Bank of America, National Association",CHARLOTTE,NC,Unanswered,Unanswered,,85489.28,03/19/2021
6970317209,04/28/2020,920.0,PPP,THE SPIRIT OF MARCO POLO LLC,17861 Von Karman Avenue,Irvine,CA,92614,05/25/2021,Paid in Full,24,100,85000.0,85000.0,0.0,,121536.0,Customers Bank,40 General Warren Blvd,Malvern,PA,19355,U,N,N,Existing or more than 2 years old,Irvine,ORANGE,CA,92614-0100,CA-47,19.0,624410.0,Unanswered,Unknown/NotStated,,85000.0,,,,,,Limited  Liability Company(LLC),121536.0,Customers Bank,Malvern,PA,Unanswered,Unanswered,,85794.11,04/15/2021
7249398609,03/23/2021,942.0,PPS,ACADEMY FOR CHILDREN,1664 Hilby Ave,Seaside,CA,93955-6105,10/20/2021,Paid in Full,60,100,85000.0,85000.0,0.0,,6042.0,Mechanics Bank,1111 Civic Dr,WALNUT CREEK,CA,94596-3895,U,Y,Y,Existing or more than 2 years old,Seaside,MONTEREY,CA,93955-6105,CA-19,9.0,624410.0,Unanswered,Hispanic or Latino,1.0,84998.0,,,,,,Sole Proprietorship,6042.0,Mechanics Bank,WALNUT CREEK,CA,Female Owned,Non-Veteran,,85425.0,09/28/2021
8232568305,01/29/2021,914.0,PPS,PLAYFUL LEARNING AMONGST YOUTH SILVER LAKE,2828 Glendale Blvd,Los Angeles,CA,90039-2723,11/13/2021,Paid in Full,60,100,85000.0,85000.0,0.0,,119918.0,East West Bank,"135 N Los Robles Ave, 7th Fl",PASADENA,CA,91101-4525,U,N,N,Existing or more than 2 years old,Los Angeles,LOS ANGELES,CA,90039-2723,CA-30,20.0,624410.0,Unanswered,Hispanic or Latino,1.0,84995.0,,,,,,Corporation,119918.0,East West Bank,PASADENA,CA,Male Owned,Non-Veteran,,85618.61,10/20/2021
9569278606,03/26/2021,920.0,PPS,COMMUNITY CHRISTIAN PRESCHOOL,17575 Euclid St,Fountain Valley,CA,92708-5403,05/19/2022,Paid in Full,60,100,85000.0,85000.0,0.0,,499141.0,"Readycap Lending, LLC",200 Connell Drive Suite 4000,BERKELEY HEIGHTS,NJ,07922,U,N,Y,Existing or more than 2 years old,Fountain Valley,ORANGE,CA,92708-5403,CA-45,12.0,624410.0,Unanswered,Unknown/NotStated,,85000.0,,,,,,Sole Proprietorship,499141.0,"Readycap Lending, LLC",BERKELEY HEIGHTS,NJ,Unanswered,Unanswered,,85905.89,04/27/2022
4633207701,05/01/2020,931.0,PPP,LODI MONTESSORI LLC,2525 S STOCKTON ST,LODI,CA,95240,06/09/2021,Paid in Full,24,100,84963.0,84963.0,0.0,,12096.0,"Wells Fargo Bank, National Association",101 N Philips Ave,SIOUX FALLS,SD,57104-6738,U,N,N,Existing or more than 2 years old,LODI,SAN JOAQUIN,CA,95240-0001,CA-09,10.0,624410.0,White,Not Hispanic or Latino,,84963.0,,,,,,Limited  Liability Company(LLC),12096.0,"Wells Fargo Bank, National Association",SIOUX FALLS,SD,Female Owned,Non-Veteran,,85796.34,04/30/2021
9013398307,01/30/2021,912.0,PPS,ACHIEVING STARS ACADEMY INC,301 S Abbott Ave,Milpitas,CA,95035-5254,12/16/2021,Paid in Full,60,100,84947.0,84947.0,0.0,,12096.0,"Wells Fargo Bank, National Association",101 N Philips Ave,SIOUX FALLS,SD,57104-6738,U,N,N,Existing or more than 2 years old,Milpitas,SANTA CLARA,CA,95035-5254,CA-17,11.0,624410.0,Unanswered,Not Hispanic or Latino,,84946.0,,,,,,Corporation,12096.0,"Wells Fargo Bank, National Association",SIOUX FALLS,SD,Female Owned,Non-Veteran,,85610.28,11/16/2021
1628607302,04/28/2020,912.0,PPP,"EDISON MONTESSORI SCHOOL REDWOOD SHORES, INC.","303 Twin Dolphin Dr, #301",Redwood City,CA,94065,02/05/2021,Paid in Full,24,100,84900.0,84900.0,0.0,,455644.0,Live Oak Banking Company,1741 Tiburon Dr,WILMINGTON,NC,28403-6244,U,N,N,Existing or more than 2 years old,Redwood City,SAN MATEO,CA,94065-0102,CA-15,12.0,624410.0,Unanswered,Unknown/NotStated,,84900.0,,,,,,Subchapter S Corporation,455644.0,Live Oak Banking Company,WILMINGTON,NC,Male Owned,Non-Veteran,,85481.51,01/07/2021
1394358607,03/13/2021,942.0,PPS,AGAPELAND CHRISTIAN ACADEMY,1030 4th St,Bakersfield,CA,93304-2204,01/14/2022,Paid in Full,60,100,84877.0,84877.0,0.0,,53803.0,"U.S. Bank, National Association",425 Walnut St,CINCINNATI,OH,45202-3956,U,Y,Y,Existing or more than 2 years old,Bakersfield,KERN,CA,93304-2204,CA-22,14.0,624410.0,Unanswered,Unknown/NotStated,,84877.0,,,,,,Corporation,11822.0,US Bank National Association,San Francisco,CA,Unanswered,Unanswered,,85523.46,12/29/2021
7495887308,04/30/2020,954.0,PPP,SHINING STAR ADULT DAY CARE INC.,333 E ST,CHULA VISTA,CA,91910-2614,04/16/2021,Paid in Full,24,100,84874.0,84874.0,0.0,,9551.0,"Bank of America, National Association","100 N Tryon St, Ste 170",CHARLOTTE,NC,28202-4024,U,Y,Y,Existing or more than 2 years old,CHULA VISTA,SAN DIEGO,CA,91910-2614,CA-52,10.0,624410.0,Unanswered,Unknown/NotStated,,84874.0,,,,,,Corporation,9551.0,"Bank of America, National Association",CHARLOTTE,NC,Unanswered,Unanswered,,85594.85,03/10/2021
5264957701,05/01/2020,912.0,PPP,GIANT NAS ENTERPRISE INC,2691 CROW CANYON RD,SAN RAMON,CA,94583-1519,06/16/2022,Paid in Full,24,100,84830.0,84830.0,0.0,,9551.0,"Bank of America, National Association","100 N Tryon St, Ste 170",CHARLOTTE,NC,28202-4024,U,N,N,New Business or 2 years or less,SAN RAMON,CONTRA COSTA,CA,94583-1519,CA-10,11.0,624410.0,Unanswered,Unknown/NotStated,,84830.0,,,,,,Corporation,9551.0,"Bank of America, National Association",CHARLOTTE,NC,Unanswered,Unanswered,,,
3574947400,05/07/2020,931.0,PPP,SBN LADYBUG CORP.,8842 WILLIAMSON DR,ELK GROVE,CA,95624,04/21/2021,Paid in Full,60,100,84800.0,84800.0,0.0,,72601.0,"Zions Bank, A Division of",1 S Main St,SALT LAKE CITY,UT,84133-1109,U,N,N,Existing or more than 2 years old,ELK GROVE,SACRAMENTO,CA,95624-1200,CA-07,17.0,624410.0,Unanswered,Not Hispanic or Latino,,84800.0,,,,,,Subchapter S Corporation,72601.0,"Zions Bank, A Division of",SALT LAKE CITY,UT,Male Owned,Veteran,,85559.72,04/01/2021
5256827708,05/01/2020,914.0,PPP,PARENTS AND CHILDRENS NURSERY SCHOOL,4603 INDIANOLA WAY,LA CANADA FLT,CA,91011-3300,04/16/2021,Paid in Full,24,100,84740.0,84740.0,0.0,,9551.0,"Bank of America, National Association","100 N Tryon St, Ste 170",CHARLOTTE,NC,28202-4024,U,N,N,New Business or 2 years or less,LA CANADA FLT,LOS ANGELES,CA,91011-3300,CA-28,14.0,624410.0,White,Not Hispanic or Latino,,84740.0,,,,,,Non-Profit Organization,9551.0,"Bank of America, National Association",CHARLOTTE,NC,Female Owned,Non-Veteran,Y,85432.16,02/25/2021
6403728301,01/27/2021,954.0,PPS,ZINA RABINOVICH,728 Pepper Dr,El Cajon,CA,92021-1159,12/01/2021,Paid in Full,60,100,84700.0,84700.0,0.0,,538160.0,"Lendistry SBLC, LLC",767 South Alameda Street Suite 340,Los Angeles,CA,90021,U,N,N,Existing or more than 2 years old,El Cajon,SAN DIEGO,CA,92021-1159,CA-48,11.0,624410.0,White,Unknown/NotStated,1.0,84695.0,,,,,,Limited  Liability Company(LLC),514546.0,"BSD Capital, LLC dba Lendistry",Brea,CA,Female Owned,Non-Veteran,,85243.01,10/19/2021
4337998401,02/06/2021,912.0,PPS,PETALUMA CHILDREN'S CENTER,450 Hayes Ln,Petaluma,CA,94952-4010,03/10/2022,Paid in Full,60,100,84680.0,84680.0,0.0,,21442.0,BMO Bank National Association,320 S Canal St,Chicago,IL,60606,U,N,N,Existing or more than 2 years old,Petaluma,SONOMA,CA,94952-4010,CA-02,12.0,624410.0,Unanswered,Unknown/NotStated,1.0,84678.0,,,,,,Corporation,14315.0,BMO Bank National Association,San Francisco,CA,Unanswered,Unanswered,,85550.32,02/17/2022
1360927302,04/28/2020,912.0,PPP,NMJ&A INC.,401 PALOMA AVE,PACIFICA,CA,94044-2436,05/19/2021,Paid in Full,24,100,84622.0,84622.0,0.0,,5564.0,GBC International Bank,333 S Grand Ave Suite 3500,LOS ANGELES,CA,90071,U,N,N,Existing or more than 2 years old,PACIFICA,SAN MATEO,CA,94044-2436,CA-16,14.0,624410.0,Unanswered,Hispanic or Latino,,84622.0,,,,,,Corporation,5564.0,GBC International Bank,LOS ANGELES,CA,Female Owned,Non-Veteran,,85421.85,04/19/2021
4524948501,02/26/2021,920.0,PPP,FIRST PRESBYTERIAN PRESCHOOL,869 N Euclid Ave,Upland,CA,91786-3973,09/28/2021,Paid in Full,60,100,84500.0,84500.0,0.0,,53803.0,"U.S. Bank, National Association",425 Walnut St,CINCINNATI,OH,45202-3956,U,N,Y,Existing or more than 2 years old,Upland,SAN BERNARDINO,CA,91786-3973,CA-35,20.0,624410.0,Unanswered,Unknown/NotStated,,84500.0,,,,,,Limited  Liability Company(LLC),53803.0,"U.S. Bank, National Association",CINCINNATI,OH,Unanswered,Unanswered,,84894.33,08/25/2021
9398428401,02/17/2021,914.0,PPS,CITI KIDS LLC,1111 Okoboji Dr,Arcadia,CA,91007-6581,09/22/2021,Paid in Full,24,100,84414.0,84414.0,0.0,,72601.0,"Zions Bank, A Division of",1 S Main St,SALT LAKE CITY,UT,84133-1109,U,N,N,Existing or more than 2 years old,Arcadia,LOS ANGELES,CA,91007-6581,CA-28,14.0,624410.0,Asian,Unknown/NotStated,1.0,84411.0,,,,,,Subchapter S Corporation,72601.0,"Zions Bank, A Division of",SALT LAKE CITY,UT,Male Owned,Non-Veteran,,84862.67,09/01/2021
2655507209,04/16/2020,914.0,PPP,TOMORROWLAND ACADEMY LLC,4126 PECK RD,EL MONTE,CA,91732-2248,03/04/2021,Paid in Full,24,100,84400.0,84400.0,0.0,,436341.0,First General Bank,19036 Colima Rd,ROWLAND HEIGHTS,CA,91748-2921,U,Y,Y,Existing or more than 2 years old,EL MONTE,LOS ANGELES,CA,91732-2248,CA-31,13.0,624410.0,Unanswered,Unknown/NotStated,,84400.0,,,,,,Limited  Liability Company(LLC),436341.0,First General Bank,ROWLAND HEIGHTS,CA,Unanswered,Unanswered,,85056.7,02/03/2021
3962698504,02/24/2021,914.0,PPS,LITTLE ANGELS COMMUNITY PRESCHOOL,9550 Haskell Ave,North Hills,CA,91343-2013,10/21/2021,Paid in Full,59,100,84400.0,84400.0,0.0,,484528.0,"CRF Small Business Loan Company, LLC",801 Nicollet Mall Suite 1700 West,MINNEAPOLIS,MN,55402,U,N,N,Existing or more than 2 years old,North Hills,LOS ANGELES,CA,91343-2013,CA-32,10.0,624410.0,Unanswered,Unknown/NotStated,1.0,84397.0,,,,,,Limited  Liability Company(LLC),484528.0,"CRF Small Business Loan Company, LLC",MINNEAPOLIS,MN,Unanswered,Unanswered,,84823.16,09/01/2021
5248968406,02/08/2021,912.0,PPS,WUND3RKID,1215 O&apos;brien Dr,Menlo Park,CA,94025,08/17/2021,Paid in Full,60,100,84249.0,84249.0,0.0,,72601.0,"Zions Bank, A Division of",1 S Main St,SALT LAKE CITY,UT,84133-1109,U,N,Y,Existing or more than 2 years old,Menlo Park,SAN MATEO,CA,94025,CA-14,5.0,624410.0,Asian,Not Hispanic or Latino,,84248.0,,,,,,Corporation,72601.0,"Zions Bank, A Division of",SALT LAKE CITY,UT,Male Owned,Non-Veteran,,84656.55,08/06/2021
3625879004,05/19/2021,914.0,PPS,YWCA OF THE HARBOR AREA,437 W 9th St,San Pedro,CA,90731-3211,05/19/2022,Paid in Full,60,100,84239.0,84239.0,0.0,,122043.0,WebBank,"215 S State St, Ste 1000",SALT LAKE CITY,UT,84111-2336,U,Y,N,Existing or more than 2 years old,San Pedro,LOS ANGELES,CA,90731-3211,CA-44,17.0,624410.0,Unanswered,Unknown/NotStated,,84239.0,,,,,,Non-Profit Organization,122043.0,WebBank,SALT LAKE CITY,UT,Unanswered,Unanswered,Y,84987.79,04/06/2022
6128898409,02/10/2021,912.0,PPS,WALNUT HEIGHTS KIDS CLUB INC.,4064 Walnut Blvd,Walnut Creek,CA,94596-5463,12/18/2021,Paid in Full,60,100,84197.0,84197.0,0.0,,48270.0,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240-2031,U,N,N,Existing or more than 2 years old,Walnut Creek,CONTRA COSTA,CA,94596-5463,CA-10,9.0,624410.0,Unanswered,Unknown/NotStated,,84197.0,,,,,,Non-Profit Childcare Center,48270.0,"JPMorgan Chase Bank, National Association",COLUMBUS,OH,Unanswered,Unanswered,Y,84802.1,11/03/2021
9921148406,02/18/2021,931.0,PPS,LAND PARK INFANT CENTER AND PRESCHOOL INC,5250 Riverside Blvd,Sacramento,CA,95822-1755,09/29/2021,Paid in Full,60,100,84150.0,84150.0,0.0,,21442.0,BMO Bank National Association,320 S Canal St,Chicago,IL,60606,U,N,N,Existing or more than 2 years old,Sacramento,SACRAMENTO,CA,95822-1755,CA-07,12.0,624410.0,White,Unknown/NotStated,1.0,84145.0,,,,,,Corporation,14315.0,BMO Bank National Association,San Francisco,CA,Female Owned,Non-Veteran,,84566.07,08/17/2021
9830368701,04/09/2021,912.0,PPS,COASTAL COMMUNITY PRESCHOOL,900 High St,Santa Cruz,CA,95060-2531,08/17/2021,Paid in Full,60,100,84030.0,84030.0,0.0,,367936.0,Santa Cruz County Bank,75 RIVER ST,SANTA CRUZ,CA,95060,U,N,N,Existing or more than 2 years old,Santa Cruz,SANTA CRUZ,CA,95060-2531,CA-19,11.0,624410.0,Unanswered,Unknown/NotStated,,84029.0,,,,,,Non-Profit Organization,367936.0,Santa Cruz County Bank,SANTA CRUZ,CA,Unanswered,Non-Veteran,Y,84267.13,07/28/2021
1618188702,03/27/2021,912.0,PPS,THE CHILDREN'S WORKSHOP OAKLAND LLC,1937 8th Ave,Oakland,CA,94606-2516,12/11/2021,Paid in Full,60,100,84022.0,84022.0,0.0,,188309.0,CDC Small Business Finance Corporation,2448 Historic Decatur Road Suite 200,San Diego,CA,92106,U,Y,Y,Existing or more than 2 years old,Oakland,ALAMEDA,CA,94606-2516,CA-12,11.0,624410.0,Unanswered,Not Hispanic or Latino,1.0,84019.0,,,,,,Limited  Liability Company(LLC),188309.0,CDC Small Business Finance Corporation,San Diego,CA,Female Owned,Non-Veteran,,84500.81,11/10/2021
2782948309,01/21/2021,914.0,PPS,KINDERGARTENLA LLC,2705 Pico Blvd,Santa Monica,CA,90405-1917,09/24/2021,Paid in Full,60,100,83985.0,83985.0,0.0,,9551.0,"Bank of America, National Association","100 N Tryon St, Ste 170",CHARLOTTE,NC,28202-4024,U,N,N,Existing or more than 2 years old,Santa Monica,LOS ANGELES,CA,90405-1917,CA-36,16.0,624410.0,Unanswered,Not Hispanic or Latino,1.0,83983.0,,,,,,Limited  Liability Company(LLC),9551.0,"Bank of America, National Association",CHARLOTTE,NC,Female Owned,Non-Veteran,,84482.01,08/26/2021
6395617709,05/01/2020,914.0,PPP,"KINDERGARTENLA, LLC",932 VERNON AVE,VENICE,CA,90291-2839,06/18/2021,Paid in Full,24,100,83983.0,83983.0,0.0,,9551.0,"Bank of America, National Association","100 N Tryon St, Ste 170",CHARLOTTE,NC,28202-4024,U,N,N,New Business or 2 years or less,VENICE,LOS ANGELES,CA,90291-2839,CA-36,16.0,624410.0,Unanswered,Not Hispanic or Latino,,83983.0,,,,,,Limited  Liability Company(LLC),9551.0,"Bank of America, National Association",CHARLOTTE,NC,Female Owned,Non-Veteran,,84806.72,04/29/2021
4787777308,04/30/2020,912.0,PPP,"TRIPLE 'E' KIDZ, INC.",33617 PACK HORSE ST,FREMONT,CA,94555,08/20/2021,Paid in Full,24,100,83925.0,83925.0,0.0,,48270.0,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240-2031,U,N,N,Existing or more than 2 years old,FREMONT,ALAMEDA,CA,94555-1000,CA-14,23.0,624410.0,Asian,Not Hispanic or Latino,3570.0,50355.0,2000.0,28000.0,0.0,0.0,0.0,Corporation,194093.0,"JPMorgan Chase Bank, National Association",CHICAGO,IL,Female Owned,Non-Veteran,,84955.37,07/27/2021
9935718303,01/31/2021,912.0,PPS,TRIPLE 'E' KIDZ INC.,33617 Pack Horse St,Fremont,CA,94555-3521,11/19/2021,Paid in Full,60,100,83925.0,83925.0,0.0,Safari Kid,48270.0,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240-2031,U,N,N,Existing or more than 2 years old,Fremont,ALAMEDA,CA,94555-3521,CA-14,30.0,624410.0,Asian,Not Hispanic or Latino,1.0,83920.0,,,,,,Corporation,48270.0,"JPMorgan Chase Bank, National Association",COLUMBUS,OH,Female Owned,Non-Veteran,,84468.74,09/29/2021
8803698401,02/14/2021,914.0,PPS,LEAP AND BOUND CHILD DEVELOPMENT CENTER LLC,601 S Pacific Coast Hwy,Redondo Beach,CA,90277-4222,10/06/2021,Paid in Full,60,100,83777.0,83777.0,0.0,,450956.0,First Foundation Bank,"18101 Von Karman Ave, Ste 750",IRVINE,CA,92612-0005,U,N,N,Existing or more than 2 years old,Redondo Beach,LOS ANGELES,CA,90277-4222,CA-36,7.0,624410.0,Unanswered,Unknown/NotStated,1.0,83774.0,,,,,,Limited  Liability Company(LLC),450956.0,First Foundation Bank,IRVINE,CA,Unanswered,Unanswered,,84206.21,09/07/2021
4975977709,05/01/2020,914.0,PPP,"MCH, INC",5454 E ATHERTON ST,LONG BEACH,CA,90815-4004,06/16/2022,Paid in Full,24,100,83750.0,83750.0,0.0,,9551.0,"Bank of America, National Association","100 N Tryon St, Ste 170",CHARLOTTE,NC,28202-4024,U,N,N,New Business or 2 years or less,LONG BEACH,LOS ANGELES,CA,90815-4004,CA-42,10.0,624410.0,Asian,Not Hispanic or Latino,,83750.0,,,,,,Corporation,9551.0,"Bank of America, National Association",CHARLOTTE,NC,Male Owned,Non-Veteran,,70803.02,06/04/2021
