LoanNumber,DateApproved,SBAOfficeCode,ProcessingMethod,BorrowerName,BorrowerAddress,BorrowerCity,BorrowerState,BorrowerZip,LoanStatusDate,LoanStatus,Term,SBAGuarantyPercentage,InitialApprovalAmount,CurrentApprovalAmount,UndisbursedAmount,FranchiseName,ServicingLenderLocationID,ServicingLenderName,ServicingLenderAddress,ServicingLenderCity,ServicingLenderState,ServicingLenderZip,RuralUrbanIndicator,HubzoneIndicator,LMIIndicator,BusinessAgeDescription,ProjectCity,ProjectCountyName,ProjectState,ProjectZip,CD,JobsReported,NAICSCode,Race,Ethnicity,UTILITIES_PROCEED,PAYROLL_PROCEED,MORTGAGE_INTEREST_PROCEED,RENT_PROCEED,REFINANCE_EIDL_PROCEED,HEALTH_CARE_PROCEED,DEBT_INTEREST_PROCEED,BusinessType,OriginatingLenderLocationID,OriginatingLender,OriginatingLenderCity,OriginatingLenderState,Gender,Veteran,NonProfit,ForgivenessAmount,ForgivenessDate
3410657106,04/11/2020,914,PPP,OAKWOOD ACADEMY SCHOOLS INC,3850 Long Beach Blvd,LONG BEACH,CA,90807-3312,07/16/2021,Paid in Full,24,100,359750.0,359750.0,0.0,,5479,Farmers & Merchants Bank of Long Beach,302 Pine Ave,LONG BEACH,CA,90802-2326,U,N,N,Existing or more than 2 years old,LONG BEACH,LOS ANGELES,CA,90807-3312,CA-44,44.0,624410.0,Unanswered,Unknown/NotStated,,359750.0,,,,,,Non-Profit Organization,5479,Farmers & Merchants Bank of Long Beach,LONG BEACH,CA,Unanswered,Unanswered,Y,363830.45,06/09/2021
6853257205,04/28/2020,920,PPP,CHRIS KELLEY INC.,1852 Langley Ave,Irvine,CA,92614-5624,06/24/2021,Paid in Full,24,100,358700.0,358700.0,0.0,,58771,Legacy Bank,101 W Main St,HINTON,OK,73047,U,N,N,Existing or more than 2 years old,Irvine,ORANGE,CA,92614-5624,CA-47,20.0,624410.0,Unanswered,Unknown/NotStated,,358700.0,,,,,,Corporation,58771,Legacy Bank,HINTON,OK,Unanswered,Unanswered,,361071.41,12/31/2020
3676348503,02/24/2021,912,PPS,"SUNSHINE USA GROUP, INC.",1929 Baker Pl,San Jose,CA,95131-2561,09/25/2021,Paid in Full,60,100,357915.0,357915.0,0.0,,456756,Cross River Bank,885 Teaneck Rd,TEANECK,NJ,07666-4546,U,N,N,Existing or more than 2 years old,San Jose,SANTA CLARA,CA,95131-2561,CA-17,65.0,624410.0,Asian,Not Hispanic or Latino,1.0,357912.0,,,,,,Corporation,456756,Cross River Bank,TEANECK,NJ,Male Owned,Non-Veteran,,359689.87,08/27/2021
6660318308,01/27/2021,920,PPS,ASPIRE ECE INC,12303 Ridgecrest Rd,Victorville,CA,92395-7747,09/24/2021,Paid in Full,60,100,356830.0,356830.0,0.0,,72601,"Zions Bank, A Division of",1 S Main St,SALT LAKE CITY,UT,84133-1109,U,Y,N,Existing or more than 2 years old,Victorville,SAN BERNARDINO,CA,92395-7747,CA-23,39.0,624410.0,Unanswered,Not Hispanic or Latino,1.0,356828.0,,,,,,Corporation,72601,"Zions Bank, A Division of",SALT LAKE CITY,UT,Female Owned,Non-Veteran,,358814.56,08/20/2021
7468107302,04/30/2020,912,PPP,"SUNSHINE USA GROUP, INC.",1929 Baker Place,San Jose,CA,95131,07/15/2021,Paid in Full,24,100,356597.0,356597.0,0.0,,122043,WebBank,"215 S State St, Ste 1000",SALT LAKE CITY,UT,84111-2336,U,N,N,Existing or more than 2 years old,San Jose,SANTA CLARA,CA,95131-1000,CA-17,65.0,624410.0,Asian,Not Hispanic or Latino,,356597.0,,,,,,Corporation,122043,WebBank,SALT LAKE CITY,UT,Female Owned,Non-Veteran,,360588.91,06/09/2021
9869208500,03/12/2021,914,PPS,MOUNT WASHINGTON PRE SCHOOL AND CHILD CARE INC.,4601 N Figueroa St,Los Angeles,CA,90065-3064,09/22/2021,Paid in Full,60,100,354737.5,354737.5,0.0,,123409,First Internet Bank of Indiana,8701 E 116th St,FISHERS,IN,46038,U,N,N,Existing or more than 2 years old,Los Angeles,LOS ANGELES,CA,90065-3064,CA-34,50.0,624410.0,Unanswered,Not Hispanic or Latino,,354737.5,,,,,,Non-Profit Organization,123409,First Internet Bank of Indiana,FISHERS,IN,Female Owned,Non-Veteran,Y,356383.09,09/01/2021
6966557110,04/14/2020,912,PPP,TUPAZ DAY CARE SERVICES INC.,3015 Union Ave,SAN JOSE,CA,95124-2006,08/06/2021,Paid in Full,24,100,353200.0,353200.0,0.0,,5060,Tri Counties Bank,63 Constitution Dr,CHICO,CA,95973-4937,U,N,N,Existing or more than 2 years old,SAN JOSE,SANTA CLARA,CA,95124-2006,CA-16,66.0,624410.0,Unanswered,Unknown/NotStated,,353200.0,,,,,,Corporation,5060,Tri Counties Bank,CHICO,CA,Unanswered,Unanswered,,357615.0,07/22/2021
7301347302,04/30/2020,912,PPP,"CALIFORNIA YOUNG WORLD, INC.",1110  FAIRWOOD AVE,SUNNYVALE,CA,94089-2311,08/19/2021,Paid in Full,24,100,350000.0,350000.0,0.0,,111717,United Security Bank,2126 Inyo St,Fresno,CA,93721,U,N,N,Existing or more than 2 years old,SUNNYVALE,SANTA CLARA,CA,94089-2311,CA-17,45.0,624410.0,Unanswered,Unknown/NotStated,,350000.0,,,,,,Non-Profit Organization,111717,United Security Bank,Fresno,CA,Unanswered,Unanswered,Y,354084.93,07/07/2021
5650028306,01/25/2021,912,PPS,CHILDREN'S PRESCHOOL CENTER,4000 Middlefield Rd Ste T1,Palo Alto,CA,94303-4762,10/13/2021,Paid in Full,60,100,349918.12,349918.12,0.0,,119056,Heritage Bank of Commerce,224 Airport Pkwy,SAN JOSE,CA,95110,U,N,N,Existing or more than 2 years old,Palo Alto,SANTA CLARA,CA,94303-4762,CA-16,30.0,624410.0,Unanswered,Unknown/NotStated,,349916.12,,,,,,Non-Profit Organization,119056,Heritage Bank of Commerce,SAN JOSE,CA,Female Owned,Non-Veteran,Y,352209.36,10/04/2021
6444277700,05/01/2020,914,PPP,MOUNT WASHINGTON PRESCHOOL AND CHILD CAR,4601 N FIGUEROA ST,LOS ANGELES,CA,90065-3064,04/16/2021,Paid in Full,24,100,349682.0,349682.0,0.0,,9551,"Bank of America, National Association","100 N Tryon St, Ste 170",CHARLOTTE,NC,28202-4024,U,N,N,New Business or 2 years or less,LOS ANGELES,LOS ANGELES,CA,90065-3064,CA-34,50.0,624410.0,Unanswered,Unknown/NotStated,,349682.0,,,,,,Non-Profit Organization,9551,"Bank of America, National Association",CHARLOTTE,NC,Unanswered,Unanswered,Y,352632.74,03/10/2021
3842928104,07/15/2020,912,PPP,EAGLE PEAK MONTESSORI SCHOOL,800 HUTCHINSON RD,WALNUT CREEK,CA,94598,05/22/2021,Paid in Full,60,100,348942.0,348942.0,0.0,,48270,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240-2031,U,N,N,Existing or more than 2 years old,WALNUT CREEK,CONTRA COSTA,CA,94598-0001,CA-10,39.0,624410.0,Unanswered,Unknown/NotStated,0.0,348942.0,0.0,0.0,0.0,0.0,0.0,Corporation,194093,"JPMorgan Chase Bank, National Association",CHICAGO,IL,Unanswered,Unanswered,,351611.21,04/26/2021
4678577003,04/04/2020,912,PPP,"HAPPY HOUND PLAY AND DAYCARE, INC.",2101 MANDELA PARKWAY,OAKLAND,CA,94607-1735,04/12/2022,Paid in Full,24,100,348500.0,348500.0,0.0,,44449,"PNC Bank, National Association",222 Delaware Ave,WILMINGTON,DE,19801-1621,U,Y,Y,Existing or more than 2 years old,OAKLAND,ALAMEDA,CA,94607-1735,CA-12,52.0,624410.0,White,Not Hispanic or Latino,87125.0,261375.0,,,,,,Corporation,760,First Source Federal Credit Union,Rome,NY,Female Owned,Non-Veteran,,355276.39,03/08/2022
9542168510,03/12/2021,920,PPS,UNIVERSITY MONTESSORI SCHOOL OF IRVINE,101 Russell Pl,Irvine,CA,92617-4052,11/19/2021,Paid in Full,60,100,347548.07,347548.07,0.0,,5479,Farmers & Merchants Bank of Long Beach,302 Pine Ave,LONG BEACH,CA,90802-2326,U,Y,N,Existing or more than 2 years old,Irvine,ORANGE,CA,92617-4052,CA-47,32.0,624410.0,Unanswered,Not Hispanic or Latino,1.0,347543.07,,,,,,Subchapter S Corporation,5479,Farmers & Merchants Bank of Long Beach,LONG BEACH,CA,Female Owned,Non-Veteran,,349471.49,10/06/2021
8509537304,05/01/2020,920,PPP,"AMERIMONT ACADEMY, INC.",PO Box 1168,Lake Arrowhead,CA,92352,09/06/2024,Charged Off,29,100,40994.0,347515.0,0.0,,121536,Customers Bank,40 General Warren Blvd,Malvern,PA,19355,U,N,N,Existing or more than 2 years old,Lake Arrowhead,SAN BERNARDINO,CA,92352-0001,CA-23,48.0,624410.0,Unanswered,Unknown/NotStated,,347515.0,,,,,,Corporation,121536,Customers Bank,Malvern,PA,Male Owned,Unanswered,,,
8042137700,05/01/2020,920,PPP,"UNIVERSITY MONTESSORI SCHOOL OF IRVINE, INC.",101 Russell Place,Irvine,CA,92617,05/19/2021,Paid in Full,60,100,347500.0,347500.0,0.0,,72601,"Zions Bank, A Division of",1 S Main St,SALT LAKE CITY,UT,84133-1109,U,Y,N,Existing or more than 2 years old,Irvine,ORANGE,CA,92617-2628,CA-47,36.0,624410.0,Unanswered,Not Hispanic or Latino,,347500.0,,,,,,Subchapter S Corporation,72601,"Zions Bank, A Division of",SALT LAKE CITY,UT,Male Owned,Non-Veteran,,350908.36,04/29/2021
8385788400,02/13/2021,912,PPS,HAPPY HALL SCHOOL,233 Santa Inez Ave,San Bruno,CA,94066-5212,03/18/2022,Paid in Full,60,100,346399.0,346399.0,0.0,,59698,Umpqua Bank,"445 SE Main St, First Fl",ROSEBURG,OR,97470-4934,U,N,Y,Existing or more than 2 years old,San Bruno,SAN MATEO,CA,94066-5212,CA-15,26.0,624410.0,White,Not Hispanic or Latino,1.0,346397.0,,,,,,Corporation,59698,Umpqua Bank,ROSEBURG,OR,Male Owned,Non-Veteran,,349663.69,02/07/2022
5679427708,05/01/2020,914,PPP,FOUNTAIN NURSERY SCHOOL INC,1128 N ORANGE GROVE AVE,WEST HOLLYWOOD,CA,90046-5309,01/20/2022,Paid in Full,24,100,377442.0,346287.0,0.0,,9551,"Bank of America, National Association","100 N Tryon St, Ste 170",CHARLOTTE,NC,28202-4024,U,Y,N,New Business or 2 years or less,WEST HOLLYWOOD,LOS ANGELES,CA,90046-5309,CA-30,34.0,624410.0,Unanswered,Unknown/NotStated,,346287.0,,,,,,Corporation,9551,"Bank of America, National Association",CHARLOTTE,NC,Unanswered,Unanswered,,351742.21,12/02/2021
8284468410,02/13/2021,912,PPS,HAPPY HOUND PLAY & DAYCARE INC.,2101 Mandela Pkwy,Oakland,CA,94607-1735,04/12/2022,Paid in Full,60,100,343897.0,343897.0,0.0,,44449,"PNC Bank, National Association",222 Delaware Ave,WILMINGTON,DE,19801-1621,U,Y,Y,Existing or more than 2 years old,Oakland,ALAMEDA,CA,94607-1735,CA-12,20.0,624410.0,White,Not Hispanic or Latino,1.0,343894.0,,,,,,Corporation,760,First Source Federal Credit Union,Rome,NY,Female Owned,Non-Veteran,,347574.79,03/09/2022
9586618505,03/12/2021,942,PPS,CARING CORNER OF BAKERSFIELD INC.,4801 Truxtun Ave,Bakersfield,CA,93309-0605,12/18/2021,Paid in Full,60,100,343555.0,343555.0,0.0,,48270,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240-2031,U,N,N,Existing or more than 2 years old,Bakersfield,KERN,CA,93309-0605,CA-20,40.0,624410.0,Unanswered,Unknown/NotStated,1.0,343551.0,,,,,,Subchapter S Corporation,48270,"JPMorgan Chase Bank, National Association",COLUMBUS,OH,Unanswered,Unanswered,,345836.97,11/16/2021
3028777106,04/11/2020,912,PPP,GEOKIDS,345 Middlefield Rd,Menlo Park,CA,94025-3561,12/17/2020,Paid in Full,24,100,342900.0,342900.0,0.0,,484528,"CRF Small Business Loan Company, LLC",801 Nicollet Mall Suite 1700 West,MINNEAPOLIS,MN,55402,U,N,N,Existing or more than 2 years old,Menlo Park,SAN MATEO,CA,94025-3561,CA-16,27.0,624410.0,Unanswered,Unknown/NotStated,,286200.0,,56700.0,,,,Non-Profit Organization,484528,"CRF Small Business Loan Company, LLC",MINNEAPOLIS,MN,Unanswered,Unanswered,Y,344731.93,11/03/2020
2424988310,01/20/2021,920,PPS,TURTLE ROCK PRESCHOOL INC.,1,IRVINE,CA,92612,07/16/2021,Paid in Full,60,100,342625.0,342625.0,0.0,,529471,Itria Ventures LLC,"One Penn Plaza, Suite 4530",New York,NY,10119,U,Y,N,Existing or more than 2 years old,IRVINE,ORANGE,CA,92612,CA-45,43.0,624410.0,Unanswered,Unknown/NotStated,1.0,342623.0,,,,,,Corporation,529471,Itria Ventures LLC,New York,NY,Male Owned,Non-Veteran,,344090.67,06/29/2021
6939547101,04/14/2020,912,PPP,WAH MEI SCHOOL,1400 Judah St,San Francisco,CA,94122-1824,08/26/2021,Paid in Full,24,100,342082.0,342082.0,0.0,,120838,Community Bank of the Bay,"180 Grand Ave, Ste 120",OAKLAND,CA,94612-3766,U,N,N,Existing or more than 2 years old,San Francisco,SAN FRANCISCO,CA,94122-1824,CA-11,82.0,624410.0,Unanswered,Unknown/NotStated,,342082.0,,,,,,Non-Profit Organization,120838,Community Bank of the Bay,OAKLAND,CA,Unanswered,Unanswered,Y,346662.1,08/10/2021
6902957102,04/14/2020,920,PPP,"TURTLE ROCK PRESCHOOL, INC.",1 Concordia,IRVINE,CA,92620,02/20/2021,Paid in Full,60,100,340500.0,340500.0,0.0,,72601,"Zions Bank, A Division of",1 S Main St,SALT LAKE CITY,UT,84133-1109,U,N,N,Existing or more than 2 years old,IRVINE,ORANGE,CA,92620-0200,CA-47,38.0,624410.0,Unanswered,Unknown/NotStated,,340500.0,,,,,,Corporation,72601,"Zions Bank, A Division of",SALT LAKE CITY,UT,Male Owned,Non-Veteran,,343037.42,01/14/2021
4943087708,05/01/2020,912,PPP,CHATHAM SCHOOL INC,4359 39TH AVE,OAKLAND,CA,94619,11/19/2021,Paid in Full,24,100,334649.0,334649.0,0.0,,12096,"Wells Fargo Bank, National Association",101 N Philips Ave,SIOUX FALLS,SD,57104-6738,U,N,Y,Existing or more than 2 years old,OAKLAND,ALAMEDA,CA,94619-0001,CA-12,45.0,624410.0,White,Unknown/NotStated,,334649.0,,,,,,Corporation,12096,"Wells Fargo Bank, National Association",SIOUX FALLS,SD,Female Owned,Non-Veteran,,339389.1,10/06/2021
9127698508,03/12/2021,912,PPS,PREFUND.ORG,1459 18th St # 216,San Francisco,CA,94107-2801,09/25/2021,Paid in Full,23,100,334400.0,334400.0,0.0,,484528,"CRF Small Business Loan Company, LLC",801 Nicollet Mall Suite 1700 West,MINNEAPOLIS,MN,55402,U,N,N,Existing or more than 2 years old,San Francisco,SAN FRANCISCO,CA,94107-2801,CA-11,26.0,624410.0,Unanswered,Unknown/NotStated,1.0,334399.0,,,,,,Non-Profit Organization,484528,"CRF Small Business Loan Company, LLC",MINNEAPOLIS,MN,Unanswered,Unanswered,Y,335673.47,08/03/2021
5129298806,04/17/2021,931,PPS,EL RANCHO SCHOOL,5636 El Camino Ave,Carmichael,CA,95608-5116,10/11/2022,Paid in Full,60,100,334082.0,334082.0,0.0,,21442,BMO Bank National Association,320 S Canal St,Chicago,IL,60606,U,N,Y,Existing or more than 2 years old,Carmichael,SACRAMENTO,CA,95608-5116,CA-06,13.0,624410.0,White,Unknown/NotStated,1.0,334076.0,,,,,,Corporation,14315,BMO Bank National Association,San Francisco,CA,Female Owned,Unanswered,,317925.69,07/20/2022
2660958401,02/03/2021,914,PPS,CHILD DEVELOPMENT CONSORTIUM OF LOS ANGELES INC.,1125 W 6th St Ste 502,Los Angeles,CA,90017-1814,09/24/2021,Paid in Full,60,100,332615.0,332615.0,0.0,,199896,"Grow America Fund, Incorporated",633 3rd Ave Suite 19J,NEW YORK,NY,10017,U,Y,Y,Existing or more than 2 years old,Los Angeles,LOS ANGELES,CA,90017-1814,CA-34,49.0,624410.0,Unanswered,Unknown/NotStated,1.0,332611.0,,,,,,Non-Profit Childcare Center,199896,"Grow America Fund, Incorporated",NEW YORK,NY,Unanswered,Unanswered,Y,334148.72,07/20/2021
6694987704,05/01/2020,914,PPP,LITTLE SHEPHERD'S LEARNING CENTER,19700 Rinaldi Street,Porter Ranch,CA,91326,02/19/2021,Paid in Full,24,100,331400.0,331400.0,0.0,,49274,"Citibank, N.A.",5800 S. Corporate Place,Sioux Falls,SD,57108,U,N,N,Existing or more than 2 years old,Porter Ranch,LOS ANGELES,CA,91326-1000,CA-27,37.0,624410.0,Unanswered,Unknown/NotStated,,331400.0,,,,,,Non-Profit Organization,49274,"Citibank, N.A.",Sioux Falls,SD,Unanswered,Unanswered,Y,333563.31,12/30/2020
2276987703,05/01/2020,914,PPP,"K-STEP MONTESSORI, INC.",12900 CROSSROADS PKWY S,CITY INDUSTRY,CA,91746,03/18/2022,Paid in Full,24,100,328652.0,328652.0,0.0,,48270,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240-2031,U,N,N,Existing or more than 2 years old,CITY INDUSTRY,LOS ANGELES,CA,91746-0001,CA-31,55.0,624410.0,Asian,Not Hispanic or Latino,2162.0,305045.0,,8050.0,,13395.0,,Corporation,194093,"JPMorgan Chase Bank, National Association",CHICAGO,IL,Female Owned,Unanswered,,327561.14,10/28/2021
4769027705,05/01/2020,912,PPP,PLAY N LEARN PRESCHOOL INC,3800 NARVAEZ AVE,SAN JOSE,CA,95136,07/14/2021,Paid in Full,24,100,327082.0,327082.0,0.0,,12096,"Wells Fargo Bank, National Association",101 N Philips Ave,SIOUX FALLS,SD,57104-6738,U,N,Y,Unanswered,SAN JOSE,SANTA CLARA,CA,95136-1001,CA-16,42.0,624410.0,White,Not Hispanic or Latino,,327082.0,,,,,,Corporation,12096,"Wells Fargo Bank, National Association",SIOUX FALLS,SD,Unanswered,Unanswered,,330532.04,06/02/2021
1697467410,05/04/2020,942,PPP,HANSEL AND GRETEL DAY CARE INC,2729 W. Lake Van Ness Circle,Fresno,CA,93711,11/06/2021,Paid in Full,24,100,323432.0,323432.0,0.0,,14624,Westamerica Bank,1108 Fifth Ave,SAN RAFAEL,CA,94901-2916,U,N,N,Existing or more than 2 years old,Fresno,FRESNO,CA,93711-0100,CA-05,51.0,624410.0,Black or African American,Unknown/NotStated,,323432.0,,,,,,Corporation,14624,Westamerica Bank,SAN RAFAEL,CA,Male Owned,Non-Veteran,,327942.33,10/14/2021
3490267106,04/11/2020,914,PPP,"THE FIRST SCHOOL, LLC",1810 Broadway,SANTA MONICA,CA,90404-2810,10/15/2021,Paid in Full,24,100,317511.0,317511.0,0.0,,4924,City National Bank,555 S Flower St,LOS ANGELES,CA,90071-2300,U,N,N,Existing or more than 2 years old,SANTA MONICA,LOS ANGELES,CA,90404-2810,CA-36,30.0,624410.0,Unanswered,Unknown/NotStated,,317511.0,,,,,,Limited  Liability Company(LLC),4924,City National Bank,LOS ANGELES,CA,Male Owned,Unanswered,,321947.46,09/22/2021
5181157005,04/05/2020,954,PPP,"NEXT GENERATION EDUCATIONAL CENTER, INC.",1471 GRANITE HILLS DR,EL CAJON,CA,92019-3208,02/18/2021,Paid in Full,24,100,371300.0,317100.0,0.0,,444953,CalPrivate Bank,9404 Genesee Ave Ste 100,LA JOLLA,CA,92037-1353,U,Y,Y,Existing or more than 2 years old,EL CAJON,SAN DIEGO,CA,92019-3208,CA-51,72.0,624410.0,White,Not Hispanic or Latino,4000.0,278500.0,,33600.0,,1000.0,,Corporation,444953,CalPrivate Bank,LA JOLLA,CA,Female Owned,Non-Veteran,,319428.3,01/11/2021
1929687700,05/01/2020,912,PPP,WOODBRIDGE CHILDREN'S CENTER,1200 Morello Park Drive,MARTINEZ,CA,94553,08/20/2021,Paid in Full,24,100,316817.0,316817.0,0.0,,48270,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240-2031,U,N,N,Existing or more than 2 years old,MARTINEZ,CONTRA COSTA,CA,94553-0001,CA-08,46.0,624410.0,Unanswered,Unknown/NotStated,,310862.0,,,,5955.0,,Corporation,194093,"JPMorgan Chase Bank, National Association",CHICAGO,IL,Unanswered,Unanswered,,320646.26,07/20/2021
2651767209,04/16/2020,931,PPP,STORYBOOK COTTAGE INC.,302 Etchingham Ct,ROSEVILLE,CA,95747,12/18/2021,Paid in Full,24,100,316400.0,316400.0,0.0,,59698,Umpqua Bank,"445 SE Main St, First Fl",ROSEBURG,OR,97470-4934,U,N,N,Existing or more than 2 years old,ROSEVILLE,PLACER,CA,95747-3500,CA-03,49.0,624410.0,Unanswered,Unknown/NotStated,,316400.0,,,,,,Limited  Liability Company(LLC),59698,Umpqua Bank,ROSEBURG,OR,Female Owned,Non-Veteran,,321427.73,11/26/2021
1981237103,04/10/2020,912,PPP,CLAREMONT DAY NURSERIES INC,2845 WOOLSEY ST,BERKELEY,CA,94705-2608,10/13/2021,Paid in Full,24,100,315345.0,315345.0,0.0,,119056,Heritage Bank of Commerce,224 Airport Pkwy,SAN JOSE,CA,95110,U,N,N,Existing or more than 2 years old,BERKELEY,ALAMEDA,CA,94705-2608,CA-12,25.0,624410.0,Unanswered,Unknown/NotStated,,315345.0,,,,,,Corporation,119056,Heritage Bank of Commerce,SAN JOSE,CA,Unanswered,Non-Veteran,,319725.27,09/10/2021
7703848407,02/12/2021,912,PPS,CLAREMONT DAY NURSERIES INC.,2845 Woolsey St,Berkeley,CA,94705-2608,03/08/2022,Paid in Full,60,100,315345.0,315345.0,0.0,,119056,Heritage Bank of Commerce,224 Airport Pkwy,SAN JOSE,CA,95110,U,N,N,Existing or more than 2 years old,Berkeley,ALAMEDA,CA,94705-2608,CA-12,25.0,624410.0,Unanswered,Unknown/NotStated,,315344.0,,,,,,Corporation,119056,Heritage Bank of Commerce,SAN JOSE,CA,Unanswered,Unanswered,,318412.05,02/08/2022
3163697708,05/01/2020,914,PPP,BEACH CITIES MONTESSORI,2233 E EL SEGUNDO BLVD,EL SEGUNDO,CA,90245,05/21/2021,Paid in Full,24,100,315000.0,315000.0,0.0,,48270,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240-2031,U,N,N,New Business or 2 years or less,EL SEGUNDO,LOS ANGELES,CA,90245-0001,CA-36,26.0,624410.0,Unanswered,Unknown/NotStated,,220000.0,,65000.0,,30000.0,,Limited  Liability Company(LLC),194093,"JPMorgan Chase Bank, National Association",CHICAGO,IL,Unanswered,Unanswered,,318095.58,04/28/2021
7088447003,04/07/2020,920,PPP,"MY FIRST MONTESSORI, INC.",19118 BROOKHURST ST,HUNTINGTON BEACH,CA,92646-2554,05/18/2022,Paid in Full,16,100,313317.0,313317.0,0.0,,9551,"Bank of America, National Association","100 N Tryon St, Ste 170",CHARLOTTE,NC,28202-4024,U,N,N,Existing or more than 2 years old,HUNTINGTON BEACH,ORANGE,CA,92646-2554,CA-47,46.0,624410.0,Asian,Not Hispanic or Latino,,313317.0,,,,,,Corporation,9551,"Bank of America, National Association",CHARLOTTE,NC,Female Owned,Non-Veteran,,304042.28,12/02/2021
2488218508,02/20/2021,931,PPS,"LITTLE BLOSSOM MONTESSORI SCHOOL, INC.",2075 Arena Blvd,Sacramento,CA,95834-2310,07/14/2022,Paid in Full,60,100,309367.0,309367.0,0.0,,21442,BMO Bank National Association,320 S Canal St,Chicago,IL,60606,U,N,N,Existing or more than 2 years old,Sacramento,SACRAMENTO,CA,95834-2310,CA-06,46.0,624410.0,Asian,Unknown/NotStated,1.0,309362.0,,,,,,Corporation,14315,BMO Bank National Association,San Francisco,CA,Female Owned,Non-Veteran,,311188.82,05/16/2022
6379107709,05/01/2020,912,PPP,"FOR LEARNING, INC.",1300 MEDICAL CENTER DR,ROHNERT PARK,CA,94928-2903,03/17/2021,Paid in Full,24,100,180322.0,308741.0,0.0,,9551,"Bank of America, National Association","100 N Tryon St, Ste 170",CHARLOTTE,NC,28202-4024,U,N,N,New Business or 2 years or less,ROHNERT PARK,SONOMA,CA,94928-2903,CA-04,54.0,624410.0,Unanswered,Unknown/NotStated,,308741.0,,,,,,Corporation,9551,"Bank of America, National Association",CHARLOTTE,NC,Unanswered,Unanswered,,311117.88,02/12/2021
6845447105,04/14/2020,912,PPP,RAAS - CALIFORNIA LLC,1496 Hamilton Ave,SAN JOSE,CA,95125-4535,04/21/2021,Paid in Full,24,100,308500.0,308500.0,0.0,Primrose Schools,317920,Western Alliance Bank,1 E Washington St,PHOENIX,AZ,85004-2492,U,N,N,Existing or more than 2 years old,SAN JOSE,SANTA CLARA,CA,95125-4535,CA-16,31.0,624410.0,Unanswered,Unknown/NotStated,,308500.0,,,,,,Limited  Liability Company(LLC),317920,Western Alliance Bank,PHOENIX,AZ,Unanswered,Unanswered,,311439.32,03/31/2021
1218048805,04/09/2021,912,PPS,RAAS-CALIFORNIA LLC,1496 Hamilton Ave,San Jose,CA,95125-4535,04/15/2022,Paid in Full,59,100,306550.0,306550.0,0.0,Primrose Schools,317920,Western Alliance Bank,1 E Washington St,PHOENIX,AZ,85004-2492,U,N,N,Existing or more than 2 years old,San Jose,SANTA CLARA,CA,95125-4535,CA-16,32.0,624410.0,Unanswered,Unknown/NotStated,,306548.0,,,,,,Limited  Liability Company(LLC),317920,Western Alliance Bank,PHOENIX,AZ,Unanswered,Unanswered,,309530.35,03/31/2022
8192348401,02/13/2021,920,PPS,AJDC INC,20221 SW Cypress St,Newport Beach,CA,92660-0714,02/17/2022,Paid in Full,60,100,306187.0,306187.0,0.0,,9551,"Bank of America, National Association","100 N Tryon St, Ste 170",CHARLOTTE,NC,28202-4024,U,N,N,Existing or more than 2 years old,Newport Beach,ORANGE,CA,92660-0714,CA-47,25.0,624410.0,Unanswered,Not Hispanic or Latino,1.0,306184.0,,,,,,Corporation,9551,"Bank of America, National Association",CHARLOTTE,NC,Female Owned,Non-Veteran,,308871.38,01/03/2022
3589408401,02/05/2021,912,PPS,SYNERGIA EDUCATIONAL FOUNDATION,5200 Dent Ave,San Jose,CA,95118-2258,12/18/2021,Paid in Full,60,100,305837.0,305837.0,0.0,,12096,"Wells Fargo Bank, National Association",101 N Philips Ave,SIOUX FALLS,SD,57104-6738,U,N,N,Existing or more than 2 years old,San Jose,SANTA CLARA,CA,95118-2258,CA-16,26.0,624410.0,Unanswered,Unknown/NotStated,1.0,305832.0,,,,,,Corporation,12096,"Wells Fargo Bank, National Association",SIOUX FALLS,SD,Male Owned,Non-Veteran,,308183.15,11/16/2021
3796268508,02/24/2021,942,PPS,NEW LIFE DISCOVERY SCHOOLS INC.,1865 Herndon Ave K-335,Clovis,CA,93611-6109,07/23/2021,Paid in Full,60,100,304642.0,304642.0,0.0,,21442,BMO Bank National Association,320 S Canal St,Chicago,IL,60606,U,N,N,Existing or more than 2 years old,Clovis,FRESNO,CA,93611-6109,CA-20,71.0,624410.0,Black or African American,Unknown/NotStated,1.0,304639.0,,,,,,Subchapter S Corporation,14315,BMO Bank National Association,San Francisco,CA,Female Owned,Non-Veteran,,305564.39,06/15/2021
