facility_type,facility_number,facility_name,licensee,facility_administrator,facility_telephone_number,facility_address,facility_city,facility_state,facility_zip,county_name,regional_office,facility_capacity,facility_status,license_first_date,closed_date,file_date
child_care_centers,198012085,BRIGHT HORIZONS LOS ANGELES HOPE STREET,BRIGHT HORIZONS CHIDREN'S CENTERS LLC,SAMANTHA MASSENGALE,(213) 623-0072,550 SOUTH HOPE STREET,LOS ANGELES,CA,90071,LOS ANGELES,33,8,CLOSED,6/2/2006,11/12/2024,5252025
child_care_centers,198019148,BRIGHT START CHILD DEVELOPMENT CENTER,CHILDCARE MANAGEMENT LLC,"SARIAN, SABRINA",(818) 957-1517,3212 LA CRESCENTA AVE,GLENDALE,CA,91208,LOS ANGELES,33,10,CLOSED,1/9/2017,12/9/2024,5252025
child_care_centers,13423133,BRIGHT START MONTESSORI PRESCHOOL,"DE ALWIS, SAMUDRA & DE ALWIS, NAUTIKA","DE ALWIS, SAMUDRA",(510) 932-6435,1600 SOLANO AVENUE,ALBANY,CA,94707,ALAMEDA,2,10,CLOSED,9/28/2022,4/6/2023,5252025
child_care_centers,376300343,BUDS AND BLOSSOMS PRESCHOOL LLC,"BOLES,NIKKI","BOLES,NIKKI",(760) 645-3044,420 N EL CAMINO REAL SUITE 102,OCEANSIDE,CA,92058,SAN DIEGO,10,12,CLOSED,,10/20/2021,5252025
child_care_centers,93623366,BUILDING KIDZ EL DORADO HILLS,BUCCOLA INVESTMENTS INC,"SANTOS, ANNIE",(916) 358-5276,5041 ROBERT J MATTHEWS PRKY200,EL DORADO HILLS,CA,95762,EL DORADO,3,12,CLOSED,12/18/2019,1/19/2022,5252025
child_care_centers,15700628,BUILDING KIDZ OF DUBLIN,"BUILDING KIDZ FAMILY OF DUBLIN, LLC","SANCHEZ, ASHLEY",(925) 232-4441,6351 DUBLIN BOULEVARD,DUBLIN,CA,94568,ALAMEDA,52,12,CLOSED,,3/19/2024,5252025
child_care_centers,434417305,BUILDING KIDZ OF SANTA CLARA,AB KIDS LLC,AJANTA DAS,(408) 758-8804,"1500 LOS PADRES BLVD,#110,#111",SANTA CLARA,CA,95050,SANTA CLARA,7,12,CLOSED,5/23/2023,1/12/2025,5252025
child_care_centers,197494514,BUMO-CENTURY CITY,"NYGUYEN, JOAN",JOAN NGUYEN,(310) 430-0280,10250 SANTA MONICA BLVD #2860,CENTURY CITY,CA,90067,LOS ANGELES,58,12,CLOSED,,10/19/2020,5252025
child_care_centers,197494728,BUMO - CENTURY CITY,PARC VENTURES INC DBA BUMO,DARLENE DAVIS-AYALA,(424) 500-8556,10250 SANTA MONICA BLVD. #2860,LOS ANGELES,CA,90067,LOS ANGELES,58,12,CLOSED,6/25/2021,12/31/2024,5252025
child_care_centers,23624107,BUSY BEARS DAYCARE,"BEAR VALLEY PARENTS GROUP, INC.",UNKNOWN,(415) 934-8044,265 BEAR VALLEY ROAD #3,BEAR VALLEY,CA,95223,ALPINE,3,10,CLOSED,,12/3/2021,5252025
child_care_centers,23624377,BUSY BEARS PLAY SCHOOL,BUSY BEARS PLAY SCHOOL INFANT,"MATHEWS, MARIAH",(209) 768-7299,265 BEAR VALLEY ROAD #3,BEAR VALLEY,CA,95223,ALPINE,3,9,CLOSED,,2/10/2023,5252025
child_care_centers,93623762,BUZY BEEZ LLC,BUZY BEES LLC,"ROBERTS, SHANNON",(530) 497-5248,2869 COLD SPRINGS ROAD,PLACERVILLE,CA,95667,EL DORADO,3,4,CLOSED,,11/6/2020,5252025
child_care_centers,503603688,BYRON F. TODD CHRISTIAN SCHOOL,FIRST SOUTHERN BAPTIST CHURCH,"KEDDY, MARGARET",(209) 874-1812,116 E STREET,WATERFORD,CA,95386,STANISLAUS,4,6,INACTIVE,2/10/1999,,5252025
child_care_centers,384004625,C5 FOX PLAZA INFANT CENTER,C5 CHILDREN'S SCHOOL,"MCGEE, ASAKO",(415) 340-0421,"1390 MARKET STREET, SUITE 110",SAN FRANCISCO,CA,94102,SAN FRANCISCO,5,12,CLOSED,11/10/2022,3/23/2023,5252025
child_care_centers,426215608,CAC-CARPINTERIA INFANT AND TODDLER CENTER,COMMUNITY ACTION COMMISION OF SANTA BARBARA COUNTY,LUCIA TORRES,(805) 964-8857,5201 EIGTH ST. ROOM 205,CARPINTERIA,CA,93013,SANTA BARBARA,17,12,CLOSED,10/1/2018,10/12/2022,5252025
child_care_centers,153810058,CAL STATE UNIVERSITY BAKERSFIELD CHILDREN'S CENTER,"CSUB STUDENT-CENTERED ENTERPRISES, INC.","OTERO, CYNTHIA",(559) 654-3165,9001 STOCKDALE HWY,BAKERSFIELD,CA,93311,KERN,57,12,CLOSED,6/14/2019,11/3/2021,5252025
child_care_centers,198400438,CALIFORNIA KIDS ACADEMY LLC,DELACI WITHERSPOON,DELACI WITHERSPOON,(562) 980-0207,1604 E. SOUTH ST,LONG BEACH,CA,90805,LOS ANGELES,54,10,CLOSED,,2/28/2022,5252025
child_care_centers,364844217,CALVARY CHAPEL LAKE ARROWHEAD ROCK INFANT CENTER,CALVARY CHAPEL LAKE ARROWHEAD,"GREEN, SANDY",(909) 337-2468,101 GRANDVIEW ROAD,TWIN PEAKS,CA,92391,SAN BERNARDINO,12,6,CLOSED,8/1/2017,7/1/2024,5252025
child_care_centers,434413591,CAMPBELL CHILD DEVELOPMENT CENTER,"CAMPBELL CHILD DEVELOPMENT CENTERS, INC.",ELLEN WILLIAMS,(408) 371-9310,1063 FEWTRELL DRIVE,CAMPBELL,CA,95008,SANTA CLARA,7,9,CLOSED,9/6/2013,11/1/2020,5252025
child_care_centers,525405941,CATERPILLAR COTTAGE,NORTHERN CA CHILD DEVELOPMENT INC.,"SMITH, CHARLENE",(530) 737-1018,"415 ANTELOPE BLVD., SUITE A",RED BLUFF,CA,96080,TEHAMA,13,8,INACTIVE,9/27/2010,,5252025
child_care_centers,384004424,CCFC-GOLDEN GATE CENTER,CROSS CULTURAL FAMILY CENTER,DOROTHY LEE GRAHAM-GRANT,(415) 921-7019,1455 GOLDEN GATE AVENUE,SAN FRANCISCO,CA,94115,SAN FRANCISCO,5,12,CLOSED,,6/23/2021,5252025
child_care_centers,198011350,CDCLA - TINY DOTS EARLY EDUCATION CENTER,CHILD DEVELOPMENT CONSORTIUM OF LOS ANGELES,ELIZABETH GALLION AVALOS,(213) 897-0049,100 S. MAIN STREET,LOS ANGELES,CA,90012,LOS ANGELES,33,13,CLOSED,7/1/2005,8/31/2023,5252025
child_care_centers,414005054,CHALLENGE SCHOOL FC CAMPUS,CHALLENGE SCHOOL,"CHANG, SALLY",(650) 574-6878,1130 BALCLUTHA DRIVE,FOSTER CITY,CA,94404,SAN MATEO,5,5,CLOSED,11/17/2023,4/18/2024,5252025
child_care_centers,304371644,"CHILDREN'S COURTYARD, THE","CHILDREN'S COURTYARD, INC., THE","MILLER, MICHELLE",(949) 297-8988,27732 VISTA DEL LAGO,MISSION VIEJO,CA,92692,ORANGE,6,8,CLOSED,,9/12/2023,5252025
child_care_centers,376701532,CHILDREN'S LEARNING CENTER,HEALTHY SOLUTIONS,MARGARET SANBORN,(858) 380-7099,"5001 WILLOWS RD, SPACE J107",ALPINE,CA,91901,SAN DIEGO,20,8,CLOSED,,9/22/2022,5252025
child_care_centers,376701511,CHILDREN'S LEARNING CENTER,HEALTHY SOLUTIONS,MARGARET SANBORN,(858) 380-7099,"5005 WILLOWS ROAD, SPACE J017",ALPINE,CA,91901,SAN DIEGO,20,8,CLOSED,,3/23/2022,5252025
child_care_centers,376701455,CHILDREN'S LEARNING INFANT CENTER,CHILDREN'S LEARNING CENTER LLC,TERRI BERCASIO,(619) 213-9356,"5005 WILLOWS ROAD, SUITE 229",ALPINE,CA,91901,SAN DIEGO,20,10,CLOSED,,7/7/2021,5252025
child_care_centers,198006021,CHILDREN'S MONTESSORI CENTER OF VIA VERDE,ZAFIRA FIRDOSY,"GULZAMAN, CRYSTAL",(909) 599-2224,1190 VIA VERDE,SAN DIMAS,CA,91773,LOS ANGELES,33,10,CLOSED,8/22/2000,11/30/2020,5252025
child_care_centers,304370354,CHILDREN'S MONTESSORI CENTER OF YORBA LINDA,"JAYARATNA, CHINTHA","WU, SUE-LYNN",(714) 528-0831,17550 YORBA LINDA BLVD.,YORBA LINDA,CA,92886,ORANGE,6,12,CLOSED,2/5/2008,12/6/2022,5252025
child_care_centers,304371589,CHILDREN'S MONTESSORI CENTER OF YORBA LINDA,HU &HAN LLC.,"FENG, SUMMER",(714) 528-0831,17550 YORBA LINDA BLVD.,YORBA LINDA,CA,92886,ORANGE,6,12,CLOSED,,8/4/2022,5252025
child_care_centers,376105118,CHILDREN'S PARADISE INC. - RAMONA,CHILDREN'S PARADISE INC.,JULIE LOWEN,(760) 407-8500,1122 B STREET,RAMONA,CA,92084,SAN DIEGO,51,8,CLOSED,,11/28/2022,5252025
child_care_centers,198001080,CHILDREN OF THE FUTURE CHRISTIAN DAY CARE-INFANT,"CRAWFORD, EVA & WILLIAMS, CELIA","WILLIAMS, CELIA G.",(323) 846-8700,915 E. MARTIN LUTHER KING BLVD,LOS ANGELES,CA,90011,LOS ANGELES,54,8,CLOSED,2/20/1996,12/29/2023,5252025
child_care_centers,343624783,CITRUS HEIGHTS MONTESSORI,CITRUS HEIGHTS MONTESSORI LLC,"YIP, MINDY",(916) 910-9145,8085 OAK AVENUE,CITRUS HEIGHTS,CA,95610,SACRAMENTO,3,8,CLOSED,,2/3/2023,5252025
child_care_centers,103810241,"CLOUD LEARNING CENTER, THE",BW CHILDCARE LLC,YVETTE HERNANDEZ,(559) 365-4004,2348 VENTURA ST,FRESNO,CA,93721,FRESNO,4,12,CLOSED,,4/20/2023,5252025
child_care_centers,493009959,CLOVERDALE EAGLETS PRESCHOOL & DAYCARE CENTER-INF,"BOEHM, JEANETTE","BOEHM, JEANETTE",(707) 894-6037,530 NORTH CLOVERDALE BLVD,CLOVERDALE,CA,95425,SONOMA,1,6,CLOSED,10/20/2020,10/1/2021,5252025
child_care_centers,444403545,COAST REDWOODS MONTESSORI,"KINSPIRATION, INC.",ALYSSA NUNEZ,(831) 461-9330,"255 MOUNT HERMON ROAD, SUITE B",SCOTTS VALLEY,CA,95066,SANTA CRUZ,7,8,CLOSED,7/27/1999,7/23/2024,5252025
child_care_centers,304370568,COLLEEN'S CUDDLE BUGS CHILD CARE,"DURAN, COLLEEN","DURAN, COLLEEN",(562) 266-1300,2100 EAST LAMBERT ROAD,LA HABRA,CA,90631,ORANGE,6,10,CLOSED,1/26/2010,2/3/2025,5252025
child_care_centers,334844995,COTTONWOOD MONTESSORI,COTTONWOOD MONTESSORI INC.,RANIE SIRWARDENA,(951) 687-5172,4174 MOBLEY AVE.,RIVERSIDE,CA,92505,RIVERSIDE,9,9,CLOSED,7/2/2018,6/15/2022,5252025
child_care_centers,45408081,CREATIVE CUBS PRESCHOOL AND DAYCARE,"PARKER, AMANDA","CONLEY, CHERYL",(530) 519-5499,"500 ORIENT STREET, SUITE 170",CHICO,CA,95928,BUTTE,13,4,CLOSED,5/2/2022,11/27/2023,5252025
child_care_centers,393622702,CREATIVE KIDS EARLY CARE & LEARNING CENTER,"CREATIVE CHILD CARE, INC.",CHERISE LOPEZ,(209) 825-5437,115 SOUTH POWERS AVENUE,MANTECA,CA,95336,SAN JOAQUIN,53,8,CLOSED,10/1/2018,11/28/2024,5252025
child_care_centers,376701093,CREATIVE LEARNING CENTER,"HERNANDEZ, MARIA",NIKKI BOLES,(760) 805-6478,420 NORTH EL CAMINO REAL,OCEANSIDE,CA,92058,SAN DIEGO,10,12,CLOSED,1/13/2015,9/9/2021,5252025
child_care_centers,384002192,CROSS CULTURAL FAM CTR(CCFC)-TENDERLOIN INFANT CTR,CROSS CULTURAL FAMILY CENTER,"DAVIDSON, FONDA",(415) 921-7019,333 TAYLOR STREET,SAN FRANCISCO,CA,94102,SAN FRANCISCO,5,9,INACTIVE,2/3/2012,,5252025
child_care_centers,503810157,CROSSROADS CHURCH,"REID, CHET","REID, CHET",(209) 667-1100,1360 N JOHNSON ROAD,TURLOCK,CA,95380,STANISLAUS,4,8,CLOSED,,1/15/2022,5252025
child_care_centers,198016591,CURTISCARE CHILD DEVELOPMENT PROGRAM,"CURTIS JENKINS PROGRAMS, INC.",SHERI PATTON,(310) 629-5929,20920 CHICO STREET,CARSON,CA,90746,LOS ANGELES,54,12,CLOSED,5/25/2012,6/15/2022,5252025
child_care_centers,304371259,DANA POINT MONTESSORI,"SWINSON, LENA","SWINSON, LENA",(949) 443-4213,33501 DEL OBISPO STREET,DANA POINT,CA,92629,ORANGE,6,6,CLOSED,4/5/2019,11/12/2021,5252025
child_care_centers,191609042,DEBBIE'S CHILD CARE DEVELOPMENT CENTER - INFANT,"JOHNSON, JEFF AND BAASHA",DEBRA JOHNSON YOUNG,(310) 671-4440,521 SO. OSAGE AVENUE,INGLEWOOD,CA,90301,LOS ANGELES,30,9,CLOSED,6/8/1993,6/6/2024,5252025
child_care_centers,153808190,DISCOVERY DEPOT,BETHANY SERV. CTR. D.B.A. BAKERSFIELD HOMELESS CTR,"FERGUSON, DECONDIA",(661) 324-0984,1620 E. TRUXTUN AVENUE,BAKERSFIELD,CA,93305,KERN,57,8,CLOSED,7/25/2005,9/14/2022,5252025
child_care_centers,283001947,DISCOVERY LAND CHILDREN'S CENTER-INFANT,PACIFIC UNION COLLEGE,ADA FUNES,(707) 965-2092,85 COLD SPRINGS RD.,ANGWIN,CA,94508,NAPA,1,6,CLOSED,8/29/1997,7/1/2022,5252025
child_care_centers,343608992,DISCOVERY TREE SCHOOL - MCCLATCHY CAMPUS,"DISCOVERY TREE SCHOOLS, INC.","SIMMONS, KOCHELLE",(916) 444-9404,1625 22ND STREET,SACRAMENTO,CA,95816,SACRAMENTO,3,12,CLOSED,5/1/2003,3/1/2021,5252025
child_care_centers,393620780,DON AVENUE EARLY CARE & LEARNING CENTER,CREATIVE CHILD CARE INC.,"YOR, SETA",(209) 951-5201,8121 DON AVENUE,STOCKTON,CA,95209,SAN JOAQUIN,53,12,CLOSED,9/28/2015,11/15/2024,5252025
child_care_centers,376700928,DOOR TO THE FUTURE PRESCHOOL - INFANT,"AVILA, JEANETTE",JEANETTE BRADLEY,(619) 258-5721,8964 NORTH MAGNOLIA AVENUE,SANTEE,CA,92071,SAN DIEGO,51,8,CLOSED,8/13/2012,1/14/2022,5252025
child_care_centers,434417049,DREAMERS DAY CARE,DREAMERS DAY CARE,YOUSUF HAMID,(707) 337-5674,2419 STEVENS CREEK BOULEVARD,SAN JOSE,CA,95128,SANTA CLARA,7,12,CLOSED,,12/16/2022,5252025
child_care_centers,515406398,E CENTER HS PGMS - LIVE OAK MAPLE PARK,E CENTER,"RODRIGUEZ, GUADALUPE",(530) 695-9164,2340 GUM ST,LIVE OAK,CA,95953,SUTTER,13,12,CLOSED,5/14/2013,2/10/2023,5252025
child_care_centers,493009673,EARLY HEAD START - KAWANA - INFANT,COMMUNITY ACTION PARTNERSHIP OF SONOMA CO.,SANDRA HERNANDEZ,(707) 527-3007,2014 MORAGA DRIVE,SANTA ROSA,CA,95404,SONOMA,1,8,CLOSED,12/11/2018,6/1/2024,5252025
child_care_centers,493010254,EARLY HEAD START 1 - LEWIS INF,COMMUNITY ACTION PARTNERSHIP OF SONOMA COUNTY,LISA GROCOTT,(707) 544-6911,2230 LOMITAS AVENUE,SANTA ROSA,CA,95404,SONOMA,1,8,CLOSED,,2/21/2024,5252025
child_care_centers,376700624,ENCINITAS SHINING STARS - INFANT,ENCINITAS SHINING STARS PRESCHOOL FOR THE ARTS INC,SHERRI SEGRE,(760) 436-5433,511 ENCINITAS BOULEVARD #114,ENCINITAS,CA,92024,SAN DIEGO,51,10,CLOSED,8/18/2009,5/4/2021,5252025
child_care_centers,376105049,ENCINITAS SHINING STARS INFANT CENTER,"ELLINS, PAUL",KIKUE N. & ALEXIS L.,(760) 436-5433,511 ENCINITAS BOULEVARD #114,ENCINITAS,CA,92024,SAN DIEGO,51,10,CLOSED,5/4/2021,11/3/2022,5252025
child_care_centers,198019338,EVERGREEN PRESCHOOL-INFANT,"CASK EPS, LLC","CHIN, LIN-SHAN",(626) 460-0468,2038 E. FOOTHILL BLVD,PASADENA,CA,91107,LOS ANGELES,33,9,CLOSED,7/6/2017,6/15/2020,5252025
child_care_centers,243808620,FAIRSIDE HEAD START,MERCED COUNTY OFFICE OF EDUCATION HEAD START,"CHAVEZ, ELVIA",(209) 381-5185,"""655 ""G"" ST""",MERCED,CA,95341,MERCED,4,8,CLOSED,11/10/2010,10/7/2020,5252025
child_care_centers,197494560,FAIRVIEW CHRISTIAN ACADEMY & ENRICHMENT CENTER,HOOPER'S FAMILY DAYCARE AND LEARNING CENTER,ROSHAWN T. HOOPER,(213) 910-8858,1215 N MARLBOROUGH AVE,INGLEWOOD,CA,90302,LOS ANGELES,30,9,CLOSED,7/30/2020,8/30/2023,5252025
child_care_centers,434400306,FAMILIAR FOOTSTEPS,"FAMILIAR FOOTSTEPS, INC.","COLLINS, JAMIE",(408) 225-0289,6097 COTTLE ROAD,SAN JOSE,CA,95123,SANTA CLARA,7,12,CLOSED,6/3/1997,9/8/2021,5252025
child_care_centers,304371672,FAMILY HEART PRESCHOOL CENTER LTD.,"HILL, TAMMY MARIE & BOONE, LIZA BREANNA","HILL, TAMMY MARIE",(657) 248-7064,1555 WEST COMMONWEALTH AVENUE,FULLERTON,CA,92833,ORANGE,6,7,CLOSED,,3/12/2025,5252025
child_care_centers,434412720,FAMILY SUPPORTIVE HOUSING-VOYAGER'S DAY CARE CTR,"FAMILY SUPPORTIVE HOUSING, INC.",PATRICIA CROWDER,(408) 926-8885,692 NORTH KING ROAD,SAN JOSE,CA,95133,SANTA CLARA,7,4,INACTIVE,11/20/2012,,5252025
child_care_centers,198003465,FIRST BAPTIST CHURCH DAY CARE,FIRST BAPTIST CHURCH OF ALHAMBRA,"HPAUYAM, CHARITY",(626) 570-1514,101 S. ATLANTIC BOULEVARD,ALHAMBRA,CA,91801,LOS ANGELES,33,8,CLOSED,10/1/1997,5/25/2021,5252025
child_care_centers,73405698,FIRST BAPTIST HEAD START - EAST LELAND COURT CTR,FIRST BAPTIST HEAD START,"ACOSTA, RAMONA",(925) 473-2035,2555 EAST LELAND ROAD,PITTSBURG,CA,94565,CONTRA COSTA,2,8,CLOSED,7/14/2009,8/11/2022,5252025
child_care_centers,364812055,FIRST PRESBYTERIAN CHILD CARE CENTER,FIRST PRESBYTERIAN CHURCH,SALLY EARP,(909) 881-3585,1900 N. D STREET,SAN BERNARDINO,CA,92405,SAN BERNARDINO,12,12,CLOSED,10/29/2002,5/23/2022,5252025
child_care_centers,283008926,FOOTHILLS CHRISTIAN PRESCHOOL AND INFANT CENTER,NO. CA. CONFERENCE OF SEVENTH DAY ADVENTISTS,"WHITESIDE, JULIETA",(707) 963-1069,711 SUNNYSIDE ROAD,ST. HELENA,CA,94574,NAPA,1,10,CLOSED,2/18/2015,10/1/2020,5252025
child_care_centers,343617543,FOREVER FRIENDS EARLY LEARNING CENTER,"BERRY, KRYSTAL","BERRY, KRYSTAL",(916) 912-0758,1390 FLORIN ROAD,SACRAMENTO,CA,95822,SACRAMENTO,3,8,CLOSED,7/7/2015,7/7/2020,5252025
child_care_centers,13422476,FREE TO BE ME CHILD CARE,JANETTE BILLINGSLEY,JANETTE BILLINGSLEY,(925) 292-8377,2828 MARINA AVE,LIVERMORE,CA,94550,ALAMEDA,52,9,CLOSED,11/27/2017,6/25/2020,5252025
child_care_centers,197495056,FULL STEAM AHEAD EARLY CHILDHOOD EDUCATION CENTER,IN MOM'S ARMS,ROSHOD HALL,(310) 701-3931,5856 WEST BLVD,LOS ANGELES,CA,90043,LOS ANGELES,58,4,CLOSED,,4/19/2022,5252025
child_care_centers,364841490,"FUNDAMENTALS ACADEMY INFANT PROGRAM, THE","FUNDAMENTALS PRESCHOOL ACADEMY INC., THE",EVELYN CHINCHILLA,(909) 887-1150,2424 KENDALL DRIVE,SAN BERNARDINO,CA,92407,SAN BERNARDINO,12,7,CLOSED,5/3/2012,5/26/2023,5252025
child_care_centers,198021391,FUTURE LEADERS SCHOOL,BERTHA GIRGIS,"GRIGIS, BERTHA",(626) 332-0532,1172 E. CYPRESS ST.,COVINA,CA,91724,LOS ANGELES,33,12,CLOSED,,1/19/2024,5252025
child_care_centers,434416373,GALVAN PARK INFANT CENTER,"GO KIDS, INC",MITSY NAVARRO,(408) 779-6553,17666 CREST AVENUE,MORGAN HILL,CA,95037,SANTA CLARA,7,12,CLOSED,8/20/2019,6/3/2020,5252025
child_care_centers,173010120,"GENERATIONS, LLC - INFANT","GENERATIONS, LLC",YVONNE QUINTERO,(707) 395-5437,650 E HWY,UPPER LAKE,CA,95485,LAKE,1,4,CLOSED,7/8/2022,5/7/2024,5252025
child_care_centers,343621269,"GLORY CHILDREN'S LEARNING CTR, INC (INF)","GLORY CHILDREN'S LEARNING CTR, INC","VELAGAPUDI, RAMA",(916) 515-8446,2641 COOPER WAY,SACRAMENTO,CA,95864,SACRAMENTO,3,12,CLOSED,6/30/2016,11/16/2021,5252025
child_care_centers,13423756,GOLDEN GATE LEARNING CENTER,KAYNAT LLC,SABRINA BHANDARI,(510) 525-4841,1450 SIXTH STREET,BERKELEY,CA,94710,ALAMEDA,2,12,CLOSED,,6/11/2024,5252025
child_care_centers,493010217,GRATON COMMUNITY PRESCHOOL,PACIFIC CHRISTIAN ACADEMY,TRUDY RODRIGUEZ,(707) 827-3333,8877 DONALD STREET,GRATON,CA,95444,SONOMA,1,8,CLOSED,,11/14/2022,5252025
child_care_centers,304371425,GREAT ADVENTURES LEARNING CENTER INC.,GREAT ADVENTURES LEARNING CENTER INC.,"JENSEN, SHARON A.",(714) 847-0844,7945 ALDRICH DRIVE,HUNTINGTON BEACH,CA,92647,ORANGE,6,8,CLOSED,2/11/2020,10/13/2023,5252025
child_care_centers,304371169,GREAT FOUNDATIONS MONTESSORI - TUSTIN,"GFM TUSTIN LEGACY, INC.","BRIONES, ANGELA",(174) 389-2460,15140 KENGSINGTON PARK DRIVE,TUSTIN,CA,92782,ORANGE,6,8,CLOSED,9/28/2017,2/19/2021,5252025
child_care_centers,426213395,GROWING BABIES,"GROWING BABIES, LLC",HEATHER ROBBINS,(805) 967-8318,487 NORTH TURNPIKE ROAD,SANTA BARBARA,CA,93111,SANTA BARBARA,17,4,CLOSED,8/2/2010,10/8/2020,5252025
child_care_centers,45407629,GROWING OAKS INFANT CENTER,"KAMMERER, CAITLIN","FOURNIER, KERRI",(530) 514-9477,115 OAK STREET,CHICO,CA,95928,BUTTE,13,8,CLOSED,12/2/2019,12/31/2021,5252025
child_care_centers,214005605,GUIDEPOST MONTESSORI AT MILL VALLEY,GUIDEPOST A LLC,"MILLER, ILSA",(949) 354-2259,40 RIDGE AVENUE,MILL VALLEY,CA,94941,MARIN,5,9,CLOSED,1/18/2022,7/15/2022,5252025
child_care_centers,198020264,GUMMY BEARS INFANT DAYCARE,GUMMY BEARS INFANT & TODDLERS DAYCARE LLC,DE'MEIR JONES,(818) 414-9988,3971 PENNSYLVANIA AVE,LA CRESCENTA,CA,91214,LOS ANGELES,33,6,CLOSED,1/30/2020,11/8/2021,5252025
child_care_centers,343623719,HAGGINWOOD ACADEMY,HAGGINWOOD ACADEMY LLC,"PRENTICE, E/ESCARREGA, R",(916) 696-7575,3240 MARYSVILLE BLVD,SACRAMENTO,CA,95815,SACRAMENTO,3,5,CLOSED,11/9/2020,10/29/2021,5252025
child_care_centers,406215821,HAND IN HAND PRESCHOOL AND INFANT CENTER,BATSON ELLA MARIE,ELLA MARIE BASTSON,(805) 543-8653,3172 JOHNSON AVE,SAN LUIS OBISPO,CA,93401,SAN LUIS OBISPO,17,12,CLOSED,12/10/2019,11/1/2024,5252025
child_care_centers,406216588,HAPPY FEET CHILDRENS CENTER,MELINDA RUTH GUZMAN,CHRISTINA COFFEE,(805) 458-5955,660-A CLARION CT,SAN LUIS OBISPO,CA,93401,SAN LUIS OBISPO,17,12,CLOSED,,4/22/2024,5252025
child_care_centers,304370995,HAPPY HIPPO PRE-SCHOOL,"GROWING TREE, LLC., THE","LY, CINDY & BANOS, P",(714) 624-2630,1401 S. ANAHEIM BLVD,ANAHEIM,CA,92805,ORANGE,6,9,CLOSED,4/24/2015,1/9/2023,5252025
child_care_centers,334846393,HAPPY WORLD PRESCHOOL,HAPPY WORLD PRESCHOOL,"CASTRO,JENNIFER",(951) 643-8657,2641 GREEN RIVER RD UNIT 101,CORONA,CA,92882,RIVERSIDE,9,12,CLOSED,,7/15/2024,5252025
child_care_centers,334846017,HAPPY WORLD PRESCHOOL-INFANT,ASMA FAROOQUI,ASMA FAROOQUI,(562) 219-1045,2641 GREEN RIVER RD UNIT 101,CORONA,CA,92882,RIVERSIDE,9,10,CLOSED,,3/5/2021,5252025
child_care_centers,380506509,HELEN HAWK CHILDREN'S CTR-COMPASS FAM SRVS INFANT,COMPASS FAMILY SERVICES,"PERLA, ELIZABETH",(415) 863-0681,111 PAGE STREET,SAN FRANCISCO,CA,94102,SAN FRANCISCO,5,8,CLOSED,1/31/1995,8/13/2024,5252025
child_care_centers,197750113,"HONEY BEES LEARNING ACADEMY, THE",GWENDOLYN R./REGINA A.,GWENDOLYN R/REGINA A,(661) 522-3527,2042 WEST AVENUE J,LANCASTER,CA,93536,LOS ANGELES,12,10,CLOSED,,10/1/2021,5252025
child_care_centers,198400137,HOPEE DAYCARE CENTER - INFANT,ALAKE TG LASISI,ALAKE TG LASISI,(626) 716-0122,6315 EASTERN AVENUE,BELL GARDENS,CA,90201,LOS ANGELES,54,8,CLOSED,,8/4/2020,5252025
child_care_centers,157750006,IMAGINATION SPRINGS,MICHELLE STORY,MICHELLE STORY,(619) 646-0926,27719 STALLION SPRINGS DR,TEHACHAPI,CA,93561,KERN,12,8,CLOSED,,1/25/2023,5252025
child_care_centers,376701407,INCARNATION LUTHERAN PRESCHOOL - INFANT,"SCHUBERT, SANDRA",PAULINA ESCAMILLA,(858) 675-7570,16889 ESPOLA ROAD,POWAY,CA,92064,SAN DIEGO,51,8,CLOSED,11/29/2018,10/27/2020,5252025
child_care_centers,198017907,INFANT CENTER OF LA VERNE UNITED METHODIST CHURCH,LA VERNE UNITED METHODIST CHURCH,"NIEVES, VALERIE",(909) 596-5369,3205 D STREET,LA VERNE,CA,91750,LOS ANGELES,33,12,CLOSED,7/24/2014,6/6/2024,5252025
child_care_centers,343624410,INSPIRING BEGINNING'S CHILDCARE CENTER,INSPIRING BEGINNING'S CHILDCARE CENTER (INF),"DAVIS, JOSETTE",(916) 614-9334,924 SAN JUAN ROAD,SACRAMENTO,CA,95834,SACRAMENTO,3,8,INACTIVE,8/18/2022,,5252025
child_care_centers,343623191,INSPIRING BEGINNINGS CHILDCARE CENTER,"DAVIS, JOSETTE","DAVIS, JOSETTE",(916) 614-9334,924 SAN JUAN ROAD,SACRAMENTO,CA,95834,SACRAMENTO,3,8,CLOSED,8/20/2019,8/19/2022,5252025
child_care_centers,197417605,IVIE LEAGUE CHRISTIAN PRESCHOOL,IVIE LEAGUE CHRISTIAN PRESCHOOL. INC,"WALLACE, KIMYA",(323) 294-5437,4827 CRENSHAW BLVD.,LOS ANGELES,CA,90043,LOS ANGELES,58,10,CLOSED,5/6/2011,10/1/2020,5252025
child_care_centers,192005972,IVIE LEAGUE CHRISTIAN PRESCHOOL (INFANT),MERCEDES HORNSBY & ALISA IVIE,MIESHA S. TRIPLETT,(323) 294-4447,4416 W. SLAUSON AVENUE,LOS ANGELES,CA,90043,LOS ANGELES,58,9,CLOSED,2/20/2001,11/17/2020,5252025
