facility_type,facility_number,facility_name,licensee,facility_administrator,facility_telephone_number,facility_address,facility_city,facility_state,facility_zip,county_name,regional_office,facility_capacity,facility_status,license_first_date,closed_date,file_date,address_normalized,full_address,fraud_score,fraud_flags,licensee_normalized,license_year
child_care_centers,543810119,FARMERSVILLE CHILD DEVELOPMENT CENTER 2,VDA INC.,"LOPEZ, GLORIA",(559) 594-5801,477 E ASH ST CLASS #17,FARMERSVILLE,CA,93223,TULARE,57,24,LICENSED,2020-11-04,,5252025,477 E ASH ST CLASS #17,"477 E ASH ST CLASS #17, FARMERSVILLE",0,,VDA INC.,2020.0
child_care_centers,103810185,FEOC RICHARD KEYES HEAD START,FRESNO EOC,SHELLY FEDERICO,(559) 263-1205,1620 W FAIRMONT AVE,FRESNO,CA,93705,FRESNO,4,80,LICENSED,2022-07-12,,5252025,1620 W FAIRMONT AVE,"1620 W FAIRMONT AVE, FRESNO",0,,FRESNO EOC,2022.0
child_care_centers,364846209,FERN ACADEMY EDUCATIONAL CHILDCARE,"FERN ACADEMY EDUCATIONAL CHILDCARE, INC.",LINGLIN HE,(909) 696-9638,6921 SCHAEFER AVENUE,CHINO,CA,91710,SAN BERNARDINO,9,148,LICENSED,2022-06-22,,5252025,6921 SCHAEFER AVENUE,"6921 SCHAEFER AVENUE, CHINO",0,,"FERN ACADEMY EDUCATIONAL CHILDCARE, INC.",2022.0
child_care_centers,198021091,FIREHOUSE SCHOOL PASADENA,"MARCELLINE, CATHERINE","MARCELLINE, CATHERINE",(626) 524-6477,1041 ALTADENA DR,PASADENA,CA,91107,LOS ANGELES,33,28,LICENSED,2022-11-30,,5252025,1041 ALTADENA DR,"1041 ALTADENA DR, PASADENA",2,DUPLICATE_ADDRESS; ,"MARCELLINE, CATHERINE",2022.0
child_care_centers,394500525,FIRST BAPTIST CHILD DEVELOPMENT CENTER,EL CONCILIO CALIFORNA,CARMEN BERNAL,(209) 644-2627,1511 CATHERINE AVENUE,ESCALON,CA,95320,SAN JOAQUIN,53,28,LICENSED,2022-01-11,,5252025,1511 CATHERINE AVENUE,"1511 CATHERINE AVENUE, ESCALON",2,DUPLICATE_ADDRESS; ,EL CONCILIO CALIFORNA,2022.0
child_care_centers,197495126,FIRST FLIGHT BY LA PETITE,LA PETITE ACADEMY,RENU VAN BATTUM,(310) 568-2743,9320 LINCOLN BLVD,LOS ANGELES,CA,90045,LOS ANGELES,30,35,LICENSED,2022-10-12,,5252025,9320 LINCOLN BLVD,"9320 LINCOLN BLVD, LOS ANGELES",3,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; ,LA PETITE ACADEMY,2022.0
child_care_centers,197494626,FIRST FRIENDS BY THE SEA,TRACIE WEST,"WEST, TRACIE",(310) 227-9613,6700 W. 83RD STREET,LOS ANGELES,CA,90045,LOS ANGELES,30,28,LICENSED,2020-12-18,,5252025,6700 W 83RD STREET,"6700 W 83RD STREET, LOS ANGELES",0,,TRACIE WEST,2020.0
child_care_centers,376701524,FLEUR DE LIS NURSERY SCHOOL,"FLEUR DE LIS SCHOOL, INCORPORATED",TINA SMITH,(619) 295-6781,3743 FRONT STREET,SAN DIEGO,CA,92103,SAN DIEGO,20,92,LICENSED,2022-09-19,,5252025,3743 FRONT STREET,"3743 FRONT STREET, SAN DIEGO",2,DUPLICATE_ADDRESS; ,"FLEUR DE LIS SCHOOL, INCORPORATED",2022.0
child_care_centers,198020458,FOOTHILL PROGRESSIVE MONTESSORI PRESCHOOL,FOOTHILL PROGRESSIVE MONTESSORI ACADEMY & INC.,SHAMALIE GOONEWARDENE,(818) 952-0129,4526 INDIANOLA WAY,LA CANADA,CA,91011,LOS ANGELES,33,20,LICENSED,2020-08-17,,5252025,4526 INDIANOLA WAY,"4526 INDIANOLA WAY, LA CANADA",0,,FOOTHILL PROGRESSIVE MONTESSORI ACADEMY & INC.,2020.0
child_care_centers,414004779,FOOTSTEPS @ REDWOOD CREEK,"FOOTSTEPS CHILD CARE, INC.","FOLETTA, JENNIFER",(650) 362-3132,715 BRADFORD STREET,REDWOOD CITY,CA,94063,SAN MATEO,5,60,LICENSED,2021-07-06,,5252025,715 BRADFORD STREET,"715 BRADFORD STREET, REDWOOD CITY",3,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; ,"FOOTSTEPS CHILD CARE, INC.",2021.0
child_care_centers,343623592,FOREVER FRIENDS EARLY LEARNING CENTER,"BARLATT, KRYSTAL","ROSS, MARQUISE",(916) 912-0758,"1355 FLORIN ROAD, STE.9",SACRAMENTO,CA,95822,SACRAMENTO,3,38,LICENSED,2020-07-07,,5252025,1355 FLORIN ROAD STE9,"1355 FLORIN ROAD STE9, SACRAMENTO",1,HIGH_VOLUME_LICENSEE; ,"BARLATT, KRYSTAL",2020.0
child_care_centers,343624451,FOREVER FRIENDS EARLY LEARNING CENTER,"BARLATT, KRYSTAL",KRYSTAL BARLATT,(916) 912-0758,8245 FERGUSON AVENUE #100,SACRAMENTO,CA,95828,SACRAMENTO,3,46,LICENSED,2022-12-23,,5252025,8245 FERGUSON AVENUE #100,"8245 FERGUSON AVENUE #100, SACRAMENTO",3,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; ,"BARLATT, KRYSTAL",2022.0
child_care_centers,364846079,FORTUNE PRESCHOOL,REX AND MARGARET FORTUNE SCHOOL OF EDUCATION,SAHLAH STORKS,(909) 884-1410,655 W 2ND ST,SAN BERNARDINO,CA,92410,SAN BERNARDINO,9,36,LICENSED,2022-07-28,,5252025,655 W 2ND ST,"655 W 2ND ST, SAN BERNARDINO",0,,REX AND MARGARET FORTUNE SCHOOL OF EDUCATION,2022.0
child_care_centers,344500446,FORTUNE PRESCHOOL,REX & MARGARET FORTUNE SCHOOL OF EDUCATION,MICHELLE ROY,(916) 793-3671,9424 BIG HORN BOULEVARD,ELK GROVE,CA,95758,SACRAMENTO,53,84,LICENSED,2022-04-07,,5252025,9424 BIG HORN BOULEVARD,"9424 BIG HORN BOULEVARD, ELK GROVE",0,,REX & MARGARET FORTUNE SCHOOL OF EDUCATION,2022.0
child_care_centers,344500636,FOULKS RANCH ELEMENTARY SCHOOL,ELK GROVE UNIFIED SCHOOL DISTRICT,JOSEPH DONOVAN,(916) 684-8177,6211 LAGUNA PARK DR,ELK GROVE,CA,95758,SACRAMENTO,53,24,LICENSED,2022-08-10,,5252025,6211 LAGUNA PARK DR,"6211 LAGUNA PARK DR, ELK GROVE",1,HIGH_VOLUME_LICENSEE; ,ELK GROVE UNIFIED SCHOOL DISTRICT,2022.0
child_care_centers,73408897,FOUNTAINHEAD MONTESSORI SCHOOL-PLEASANT HILL,"FOUNTAINHEAD, INC.","RIZVI, SUMAIRA",(925) 967-2655,1715 OAK PARK BOULEVARD,PLEASANT HILL,CA,94523,CONTRA COSTA,2,99,LICENSED,2021-03-02,,5252025,1715 OAK PARK BOULEVARD,"1715 OAK PARK BOULEVARD, PLEASANT HILL",1,HIGH_VOLUME_LICENSEE; ,"FOUNTAINHEAD, INC.",2021.0
child_care_centers,304371498,FREE CHAPEL PRESCHOOL,FREE CHAPEL,"IRVING, JENNIFER",(949) 385-7183,2777 MCGAW AVENUE,IRVINE,CA,92614,ORANGE,6,101,LICENSED,2021-08-20,,5252025,2777 MCGAW AVENUE,"2777 MCGAW AVENUE, IRVINE",0,,FREE CHAPEL,2021.0
child_care_centers,103810186,FRESNO EOC LA COLONIA HEAD START,FRESNO ECONOMIC OPPORTUNITIES COMMISSION,"PINEDA, ROSA M.",(559) 263-1205,"13660 MANNING AVE, STE 101",PARLIER,CA,93648,FRESNO,57,60,LICENSED,2022-06-21,,5252025,13660 MANNING AVE STE 101,"13660 MANNING AVE STE 101, PARLIER",1,HIGH_VOLUME_LICENSEE; ,FRESNO ECONOMIC OPPORTUNITIES COMMISSION,2022.0
child_care_centers,376300304,FRIENDLY CHILDREN'S GARDEN #2,"MARTINEZ HERNANDEZ,LAURA","CASTANEDA, JENNIFER",(760) 458-1510,2960 OCEANSIDE BLVD,OCEANSIDE,CA,92054,SAN DIEGO,10,46,LICENSED,2021-11-23,,5252025,2960 OCEANSIDE BLVD,"2960 OCEANSIDE BLVD, OCEANSIDE",2,DUPLICATE_ADDRESS; ,"MARTINEZ HERNANDEZ,LAURA",2021.0
child_care_centers,93624317,FROGGIE FRONTIER PRESCHOOL,KRISTIN JENNINGS,"JENNINGS, KRISTEN",(916) 667-1404,1001 OLSON LANE,EL DORADO HILLS,CA,95762,EL DORADO,3,36,LICENSED,2022-06-27,,5252025,1001 OLSON LANE,"1001 OLSON LANE, EL DORADO HILLS",2,DUPLICATE_ADDRESS; ,KRISTIN JENNINGS,2022.0
child_care_centers,304371519,FRONTIERS ACADEMY,FRONTIERS ACADEMY,"GONZALEZ, CYNTHIA",(714) 930-6638,102 BAKER STREET,COSTA MESA,CA,92626,ORANGE,6,50,LICENSED,2021-08-19,,5252025,102 BAKER STREET,"102 BAKER STREET, COSTA MESA",0,,FRONTIERS ACADEMY,2021.0
child_care_centers,493009877,FULTON COMMUNITY SCHOOL & FARM,CHILD FAMILY COMMUNITY INC.,RENEE WHITLOCK-HEMSOUVANH,(707) 523-8035,1225 FULTON ROAD,SANTA ROSA,CA,95401,SONOMA,1,75,LICENSED,2020-03-09,,5252025,1225 FULTON ROAD,"1225 FULTON ROAD, SANTA ROSA",0,,CHILD FAMILY COMMUNITY INC.,2020.0
child_care_centers,384004491,FUN WITH MANDARIN PRESCHOOL LLC,FUN WITH MANDARIN PRESCHOOL LLC,"MOLYNEAUX, BENNETT",(415) 682-9509,327 CAPITOL AVENUE,SAN FRANCISCO,CA,94112,SAN FRANCISCO,5,66,LICENSED,2021-10-31,,5252025,327 CAPITOL AVENUE,"327 CAPITOL AVENUE, SAN FRANCISCO",2,DUPLICATE_ADDRESS; ,FUN WITH MANDARIN PRESCHOOL LLC,2021.0
child_care_centers,103810229,FUSD-HERRERA,FRESNO UNIFIED SCHOOL DISTRICT E.L.D.,"BECKWITH, KIM",(559) 457-3685,5090 E CHURCH AVE,FRESNO,CA,93725,FRESNO,4,48,LICENSED,2022-08-16,,5252025,5090 E CHURCH AVE,"5090 E CHURCH AVE, FRESNO",0,,FRESNO UNIFIED SCHOOL DISTRICT E.L.D.,2022.0
child_care_centers,15700582,FUSD - RIX GLANKLER EARLY LEARNING CENTER,FREMONT UNIFIED SCHOOL DISTRICT,MARIA GLIDEWELL,(510) 490-8802,43100 ISLE ROYAL STREET,FREMONT,CA,94538,ALAMEDA,52,48,LICENSED,2022-08-12,,5252025,43100 ISLE ROYAL STREET,"43100 ISLE ROYAL STREET, FREMONT",1,HIGH_VOLUME_LICENSEE; ,FREMONT UNIFIED SCHOOL DISTRICT,2022.0
child_care_centers,198021029,FUTURE LEADERS SCHOOL,"FUTURE LEADERS EDUCATION, LLC.",BERTHA GIRGIS,(562) 417-0802,1172 E. CYPRESS ST,COVINA,CA,91724,LOS ANGELES,33,38,LICENSED,2022-07-26,,5252025,1172 E CYPRESS ST,"1172 E CYPRESS ST, COVINA",2,DUPLICATE_ADDRESS; ,"FUTURE LEADERS EDUCATION, LLC.",2022.0
child_care_centers,197494316,FUTURE STARS ACADEMY,OCEAN-SKY,SARA POAGE,(323) 937-7827,4946 W 20TH STREET,LOS ANGELES,CA,90016,LOS ANGELES,58,77,LICENSED,2020-02-11,,5252025,4946 W 20TH STREET,"4946 W 20TH STREET, LOS ANGELES",2,DUPLICATE_ADDRESS; ,OCEAN-SKY,2020.0
child_care_centers,343624275,FUTURE THINKERS PRESCHOOL AND CHILDCARE,"SINGH, KANEESHA",GEETA SINGH,(916) 291-3639,"1850 DEL PASO ROAD, SUITE 1",SACRAMENTO,CA,95834,SACRAMENTO,3,36,LICENSED,2022-09-06,,5252025,1850 DEL PASO ROAD SUITE 1,"1850 DEL PASO ROAD SUITE 1, SACRAMENTO",0,,"SINGH, KANEESHA",2022.0
child_care_centers,304371438,GAOWA MONTESSORI SCHOOL,"ZHAO, HONGMEI & MORENO, ALEJANDRO","BERGMAN, JULIE",(714) 714-0055,1620 ADAMS AVENUE,COSTA MESA,CA,92626,ORANGE,6,120,LICENSED,2020-12-04,,5252025,1620 ADAMS AVENUE,"1620 ADAMS AVENUE, COSTA MESA",0,,"ZHAO, HONGMEI & MORENO, ALEJANDRO",2020.0
child_care_centers,73408880,"GARDEN COMMUNITY PRESCHOOL, THE","COMMUNITY PRESCHOOLS, LLC, THE","CADY, MELISSA",(925) 671-2979,1015 OAK GROVE ROAD,CONCORD,CA,94518,CONTRA COSTA,2,39,LICENSED,2020-11-05,,5252025,1015 OAK GROVE ROAD,"1015 OAK GROVE ROAD, CONCORD",0,,"COMMUNITY PRESCHOOLS, LLC, THE",2020.0
child_care_centers,197750105,"GARDEN PATCH PLAY SCHOOL, THE","GARDEN PATCH PLAY SCHOOL, INC, THE",CHRISTIE COPLEY,(661) 888-1198,24436 VALLEY ST,NEWHALL,CA,91321,LOS ANGELES,12,45,LICENSED,2020-12-22,,5252025,24436 VALLEY ST,"24436 VALLEY ST, NEWHALL",0,,"GARDEN PATCH PLAY SCHOOL, INC, THE",2020.0
child_care_centers,384004582,"GARDEN SCHOOL, THE","GARDEN SCHOOL, INC., THE","EUNG, LAYLAY",(415) 619-2293,4037 24TH STREET,SAN FRANCISCO,CA,94114,SAN FRANCISCO,5,24,LICENSED,2022-10-11,,5252025,4037 24TH STREET,"4037 24TH STREET, SAN FRANCISCO",0,,"GARDEN SCHOOL, INC., THE",2022.0
child_care_centers,198020818,GATEWAY MONTESSORI & PRESCHOOL LLC,GATEWAY MONTESSORI & PRESCHOOL LLC,ELIZABETH CRUZ,(562) 331-4221,14121 COTEAU DR.,WHITTIER,CA,90604,LOS ANGELES,33,41,LICENSED,2021-08-25,,5252025,14121 COTEAU DR,"14121 COTEAU DR, WHITTIER",2,DUPLICATE_ADDRESS; ,GATEWAY MONTESSORI & PRESCHOOL LLC,2021.0
child_care_centers,545601009,GATEWAY PRESCHOOL,GATEWAY CHURCH OF VISALIA - LANCE AINSWORTH,"HOOGLAND, COURTNEE",(559) 732-4787,1100 S SOWELL ST,VISALIA,CA,93277,TULARE,57,75,LICENSED,2022-10-17,,5252025,1100 S SOWELL ST,"1100 S SOWELL ST, VISALIA",0,,GATEWAY CHURCH OF VISALIA - LANCE AINSWORTH,2022.0
child_care_centers,343624433,GENIUS KIDS-ELK GROVE FLORIN ROAD CAMPUS(PS),"GENIUS KIDS, INC.","DHILLON, RENNU",(510) 364-4033,8065 ELK GROVE FLORIN RD. #160,SACRAMENTO,CA,95829,SACRAMENTO,3,78,LICENSED,2022-09-28,,5252025,8065 ELK GROVE FLORIN RD #160,"8065 ELK GROVE FLORIN RD #160, SACRAMENTO",3,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; ,"GENIUS KIDS, INC.",2022.0
child_care_centers,414004883,GENIUS LEARNING PRESCHOOL,ELITE INTERNATIONAL SCHOOL LLC,BONNIE LI,(650) 678-3638,3080 LA SELVA STREET,SAN MATEO,CA,94403,SAN MATEO,5,102,LICENSED,2022-04-25,,5252025,3080 LA SELVA STREET,"3080 LA SELVA STREET, SAN MATEO",2,DUPLICATE_ADDRESS; ,ELITE INTERNATIONAL SCHOOL LLC,2022.0
child_care_centers,384004290,GERMAN INTERNATIONAL SCHOOL OF SILICON VALLEY,GERMAN INTERNATIONAL SCHOOL OF SILICON VALLEY,MARIE-LOUISE NASTKE,(650) 254-0748,117 DIAMOND STREET,SAN FRANCISCO,CA,94114,SAN FRANCISCO,5,64,LICENSED,2020-12-11,,5252025,117 DIAMOND STREET,"117 DIAMOND STREET, SAN FRANCISCO",2,DUPLICATE_ADDRESS; ,GERMAN INTERNATIONAL SCHOOL OF SILICON VALLEY,2020.0
child_care_centers,434416983,GILROY HEAD START,SANTA CLARA COUNTY OFFICE OF EDUCATION HEAD START,EVA SUAREZ,(669) 212-8692,9300 WREN AVENUE,GILROY,CA,95020,SANTA CLARA,7,30,LICENSED,2021-10-15,,5252025,9300 WREN AVENUE,"9300 WREN AVENUE, GILROY",2,DUPLICATE_ADDRESS; ,SANTA CLARA COUNTY OFFICE OF EDUCATION HEAD START,2021.0
child_care_centers,304371566,GIVINGTREE MONTESSORI,H&S GLOBAL EDUCATION GROUP INC.,YOUNGAE KIM,(714) 336-2872,1911 NORTH EUCLID STREET,FULLERTON,CA,92835,ORANGE,6,41,LICENSED,2022-08-12,,5252025,1911 NORTH EUCLID STREET,"1911 NORTH EUCLID STREET, FULLERTON",2,DUPLICATE_ADDRESS; ,H&S GLOBAL EDUCATION GROUP INC.,2022.0
child_care_centers,198021082,GLENDALE CHILDRENS SCHOOL,GLENDALE CHILDRENS SCHOOL,"YERKANYAN, ZARUI",(818) 531-1316,225 S. VERDUGO RD,GLENDALE,CA,91205,LOS ANGELES,33,100,LICENSED,2022-09-30,,5252025,225 S VERDUGO RD,"225 S VERDUGO RD, GLENDALE",2,DUPLICATE_ADDRESS; ,GLENDALE CHILDRENS SCHOOL,2022.0
child_care_centers,394500126,GLOBAL VILLAGE MONTESSORI,GLOBAL VILLAGE SCHOOLS INC.,"SHARMA, POONAM",(209) 407-2096,711 CARLTON WAY,TRACY,CA,95376,SAN JOAQUIN,53,95,LICENSED,2020-02-21,12/12/2024,5252025,711 CARLTON WAY,"711 CARLTON WAY, TRACY",2,DUPLICATE_ADDRESS; ,GLOBAL VILLAGE SCHOOLS INC.,2020.0
child_care_centers,493010150,GNOMIES,ANIMALS UNITED MOVEMENT,EDEN STEIN,(415) 515-8178,7985 VALENTINE AVENUE,SEBASTOPOL,CA,95472,SONOMA,1,30,LICENSED,2022-06-24,,5252025,7985 VALENTINE AVENUE,"7985 VALENTINE AVENUE, SEBASTOPOL",0,,ANIMALS UNITED MOVEMENT,2022.0
child_care_centers,73408900,"GODDARD SCHOOL, THE",HVG CORPORATION,KATHERINE ESPANOL RIVAS,(925) 390-3313,115 TECHNOLOGY WAY,BRENTWOOD,CA,94513,CONTRA COSTA,2,144,LICENSED,2021-03-25,,5252025,115 TECHNOLOGY WAY,"115 TECHNOLOGY WAY, BRENTWOOD",2,DUPLICATE_ADDRESS; ,HVG CORPORATION,2021.0
child_care_centers,304371415,"GODDARD SCHOOL, THE","NCHANTING, CREATIONS, INC.",WENDY SIMONDS,(949) 519-3500,1351 CALLE AVANZADO,SAN CLEMENTE,CA,92673,ORANGE,6,144,LICENSED,2020-01-03,,5252025,1351 CALLE AVANZADO,"1351 CALLE AVANZADO, SAN CLEMENTE",2,DUPLICATE_ADDRESS; ,"NCHANTING, CREATIONS, INC.",2020.0
child_care_centers,364845953,"GODDARD SCHOOL, THE","JOY STAR EDUCATION, INC",NATASHA ABUATA,(909) 308-5800,16258 POMONA RINCON RD,CHINO HILLS,CA,91709,SAN BERNARDINO,9,132,LICENSED,2021-04-23,,5252025,16258 POMONA RINCON RD,"16258 POMONA RINCON RD, CHINO HILLS",2,DUPLICATE_ADDRESS; ,"JOY STAR EDUCATION, INC",2021.0
child_care_centers,13423098,GOLDEN BAY PRESCHOOL,"GOLDEN BAY PRESCHOOL, LLC","MA, YANYI",(510) 213-9832,2226 PACIFIC AVENUE,ALAMEDA,CA,94501,ALAMEDA,2,70,LICENSED,2020-07-07,,5252025,2226 PACIFIC AVENUE,"2226 PACIFIC AVENUE, ALAMEDA",2,DUPLICATE_ADDRESS; ,"GOLDEN BAY PRESCHOOL, LLC",2020.0
child_care_centers,435700742,GOLDEN HARVEST MONTESSORI SCHOOL-CALAVERAS CAMPUS,"JHAST KIDZ, INC.","ALI, KIMBERLY S.",(510) 468-0060,451 LOS COCHES ROAD,MILPITAS,CA,95035,SANTA CLARA,52,60,LICENSED,2021-09-07,,5252025,451 LOS COCHES ROAD,"451 LOS COCHES ROAD, MILPITAS",0,,"JHAST KIDZ, INC.",2021.0
child_care_centers,364846174,GOOD HABITS PRESCHOOL,GOOD HABITS EDUCATION LLC,FENG XUE,(626) 567-5678,710 EAST FOOTHILL BLVD,UPLAND,CA,91786,SAN BERNARDINO,9,116,LICENSED,2022-04-18,,5252025,710 EAST FOOTHILL BLVD,"710 EAST FOOTHILL BLVD, UPLAND",2,DUPLICATE_ADDRESS; ,GOOD HABITS EDUCATION LLC,2022.0
child_care_centers,197495108,GOOD SHEPHERD'S FOLD PRESCHOOL,GOOD SHEPHERD EVANGELICAL LUTHERAN CHURCH OF SAN P,"ZURBRUGG, PHIL E.",(310) 833-3340,1350 W. 25TH STREET,SAN PEDRO,CA,90732,LOS ANGELES,30,60,LICENSED,2022-10-13,,5252025,1350 W 25TH STREET,"1350 W 25TH STREET, SAN PEDRO",2,DUPLICATE_ADDRESS; ,GOOD SHEPHERD EVANGELICAL LUTHERAN CHURCH OF SAN P,2022.0
child_care_centers,364846067,GOODEARTH MONTESSORI SCHOOL,LEAPS AND BOUNDS LLC,"ESCOBEDO, ALICE",(909) 393-0998,2593-A CHINO HILLS PKWY,CHINO HILLS,CA,91709,SAN BERNARDINO,9,156,LICENSED,2021-09-10,,5252025,2593-A CHINO HILLS PKWY,"2593-A CHINO HILLS PKWY, CHINO HILLS",0,,LEAPS AND BOUNDS LLC,2021.0
child_care_centers,334845899,GRACE CHRISTIAN PRESCHOOL,THPS LLC.,"BROWN, BAILEIGH",(951) 736-7466,2781 S LINCOLN AVE,CORONA,CA,92882,RIVERSIDE,9,92,LICENSED,2020-09-25,,5252025,2781 S LINCOLN AVE,"2781 S LINCOLN AVE, CORONA",0,,THPS LLC.,2020.0
child_care_centers,197494726,GRANADA PREPARATORY SCHOOL,GRANADA PREPARATORY SCHOOL,"GENDLER, MARY",(818) 368-7254,10400 ZELZAH AVENUE,NORTHRIDGE,CA,91326,LOS ANGELES,12,90,LICENSED,2021-03-25,,5252025,10400 ZELZAH AVENUE,"10400 ZELZAH AVENUE, NORTHRIDGE",2,DUPLICATE_ADDRESS; ,GRANADA PREPARATORY SCHOOL,2021.0
child_care_centers,304371486,GREAT FOUNDATIONS MONTESSORI-NORTHWOOD,"LA PETITE ACADEMY, INC.",JANACK PERAZA,(714) 389-9500,4980 IRVINE BLVD.,IRVINE,CA,92620,ORANGE,6,132,LICENSED,2021-05-07,,5252025,4980 IRVINE BLVD,"4980 IRVINE BLVD, IRVINE",3,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; ,"LA PETITE ACADEMY, INC.",2021.0
child_care_centers,304371484,GREAT FOUNDATIONS MONTESSORI-TUSTIN,LA PETITE ACADEMY INC.,"HOPE-KING, SHERLETT",(714) 389-2460,15140 KENSINGTON PARK DRIVE,TUSTIN,CA,92780,ORANGE,6,140,LICENSED,2021-05-07,,5252025,15140 KENSINGTON PARK DRIVE,"15140 KENSINGTON PARK DRIVE, TUSTIN",3,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; ,LA PETITE ACADEMY INC.,2021.0
child_care_centers,304371487,GREAT FOUNDATIONS MONTESSORI-WOODBURY,"LA PETITE ACADEMY, INC.","KIMBROUGH, KARI",(714) 389-2400,6304 IRVINE BLVD.,IRVINE,CA,92620,ORANGE,6,199,LICENSED,2021-05-07,,5252025,6304 IRVINE BLVD,"6304 IRVINE BLVD, IRVINE",3,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; ,"LA PETITE ACADEMY, INC.",2021.0
child_care_centers,376701476,GREEN HILLS BILINGUAL LEARNING ACADEMY,VALGRO TEACHERS CORPORATION,MONICA SALAZAR,(619) 656-5795,"2400 FENTON STREET, SUITE 101",CHULA VISTA,CA,91914,SAN DIEGO,20,111,LICENSED,2021-06-15,,5252025,2400 FENTON STREET SUITE 101,"2400 FENTON STREET SUITE 101, CHULA VISTA",2,DUPLICATE_ADDRESS; ,VALGRO TEACHERS CORPORATION,2021.0
child_care_centers,334846095,GREEN RIVER MONTESSORI,"ZHANG, XIAN & NXY EDUCATION LLC","SACHDEV, SAPNA",(951) 735-5490,"2791 GREEN RIVER, SUITE 112",CORONA,CA,92882,RIVERSIDE,9,68,LICENSED,2021-10-11,,5252025,2791 GREEN RIVER SUITE 112,"2791 GREEN RIVER SUITE 112, CORONA",2,DUPLICATE_ADDRESS; ,"ZHANG, XIAN & NXY EDUCATION LLC",2021.0
child_care_centers,214005617,"GROVE PRESCHOOL AT KOL SHOFAR, THE",CONGREGATION KOL SHOFAR,"BARBONI, KATHERINE",(415) 388-1818,215 BLACKFIELD DRIVE,TIBURON,CA,94920,MARIN,5,105,LICENSED,2022-08-08,,5252025,215 BLACKFIELD DRIVE,"215 BLACKFIELD DRIVE, TIBURON",2,DUPLICATE_ADDRESS; ,CONGREGATION KOL SHOFAR,2022.0
child_care_centers,493010201,GROW WITH ME ECE PRESCHOOL AND CHILDCARE CENTER,GROW WITH ME ECE PRESCHOOL AND CHILDCARE CENTER,LEANNE NELMES,(707) 396-8324,45 HENRY STREET,COTATI,CA,94931,SONOMA,1,30,LICENSED,2022-07-29,,5252025,45 HENRY STREET,"45 HENRY STREET, COTATI",2,DUPLICATE_ADDRESS; ,GROW WITH ME ECE PRESCHOOL AND CHILDCARE CENTER,2022.0
child_care_centers,483009817,GROWING HEARTS EARLY LEARNING CENTER,"BOWERS, PENNY",ALEXADRA BOWERS,(707) 399-8113,1830 WEST TEXAS AVENUE,FAIRFIELD,CA,94533,SOLANO,1,114,LICENSED,2020-05-11,,5252025,1830 WEST TEXAS AVENUE,"1830 WEST TEXAS AVENUE, FAIRFIELD",1,HIGH_VOLUME_LICENSEE; ,"BOWERS, PENNY",2020.0
child_care_centers,73408922,GROWING LIGHT MONTESSORI SCHOOL OF LAFAYETTE,"GROWING LIGHT MONTESSORI SCHOOL OF LAFAYETTE, INC.","LAFIELD, RACHEL",(925) 588-9892,584 GLENSIDE DRIVE,LAFAYETTE,CA,94549,CONTRA COSTA,2,44,LICENSED,2022-08-11,,5252025,584 GLENSIDE DRIVE,"584 GLENSIDE DRIVE, LAFAYETTE",2,DUPLICATE_ADDRESS; ,"GROWING LIGHT MONTESSORI SCHOOL OF LAFAYETTE, INC.",2022.0
child_care_centers,73408912,GROWING LIGHT MONTESSORI SCHOOL OF MORAGA,"GROWING LIGHT MONTESSORI SCHOOL OF MORAGA, INC.","CARR, DEBRA",(925) 376-1751,1455 ST. MARY'S ROAD,MORAGA,CA,94556,CONTRA COSTA,2,50,LICENSED,2021-12-23,,5252025,1455 ST MARY'S ROAD,"1455 ST MARY'S ROAD, MORAGA",0,,"GROWING LIGHT MONTESSORI SCHOOL OF MORAGA, INC.",2021.0
child_care_centers,13423129,GROWING LIGHT MONTESSORI SCHOOL OF OAKLAND,"GROWING LIGHT MONTESSORI SCHOOL OF OAKLAND, INC.","LAFIELD, RACHEL",(510) 336-9897,4700 LINCOLN AVENUE,OAKLAND,CA,94602,ALAMEDA,2,72,LICENSED,2022-06-08,,5252025,4700 LINCOLN AVENUE,"4700 LINCOLN AVENUE, OAKLAND",2,DUPLICATE_ADDRESS; ,"GROWING LIGHT MONTESSORI SCHOOL OF OAKLAND, INC.",2022.0
child_care_centers,197494872,GROWING PLACE SANTA MONICA EARLY CHILDHOOD LAB,GROWING PLACE,AMANDA HONDA,(310) 434-3811,1802 4TH STREET,SANTA MONICA,CA,90401,LOS ANGELES,30,68,LICENSED,2021-08-30,,5252025,1802 4TH STREET,"1802 4TH STREET, SANTA MONICA",2,DUPLICATE_ADDRESS; ,GROWING PLACE,2021.0
child_care_centers,197494732,GROWING YEARS CHILDREN'S ACADEMY,NICOLE LEE,NICOLE LEE,(213) 675-7816,7400 OSAGE AVE,LOS ANGELES,CA,90045,LOS ANGELES,30,60,LICENSED,2021-09-13,,5252025,7400 OSAGE AVE,"7400 OSAGE AVE, LOS ANGELES",0,,NICOLE LEE,2021.0
